"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bosnia and Herz. (BA)","05.01.2021 14:00 - 05.01.2021 15:00 (CET)","N/A","273","N/A","N/A","1221","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1410","N/A","N/A","N/A","N/A","n/e","N/A","n/e","39"
"Bosnia and Herz. (BA)","05.01.2021 15:00 - 05.01.2021 16:00 (CET)","N/A","273","N/A","N/A","1225","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1397","N/A","N/A","N/A","N/A","n/e","N/A","n/e","37"
"Bosnia and Herz. (BA)","05.01.2021 16:00 - 05.01.2021 17:00 (CET)","N/A","272","N/A","N/A","1231","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1358","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","05.01.2021 17:00 - 05.01.2021 18:00 (CET)","N/A","273","N/A","N/A","1245","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1480","N/A","N/A","N/A","N/A","n/e","N/A","n/e","36"
"Bosnia and Herz. (BA)","05.01.2021 18:00 - 05.01.2021 19:00 (CET)","N/A","273","N/A","N/A","1247","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1462","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","05.01.2021 19:00 - 05.01.2021 20:00 (CET)","N/A","273","N/A","N/A","1228","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1454","N/A","N/A","N/A","N/A","n/e","N/A","n/e","36"
"Bosnia and Herz. (BA)","05.01.2021 20:00 - 05.01.2021 21:00 (CET)","N/A","272","N/A","N/A","1212","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1253","N/A","N/A","N/A","N/A","n/e","N/A","n/e","20"
"Bosnia and Herz. (BA)","05.01.2021 21:00 - 05.01.2021 22:00 (CET)","N/A","272","N/A","N/A","1178","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1147","N/A","N/A","N/A","N/A","n/e","N/A","n/e","34"
"Bosnia and Herz. (BA)","05.01.2021 22:00 - 05.01.2021 23:00 (CET)","N/A","273","N/A","N/A","1165","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1062","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","05.01.2021 23:00 - 06.01.2021 00:00 (CET)","N/A","273","N/A","N/A","1165","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1065","N/A","N/A","N/A","N/A","n/e","N/A","n/e","42"
"Bosnia and Herz. (BA)","06.01.2021 00:00 - 06.01.2021 01:00 (CET)","N/A","272","N/A","N/A","1151","N/A","N/A","N/A","N/A","N/A","N/A","N/A","915","N/A","N/A","N/A","N/A","n/e","N/A","n/e","40"
"Bosnia and Herz. (BA)","06.01.2021 01:00 - 06.01.2021 02:00 (CET)","N/A","273","N/A","N/A","1136","N/A","N/A","N/A","N/A","N/A","N/A","N/A","845","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","06.01.2021 02:00 - 06.01.2021 03:00 (CET)","N/A","272","N/A","N/A","1130","N/A","N/A","N/A","N/A","N/A","N/A","N/A","788","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","06.01.2021 03:00 - 06.01.2021 04:00 (CET)","N/A","273","N/A","N/A","1119","N/A","N/A","N/A","N/A","N/A","N/A","N/A","800","N/A","N/A","N/A","N/A","n/e","N/A","n/e","35"
"Bosnia and Herz. (BA)","06.01.2021 04:00 - 06.01.2021 05:00 (CET)","N/A","272","N/A","N/A","1127","N/A","N/A","N/A","N/A","N/A","N/A","N/A","797","N/A","N/A","N/A","N/A","n/e","N/A","n/e","42"
"Bosnia and Herz. (BA)","06.01.2021 05:00 - 06.01.2021 06:00 (CET)","N/A","272","N/A","N/A","1130","N/A","N/A","N/A","N/A","N/A","N/A","N/A","869","N/A","N/A","N/A","N/A","n/e","N/A","n/e","43"
"Bosnia and Herz. (BA)","06.01.2021 06:00 - 06.01.2021 07:00 (CET)","N/A","273","N/A","N/A","1149","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1015","N/A","N/A","N/A","N/A","n/e","N/A","n/e","38"
"Bosnia and Herz. (BA)","06.01.2021 07:00 - 06.01.2021 08:00 (CET)","N/A","272","N/A","N/A","1150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1104","N/A","N/A","N/A","N/A","n/e","N/A","n/e","24"
"Bosnia and Herz. (BA)","06.01.2021 08:00 - 06.01.2021 09:00 (CET)","N/A","272","N/A","N/A","1156","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1352","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","06.01.2021 09:00 - 06.01.2021 10:00 (CET)","N/A","273","N/A","N/A","1190","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1411","N/A","N/A","N/A","N/A","n/e","N/A","n/e","31"
"Bosnia and Herz. (BA)","06.01.2021 10:00 - 06.01.2021 11:00 (CET)","N/A","273","N/A","N/A","1191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1456","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","06.01.2021 11:00 - 06.01.2021 12:00 (CET)","N/A","273","N/A","N/A","1196","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1458","N/A","N/A","N/A","N/A","n/e","N/A","n/e","26"
"Bosnia and Herz. (BA)","06.01.2021 12:00 - 06.01.2021 13:00 (CET)","N/A","273","N/A","N/A","1202","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1428","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","06.01.2021 13:00 - 06.01.2021 14:00 (CET)","N/A","273","N/A","N/A","1215","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1448","N/A","N/A","N/A","N/A","n/e","N/A","n/e","25"
"Bosnia and Herz. (BA)","06.01.2021 14:00 - 06.01.2021 15:00 (CET)","N/A","273","N/A","N/A","1220","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1459","N/A","N/A","N/A","N/A","n/e","N/A","n/e","16"
"Bosnia and Herz. (BA)","06.01.2021 15:00 - 06.01.2021 16:00 (CET)","N/A","273","N/A","N/A","1217","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1497","N/A","N/A","N/A","N/A","n/e","N/A","n/e","16"
"Bosnia and Herz. (BA)","06.01.2021 16:00 - 06.01.2021 17:00 (CET)","N/A","273","N/A","N/A","1211","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1519","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","06.01.2021 17:00 - 06.01.2021 18:00 (CET)","N/A","273","N/A","N/A","1212","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1551","N/A","N/A","N/A","N/A","n/e","N/A","n/e","19"
"Bosnia and Herz. (BA)","06.01.2021 18:00 - 06.01.2021 19:00 (CET)","N/A","273","N/A","N/A","1221","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1512","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","06.01.2021 19:00 - 06.01.2021 20:00 (CET)","N/A","273","N/A","N/A","1213","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1479","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
"Bosnia and Herz. (BA)","06.01.2021 20:00 - 06.01.2021 21:00 (CET)","N/A","273","N/A","N/A","1210","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1326","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","06.01.2021 21:00 - 06.01.2021 22:00 (CET)","N/A","272","N/A","N/A","1208","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1166","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","06.01.2021 22:00 - 06.01.2021 23:00 (CET)","N/A","273","N/A","N/A","1191","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1069","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","06.01.2021 23:00 - 07.01.2021 00:00 (CET)","N/A","273","N/A","N/A","1176","N/A","N/A","N/A","N/A","N/A","N/A","N/A","997","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","07.01.2021 00:00 - 07.01.2021 01:00 (CET)","N/A","271","N/A","N/A","1137","N/A","N/A","N/A","N/A","N/A","N/A","N/A","819","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 01:00 - 07.01.2021 02:00 (CET)","N/A","270","N/A","N/A","1128","N/A","N/A","N/A","N/A","N/A","N/A","N/A","645","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 02:00 - 07.01.2021 03:00 (CET)","N/A","271","N/A","N/A","1133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","602","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","07.01.2021 03:00 - 07.01.2021 04:00 (CET)","N/A","270","N/A","N/A","1123","N/A","N/A","N/A","N/A","N/A","N/A","N/A","602","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 04:00 - 07.01.2021 05:00 (CET)","N/A","273","N/A","N/A","1120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","656","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 05:00 - 07.01.2021 06:00 (CET)","N/A","272","N/A","N/A","1120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","802","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 06:00 - 07.01.2021 07:00 (CET)","N/A","272","N/A","N/A","1120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1008","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 07:00 - 07.01.2021 08:00 (CET)","N/A","272","N/A","N/A","1121","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1139","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 08:00 - 07.01.2021 09:00 (CET)","N/A","273","N/A","N/A","1128","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1436","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 09:00 - 07.01.2021 10:00 (CET)","N/A","273","N/A","N/A","1126","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1470","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 10:00 - 07.01.2021 11:00 (CET)","N/A","273","N/A","N/A","1133","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1429","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 11:00 - 07.01.2021 12:00 (CET)","N/A","273","N/A","N/A","1120","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1399","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 12:00 - 07.01.2021 13:00 (CET)","N/A","273","N/A","N/A","1117","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1348","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 13:00 - 07.01.2021 14:00 (CET)","N/A","273","N/A","N/A","1094","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1404","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 14:00 - 07.01.2021 15:00 (CET)","N/A","273","N/A","N/A","1093","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1378","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 15:00 - 07.01.2021 16:00 (CET)","N/A","273","N/A","N/A","1094","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1382","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 16:00 - 07.01.2021 17:00 (CET)","N/A","273","N/A","N/A","1135","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1477","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 17:00 - 07.01.2021 18:00 (CET)","N/A","273","N/A","N/A","1156","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1545","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 18:00 - 07.01.2021 19:00 (CET)","N/A","273","N/A","N/A","1167","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1545","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 19:00 - 07.01.2021 20:00 (CET)","N/A","273","N/A","N/A","1267","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1399","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 20:00 - 07.01.2021 21:00 (CET)","N/A","273","N/A","N/A","1255","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1218","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 21:00 - 07.01.2021 22:00 (CET)","N/A","273","N/A","N/A","1166","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1190","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 22:00 - 07.01.2021 23:00 (CET)","N/A","272","N/A","N/A","969","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1108","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","07.01.2021 23:00 - 08.01.2021 00:00 (CET)","N/A","273","N/A","N/A","1139","N/A","N/A","N/A","N/A","N/A","N/A","N/A","971","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","08.01.2021 00:00 - 08.01.2021 01:00 (CET)","N/A","272","N/A","N/A","1080","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1005","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","08.01.2021 01:00 - 08.01.2021 02:00 (CET)","N/A","273","N/A","N/A","1072","N/A","N/A","N/A","N/A","N/A","N/A","N/A","923","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","08.01.2021 02:00 - 08.01.2021 03:00 (CET)","N/A","273","N/A","N/A","1076","N/A","N/A","N/A","N/A","N/A","N/A","N/A","883","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","08.01.2021 03:00 - 08.01.2021 04:00 (CET)","N/A","272","N/A","N/A","1073","N/A","N/A","N/A","N/A","N/A","N/A","N/A","886","N/A","N/A","N/A","N/A","n/e","N/A","n/e","2"
"Bosnia and Herz. (BA)","08.01.2021 04:00 - 08.01.2021 05:00 (CET)","N/A","273","N/A","N/A","1071","N/A","N/A","N/A","N/A","N/A","N/A","N/A","901","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","08.01.2021 05:00 - 08.01.2021 06:00 (CET)","N/A","272","N/A","N/A","1086","N/A","N/A","N/A","N/A","N/A","N/A","N/A","947","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","08.01.2021 06:00 - 08.01.2021 07:00 (CET)","N/A","272","N/A","N/A","1139","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1070","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","08.01.2021 07:00 - 08.01.2021 08:00 (CET)","N/A","273","N/A","N/A","1214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1247","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","08.01.2021 08:00 - 08.01.2021 09:00 (CET)","N/A","273","N/A","N/A","1225","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1508","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","08.01.2021 09:00 - 08.01.2021 10:00 (CET)","N/A","273","N/A","N/A","1233","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1624","N/A","N/A","N/A","N/A","n/e","N/A","n/e","3"
"Bosnia and Herz. (BA)","08.01.2021 10:00 - 08.01.2021 11:00 (CET)","N/A","273","N/A","N/A","1224","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1764","N/A","N/A","N/A","N/A","n/e","N/A","n/e","33"
"Bosnia and Herz. (BA)","08.01.2021 11:00 - 08.01.2021 12:00 (CET)","N/A","273","N/A","N/A","1009","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1572","N/A","N/A","N/A","N/A","n/e","N/A","n/e","5"
"Bosnia and Herz. (BA)","08.01.2021 12:00 - 08.01.2021 13:00 (CET)","N/A","0","N/A","N/A","1254","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1387","N/A","N/A","N/A","N/A","n/e","N/A","n/e","4"
"Bosnia and Herz. (BA)","08.01.2021 13:00 - 08.01.2021 14:00 (CET)","N/A","273","N/A","N/A","1357","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1520","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","08.01.2021 14:00 - 08.01.2021 15:00 (CET)","N/A","273","N/A","N/A","923","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1169","N/A","N/A","N/A","N/A","n/e","N/A","n/e","11"
"Bosnia and Herz. (BA)","08.01.2021 15:00 - 08.01.2021 16:00 (CET)","N/A","272","N/A","N/A","643","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1446","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","08.01.2021 16:00 - 08.01.2021 17:00 (CET)","N/A","477","N/A","N/A","1199","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1598","N/A","N/A","N/A","N/A","n/e","N/A","n/e","14"
"Bosnia and Herz. (BA)","08.01.2021 17:00 - 08.01.2021 18:00 (CET)","N/A","341","N/A","N/A","1335","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1455","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","08.01.2021 18:00 - 08.01.2021 19:00 (CET)","N/A","273","N/A","N/A","1272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1621","N/A","N/A","N/A","N/A","n/e","N/A","n/e","29"
"Bosnia and Herz. (BA)","08.01.2021 19:00 - 08.01.2021 20:00 (CET)","N/A","273","N/A","N/A","1241","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1559","N/A","N/A","N/A","N/A","n/e","N/A","n/e","28"
"Bosnia and Herz. (BA)","08.01.2021 20:00 - 08.01.2021 21:00 (CET)","N/A","273","N/A","N/A","1308","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1400","N/A","N/A","N/A","N/A","n/e","N/A","n/e","26"
"Bosnia and Herz. (BA)","08.01.2021 21:00 - 08.01.2021 22:00 (CET)","N/A","273","N/A","N/A","1138","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1187","N/A","N/A","N/A","N/A","n/e","N/A","n/e","23"
"Bosnia and Herz. (BA)","08.01.2021 22:00 - 08.01.2021 23:00 (CET)","N/A","273","N/A","N/A","1066","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1156","N/A","N/A","N/A","N/A","n/e","N/A","n/e","21"
"Bosnia and Herz. (BA)","08.01.2021 23:00 - 09.01.2021 00:00 (CET)","N/A","273","N/A","N/A","943","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1100","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","09.01.2021 00:00 - 09.01.2021 01:00 (CET)","N/A","271","N/A","N/A","1134","N/A","N/A","N/A","N/A","N/A","N/A","N/A","890","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","09.01.2021 01:00 - 09.01.2021 02:00 (CET)","N/A","271","N/A","N/A","1103","N/A","N/A","N/A","N/A","N/A","N/A","N/A","773","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","09.01.2021 02:00 - 09.01.2021 03:00 (CET)","N/A","271","N/A","N/A","1098","N/A","N/A","N/A","N/A","N/A","N/A","N/A","760","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","09.01.2021 03:00 - 09.01.2021 04:00 (CET)","N/A","271","N/A","N/A","1081","N/A","N/A","N/A","N/A","N/A","N/A","N/A","694","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","09.01.2021 04:00 - 09.01.2021 05:00 (CET)","N/A","272","N/A","N/A","1078","N/A","N/A","N/A","N/A","N/A","N/A","N/A","715","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","09.01.2021 05:00 - 09.01.2021 06:00 (CET)","N/A","272","N/A","N/A","1127","N/A","N/A","N/A","N/A","N/A","N/A","N/A","781","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
"Bosnia and Herz. (BA)","09.01.2021 06:00 - 09.01.2021 07:00 (CET)","N/A","273","N/A","N/A","1159","N/A","N/A","N/A","N/A","N/A","N/A","N/A","927","N/A","N/A","N/A","N/A","n/e","N/A","n/e","13"
"Bosnia and Herz. (BA)","09.01.2021 07:00 - 09.01.2021 08:00 (CET)","N/A","272","N/A","N/A","1180","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1043","N/A","N/A","N/A","N/A","n/e","N/A","n/e","10"
"Bosnia and Herz. (BA)","09.01.2021 08:00 - 09.01.2021 09:00 (CET)","N/A","272","N/A","N/A","1215","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1296","N/A","N/A","N/A","N/A","n/e","N/A","n/e","11"
"Bosnia and Herz. (BA)","09.01.2021 09:00 - 09.01.2021 10:00 (CET)","N/A","273","N/A","N/A","1223","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1332","N/A","N/A","N/A","N/A","n/e","N/A","n/e","10"
"Bosnia and Herz. (BA)","09.01.2021 10:00 - 09.01.2021 11:00 (CET)","N/A","273","N/A","N/A","1227","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1372","N/A","N/A","N/A","N/A","n/e","N/A","n/e","10"
"Bosnia and Herz. (BA)","09.01.2021 11:00 - 09.01.2021 12:00 (CET)","N/A","273","N/A","N/A","1224","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1383","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","09.01.2021 12:00 - 09.01.2021 13:00 (CET)","N/A","272","N/A","N/A","1230","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1334","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","09.01.2021 13:00 - 09.01.2021 14:00 (CET)","N/A","273","N/A","N/A","1233","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1333","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","09.01.2021 14:00 - 09.01.2021 15:00 (CET)","N/A","273","N/A","N/A","1227","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1321","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","09.01.2021 15:00 - 09.01.2021 16:00 (CET)","N/A","273","N/A","N/A","1225","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1362","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","09.01.2021 16:00 - 09.01.2021 17:00 (CET)","N/A","273","N/A","N/A","1215","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1483","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","09.01.2021 17:00 - 09.01.2021 18:00 (CET)","N/A","273","N/A","N/A","1179","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1623","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","09.01.2021 18:00 - 09.01.2021 19:00 (CET)","N/A","273","N/A","N/A","1174","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1606","N/A","N/A","N/A","N/A","n/e","N/A","n/e","6"
"Bosnia and Herz. (BA)","09.01.2021 19:00 - 09.01.2021 20:00 (CET)","N/A","273","N/A","N/A","1173","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1586","N/A","N/A","N/A","N/A","n/e","N/A","n/e","8"
"Bosnia and Herz. (BA)","09.01.2021 20:00 - 09.01.2021 21:00 (CET)","N/A","272","N/A","N/A","1147","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1349","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","09.01.2021 21:00 - 09.01.2021 22:00 (CET)","N/A","273","N/A","N/A","1144","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1187","N/A","N/A","N/A","N/A","n/e","N/A","n/e","7"
"Bosnia and Herz. (BA)","09.01.2021 22:00 - 09.01.2021 23:00 (CET)","N/A","273","N/A","N/A","1150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1092","N/A","N/A","N/A","N/A","n/e","N/A","n/e","9"
"Bosnia and Herz. (BA)","09.01.2021 23:00 - 10.01.2021 00:00 (CET)","N/A","273","N/A","N/A","1154","N/A","N/A","N/A","N/A","N/A","N/A","N/A","989","N/A","N/A","N/A","N/A","n/e","N/A","n/e","15"
"Bosnia and Herz. (BA)","10.01.2021 00:00 - 10.01.2021 01:00 (CET)","N/A","272","N/A","N/A","1124","N/A","N/A","N/A","N/A","N/A","N/A","N/A","712","N/A","N/A","N/A","N/A","n/e","N/A","n/e","16"
"Bosnia and Herz. (BA)","10.01.2021 01:00 - 10.01.2021 02:00 (CET)","N/A","271","N/A","N/A","1095","N/A","N/A","N/A","N/A","N/A","N/A","N/A","669","N/A","N/A","N/A","N/A","n/e","N/A","n/e","11"
"Bosnia and Herz. (BA)","10.01.2021 02:00 - 10.01.2021 03:00 (CET)","N/A","251","N/A","N/A","1095","N/A","N/A","N/A","N/A","N/A","N/A","N/A","540","N/A","N/A","N/A","N/A","n/e","N/A","n/e","14"
