timestep,temperature
0,0.5837500000000002
1,0.5200000000000001
2,0.43000000000000005
3,0.42625000000000013
4,0.49124999999999996
5,0.48750000000000004
6,0.5
7,0.6825
8,2.325
9,4.2025
10,5.8812500000000005
11,7.1425
12,7.7125
13,7.77125
14,7.18
15,5.526249999999999
16,4.12875
17,3.7962499999999997
18,3.6037500000000002
19,3.365
20,3.30375
21,3.24625
22,3.1125
23,2.96
24,2.83375
25,2.8274999999999997
26,2.8499999999999996
27,2.9337500000000003
28,2.9799999999999995
29,2.955
30,3.0149999999999997
31,3.2475
32,5.00125
33,6.59625
34,8.01625
35,9.19
36,9.888750000000002
37,10.055
38,9.44875
39,8.09
40,6.953749999999999
41,6.48625
42,6.077500000000001
43,5.5600000000000005
44,4.9625
45,4.453749999999999
46,4.327500000000001
47,4.11625
48,3.9412499999999993
49,3.8625000000000003
50,3.8699999999999997
51,3.73375
52,3.5
53,3.31375
54,3.16125
55,3.1137500000000005
56,4.58
57,6.14375
58,7.491250000000001
59,8.4325
60,8.8825
61,8.80625
62,8.30875
63,7.141249999999999
64,6.09
65,5.59875
66,5.28375
67,4.96875
68,4.782500000000001
69,4.49375
70,4.1325
71,3.8099999999999996
72,3.44125
73,3.04875
74,2.6637500000000003
75,2.35875
76,2.07375
77,2.23
78,2.54375
79,2.96625
80,3.7975000000000003
81,5.005000000000001
82,6.04125
83,6.84375
84,7.3825
85,7.30375
86,6.7700000000000005
87,5.6625
88,4.205
89,3.7275000000000005
90,3.5749999999999997
91,3.4225000000000003
92,3.25375
93,3.1225
94,3.1425
95,3.01875
96,2.84
97,2.645
98,2.3287500000000003
99,1.92375
100,1.515
101,1.0062499999999999
102,0.6624999999999999
103,0.6549999999999999
104,2.5725
105,4.25375
106,5.8125
107,6.91
108,7.403749999999999
109,7.4375
110,6.8625
111,5.33125
112,3.71375
113,3.495
114,3.5587500000000003
115,3.67375
116,3.8375000000000004
117,3.93375
118,4.09125
119,4.0575
120,4.01625
121,3.9675000000000002
122,3.88875
123,3.71125
124,3.60375
125,3.55625
126,3.1362500000000004
127,3.21
128,4.194999999999999
129,5.19625
130,5.9275
131,6.647499999999999
132,7.075
133,7.088749999999999
134,6.5625
135,5.206250000000001
136,3.815
137,3.3225
138,3.0675
139,2.91625
140,2.6550000000000002
141,2.3725
142,2.08875
143,1.77
144,1.48875
145,1.19875
146,0.9312499999999999
147,0.48875
148,0.2100000000000002
149,0.021250000000000213
150,-0.2549999999999999
151,-0.1662499999999998
152,1.6937499999999999
153,3.4
154,4.71
155,5.4375
156,5.745
157,5.80625
158,5.4575000000000005
159,4.2524999999999995
160,2.84875
161,2.1825
162,1.7474999999999998
163,1.4325
164,1.1724999999999999
165,0.965
166,0.86875
167,0.88
168,0.9275000000000002
169,0.9312500000000001
170,0.825
171,0.84875
172,1.01625
173,1.0175
174,1.125
175,1.22375
176,1.5725
177,1.9674999999999998
178,2.1725
179,2.25
180,2.2925
181,2.1887499999999998
182,1.865
183,1.2937500000000002
184,0.5825000000000001
185,0.17625000000000002
186,-0.14249999999999985
187,-0.44999999999999996
188,-0.6525000000000001
189,-0.7674999999999998
190,-0.8737499999999996
191,-1.02
192,-1.2437499999999995
193,-1.4787500000000002
194,-1.6612500000000001
195,-1.7725000000000004
196,-1.89625
197,-2.0124999999999997
198,-2.1350000000000002
199,-2.1774999999999993
200,-1.275
201,0.07999999999999985
202,1.005
203,1.81875
204,2.24125
205,2.16375
206,1.63
207,0.51875
208,-0.43000000000000016
209,-0.8187500000000001
210,-1.01625
211,-1.3599999999999999
212,-1.6899999999999997
213,-1.8575000000000002
214,-2.005
215,-2.12
216,-2.13375
217,-2.1775
218,-2.29
219,-2.2375
220,-2.0949999999999998
221,-1.9775000000000005
222,-2.1162500000000004
223,-2.2325000000000004
224,-1.5237500000000004
225,-0.6450000000000002
226,0.07499999999999996
227,0.4337500000000001
228,0.5762499999999998
229,0.5937499999999999
230,0.42749999999999966
231,0.09875000000000012
232,-0.23124999999999996
233,-0.38375000000000026
234,-0.6125
235,-0.8137500000000002
236,-0.8737499999999998
237,-0.9137499999999998
238,-1.09625
239,-1.3749999999999998
240,-1.6362500000000002
241,-1.8812499999999999
242,-2.1149999999999998
243,-2.34375
244,-2.5787500000000003
245,-2.7650000000000006
246,-2.9499999999999997
247,-3.08375
248,-2.5875000000000004
249,-1.7637499999999995
250,-1.08875
251,-0.53375
252,-0.19250000000000012
253,-0.09499999999999975
254,-0.2650000000000001
255,-0.7912499999999998
256,-1.90875
257,-2.7575
258,-3.2962500000000006
259,-3.642500000000001
260,-3.877500000000001
261,-4.063750000000001
262,-4.18
263,-4.237500000000001
264,-4.276249999999999
265,-4.2562500000000005
266,-4.2625
267,-4.307500000000001
268,-4.3999999999999995
269,-4.54875
270,-4.711250000000001
271,-4.787499999999999
272,-4.032500000000001
273,-2.5175
274,-1.3724999999999998
275,-0.5425
276,-0.15749999999999997
277,-0.05249999999999999
278,-0.25125
279,-1.0112500000000004
280,-2.4337500000000003
281,-3.2275000000000005
282,-3.75375
283,-4.392500000000001
284,-4.9825
285,-5.271250000000001
286,-5.1625000000000005
287,-4.6587499999999995
288,-4.19125
289,-3.8787499999999997
290,-3.6087499999999997
291,-3.22625
292,-2.7587500000000005
293,-2.1875
294,-1.9537499999999994
295,-1.8999999999999997
296,-0.8187499999999996
297,0.805
298,1.5025
299,1.7600000000000002
300,1.83375
301,1.7087500000000002
302,1.28125
303,0.21875
304,-1.8450000000000002
305,-3.2824999999999998
306,-4.37125
307,-5.0962499999999995
308,-5.6375
309,-5.8575
310,-5.85125
311,-6.08
312,-6.219999999999999
313,-6.418750000000001
314,-6.40125
315,-6.0775
316,-5.436250000000001
317,-4.7
318,-3.875
319,-3.08125
320,-2.04125
321,-0.8500000000000003
322,0.09250000000000003
323,0.81625
324,1.4125
325,1.8112499999999998
326,1.67625
327,0.7512500000000002
328,-0.7437500000000001
329,-1.6750000000000003
330,-2.2525
331,-3.025
332,-3.85875
333,-4.26375
334,-4.42625
335,-4.62875
336,-5.00125
337,-5.40625
338,-5.615
339,-5.6725
340,-5.80125
341,-6.030000000000001
342,-6.265
343,-6.36625
344,-4.7875000000000005
345,-2.3762499999999998
346,-1.2925000000000002
347,-0.7425000000000002
348,-0.42874999999999996
349,-0.39250000000000007
350,-0.6674999999999999
351,-1.6775
352,-3.661250000000001
353,-4.533750000000001
354,-4.6762500000000005
355,-4.78125
356,-5.019999999999999
357,-5.32375
358,-5.7512500000000015
359,-6.161250000000001
360,-6.27
361,-6.15
362,-6.105
363,-6.203749999999999
364,-6.642499999999999
365,-6.958750000000001
366,-7.168749999999999
367,-7.3100000000000005
368,-6.0775000000000015
369,-4.211250000000001
370,-3.28125
371,-2.685
372,-2.50125
373,-2.5925000000000002
374,-2.9024999999999994
375,-3.6375
376,-5.2275
377,-6.2125
378,-6.56
379,-6.695
380,-6.61125
381,-6.6800000000000015
382,-6.86875
383,-7.183750000000001
384,-7.442500000000001
385,-7.381250000000001
386,-7.16125
387,-6.998749999999999
388,-6.856249999999999
389,-6.733750000000001
390,-6.65125
391,-6.406249999999999
392,-5.38625
393,-4.01375
394,-3.0787500000000003
395,-2.3587499999999997
396,-1.9462500000000005
397,-1.8775000000000002
398,-2.0612500000000002
399,-2.5675000000000003
400,-3.4374999999999996
401,-4.19875
402,-4.777500000000001
403,-5.39375
404,-6.044999999999999
405,-6.4725
406,-6.721250000000001
407,-7.05875
408,-7.5175
409,-7.9125
410,-8.1675
411,-8.1975
412,-8.115
413,-8.19125
414,-8.567499999999999
415,-9.032499999999999
416,-8.133750000000001
417,-5.907500000000001
418,-4.4975000000000005
419,-3.584999999999999
420,-2.8949999999999996
421,-2.4437499999999996
422,-2.38125
423,-3.2424999999999997
424,-4.637500000000001
425,-5.307499999999999
426,-5.5775
427,-5.51625
428,-5.416250000000001
429,-5.355
430,-5.39875
431,-5.51625
432,-5.675
433,-5.79625
434,-5.8475
435,-5.77
436,-5.717499999999999
437,-5.76375
438,-5.811249999999999
439,-5.603750000000001
440,-3.553750000000001
441,-1.0150000000000001
442,0.7175
443,1.92875
444,2.47875
445,2.59875
446,2.26375
447,1.13875
448,-0.5724999999999999
449,-1.0350000000000001
450,-1.04
451,-1.0299999999999998
452,-0.88875
453,-0.6774999999999998
454,-0.43875
455,-0.12124999999999986
456,0.24875000000000003
457,0.59
458,0.8987499999999999
459,1.155
460,1.2349999999999999
461,1.32125
462,1.315
463,1.39
464,2.365
465,3.39625
466,4.10375
467,4.6525
468,5.01875
469,5.09375
470,4.6925
471,3.5525
472,2.15625
473,1.9475
474,1.9937500000000001
475,1.92875
476,1.795
477,1.835
478,1.9274999999999998
479,2.05375
480,2.2
481,2.36
482,2.48875
483,2.5912499999999996
484,2.695
485,2.7750000000000004
486,2.8525
487,3.175
488,4.50875
489,5.76875
490,6.928749999999999
491,7.762499999999999
492,8.17875
493,8.08875
494,7.358750000000001
495,5.934999999999999
496,4.46875
497,4.44125
498,4.34875
499,4.365
500,4.4125
501,4.428749999999999
502,4.53875
503,4.68375
504,4.79125
505,4.9275
506,5.0962499999999995
507,5.115
508,5.0512500000000005
509,4.95875
510,4.91375
511,5.1987499999999995
512,6.205
513,7.3675
514,8.41375
515,9.0775
516,9.379999999999999
517,9.42875
518,9.22875
519,8.709999999999999
520,8.058750000000002
521,7.834999999999999
522,7.8075
523,7.86375
524,7.9262500000000005
525,8.0425
526,8.18
527,8.25
528,8.261249999999999
529,8.28375
530,8.28
531,8.2225
532,8.025
533,7.811249999999999
534,7.767499999999999
535,7.979999999999999
536,8.79875
537,9.717500000000001
538,10.3175
539,10.45375
540,10.00625
541,9.403749999999999
542,8.93
543,7.98875
544,6.577500000000001
545,6.1
546,5.7775
547,5.58375
548,5.5175
549,5.566249999999999
550,5.41125
551,4.94
552,4.5225
553,4.3925
554,4.13875
555,3.8412500000000005
556,3.795
557,3.875
558,4.11375
559,4.5825
560,5.725
561,6.585
562,7.164999999999999
563,7.51375
564,7.550000000000001
565,7.28125
566,6.936249999999999
567,6.675
568,6.0125
569,5.54375
570,5.2837499999999995
571,4.90125
572,4.5725
573,4.7225
574,4.695
575,3.7575000000000003
576,2.14375
577,0.6137499999999999
578,-0.29749999999999965
579,-0.60375
580,-1.1025000000000003
581,-1.5474999999999999
582,-1.8999999999999995
583,-1.8450000000000006
584,-0.25750000000000006
585,1.5525
586,2.43625
587,2.79375
588,2.955
589,2.92875
590,2.5250000000000004
591,1.8287499999999999
592,1.2675
593,1.39
594,1.54875
595,1.36625
596,1.0574999999999999
597,0.62875
598,0.18250000000000033
599,-0.21124999999999994
600,-0.5225
601,-0.7149999999999999
602,-0.9124999999999999
603,-1.2562500000000003
604,-1.3625
605,-1.5637499999999998
606,-1.8575000000000004
607,-1.9687499999999993
608,-1.0975000000000001
609,-0.09999999999999987
610,0.37250000000000005
611,0.5425000000000001
612,0.5862499999999999
613,0.54
614,0.3324999999999999
615,-0.25
616,-1.67875
617,-2.7337499999999997
618,-3.4712500000000004
619,-4.266250000000001
620,-4.7925
621,-5.24375
622,-5.376250000000001
623,-5.076250000000001
624,-4.68875
625,-4.441250000000001
626,-4.125
627,-3.8637499999999996
628,-3.8100000000000005
629,-3.778750000000001
630,-3.75875
631,-3.5500000000000007
632,-1.8575000000000004
633,-0.40000000000000013
634,0.3075000000000001
635,0.6087499999999999
636,0.7037499999999999
637,0.5900000000000001
638,0.31374999999999986
639,-0.4612499999999997
640,-2.5199999999999996
641,-3.87
642,-4.622499999999999
643,-5.3075
644,-5.800000000000001
645,-6.125
646,-6.13125
647,-6.03125
648,-6.12125
649,-6.106250000000001
650,-6.0287500000000005
651,-5.87125
652,-5.7275
653,-5.656250000000001
654,-5.63375
655,-4.925000000000001
656,-2.5237499999999997
657,0.25125
658,2.13
659,2.915
660,3.3762499999999998
661,3.5412500000000002
662,3.305
663,2.05625
664,0.27000000000000013
665,0.25249999999999995
666,0.54375
667,0.915
668,1.1812500000000001
669,1.355
670,1.5437500000000002
671,1.62375
672,1.63
673,1.6862500000000002
674,1.705
675,1.7375
676,1.7625
677,1.8087499999999999
678,1.8800000000000001
679,2.26375
680,3.14125
681,3.8412500000000005
682,4.46875
683,4.96125
684,5.077500000000001
685,4.907500000000001
686,4.625
687,4.257499999999999
688,3.8600000000000003
689,3.5437499999999997
690,3.3674999999999997
691,3.3875
692,3.39625
693,3.3274999999999997
694,3.02
695,2.68
696,2.565
697,2.35
698,2.08375
699,1.8537499999999998
700,1.61625
701,1.40375
702,1.2937500000000002
703,1.8975
704,3.7800000000000002
705,5.151249999999999
706,6.58625
707,7.55
708,8.023750000000001
709,8.126249999999999
710,7.79125
711,6.50625
712,4.4925
713,3.8387499999999997
714,3.745
715,3.76375
716,3.8587499999999997
717,4.03
718,4.14125
719,4.2124999999999995
720,4.327500000000001
721,4.3462499999999995
722,4.2575
723,4.475
724,4.61375
725,4.48625
726,4.2837499999999995
727,4.38125
728,4.88625
729,5.008749999999999
730,5.126250000000001
731,5.16875
732,5.04
733,4.8237499999999995
734,4.5600000000000005
735,4.0975
736,3.415
737,2.78375
738,2.3025
739,1.8199999999999998
740,1.335
741,0.86625
742,0.44625000000000026
743,0.1449999999999998
744,-0.061249999999999805
745,-0.2462500000000003
746,-0.39749999999999996
747,-0.4212499999999999
748,-0.39250000000000007
749,-0.33375
750,-0.24124999999999996
751,0.11375000000000002
752,1.24
753,2.3362499999999997
754,3.2575000000000003
755,4.11625
756,4.9
757,5.391249999999999
758,5.39125
759,4.5649999999999995
760,2.9775
761,2.13125
762,1.7662499999999999
763,1.57375
764,1.58125
765,1.7262499999999998
766,1.81375
767,1.8337499999999998
768,1.79875
769,1.7750000000000001
770,1.81
771,1.84125
772,1.7337500000000001
773,1.5775000000000001
774,1.47875
775,1.66625
776,2.6662500000000002
777,4.22
778,6.029999999999999
779,7.63
780,8.783750000000001
781,9.151250000000001
782,9.01625
783,8.24
784,6.452500000000001
785,4.9675
786,3.54375
787,2.28125
788,1.9024999999999999
789,2.0375
790,2.21625
791,2.34875
792,2.5575
793,2.71375
794,2.855
795,2.8225
796,2.83
797,2.8499999999999996
798,2.8049999999999997
799,3.4762500000000003
800,4.90625
801,6.433750000000001
802,7.975
803,9.09625
804,9.81375
805,10.037500000000001
806,9.70875
807,8.63625
808,7.0024999999999995
809,6.2075
810,5.9799999999999995
811,5.864999999999999
812,5.816249999999999
813,5.8075
814,5.86125
815,5.995
816,6.1525
817,6.16
818,6.171250000000001
819,6.2375
820,6.4025
821,6.4825
822,6.575
823,6.97625
824,8.06125
825,9.52375
826,10.92375
827,11.82375
828,12.32125
829,12.40625
830,11.953750000000001
831,10.906249999999998
832,9.073749999999999
833,8.355
834,8.2125
835,8.04375
836,7.6525
837,7.1875
838,6.813750000000001
839,6.52125
840,6.31625
841,6.3125
842,6.227499999999999
843,6.17625
844,6.091249999999999
845,6.0075
846,5.9125
847,6.233750000000001
848,7.315
849,8.395
850,9.665000000000001
851,10.84375
852,11.681249999999999
853,12.023750000000001
854,11.97375
855,11.282499999999999
856,9.61
857,8.57375
858,8.0375
859,7.71125
860,7.732499999999999
861,7.815000000000001
862,7.6325
863,7.157499999999999
864,6.64125
865,6.305
866,6.19875
867,6.175
868,6.335000000000001
869,6.4225
870,6.525
871,7.155
872,8.86625
873,10.452499999999999
874,11.965
875,12.823749999999999
876,13.27125
877,13.39
878,12.995
879,11.87
880,10.1275
881,8.96625
882,8.28625
883,7.728750000000001
884,7.321249999999999
885,7.00875
886,6.9937499999999995
887,7.067499999999999
888,7.12
889,7.28875
890,7.467499999999999
891,7.56125
892,7.64
893,7.76875
894,7.94125
895,8.442499999999999
896,9.215
897,10.1175
898,11.0125
899,11.79875
900,12.442499999999999
901,12.692499999999999
902,12.505
903,11.84375
904,10.74625
905,10.22625
906,10.10125
907,10.0
908,9.9125
909,9.738750000000001
910,9.565
911,9.407499999999999
912,9.258750000000001
913,8.96
914,8.7475
915,8.578750000000001
916,8.42
917,8.18625
918,7.89375
919,7.92625
920,8.535
921,9.22875
922,9.97375
923,10.545000000000002
924,10.8875
925,10.81
926,10.26
927,9.3375
928,7.59
929,6.125
930,5.57625
931,5.1675
932,4.78125
933,4.415
934,4.2775
935,4.385
936,4.6325
937,4.965
938,5.15875
939,5.25875
940,5.4175
941,5.725
942,5.9087499999999995
943,6.47
944,7.686249999999999
945,8.79125
946,9.49375
947,9.68125
948,9.74375
949,9.73875
950,9.59
951,9.1175
952,8.17375
953,7.393749999999999
954,7.0024999999999995
955,6.4925
956,6.090000000000001
957,5.7575
958,5.50625
959,5.25625
960,5.1825
961,5.2425
962,5.379999999999999
963,5.5337499999999995
964,5.7612499999999995
965,6.0175
966,6.140000000000001
967,6.6425
968,7.77
969,8.95
970,9.992500000000001
971,10.62625
972,10.85625
973,10.73875
974,10.344999999999999
975,9.80375
976,9.18
977,8.87125
978,8.73125
979,8.60125
980,8.446250000000001
981,8.125
982,7.89875
983,7.686249999999999
984,7.195
985,6.5325
986,6.092499999999999
987,5.1375
988,3.6237500000000002
989,2.3237499999999995
990,1.275
991,0.3337500000000002
992,-0.19625000000000004
993,-0.5037499999999997
994,-0.40749999999999975
995,-0.11499999999999977
996,0.021250000000000213
997,-0.1262500000000002
998,-0.6650000000000003
999,-1.5525000000000002
1000,-2.6300000000000003
1001,-3.6012499999999994
1002,-4.286250000000001
1003,-4.825
1004,-5.192500000000001
1005,-5.505
1006,-5.736250000000001
1007,-5.90875
1008,-6.025000000000001
1009,-6.16875
1010,-6.327500000000001
1011,-6.53875
1012,-6.835
1013,-7.085000000000001
1014,-7.33875
1015,-7.088750000000001
1016,-5.999999999999998
1017,-4.79125
1018,-3.6487499999999997
1019,-2.78
