timestep,temperature
0,-0.08000000000000007
1,-0.24999999999999978
2,-0.49750000000000005
3,-0.71625
4,-1.0625
5,-1.3200000000000003
6,-1.50875
7,-1.495
8,-0.67125
9,0.30874999999999986
10,1.39625
11,2.36375
12,2.9000000000000004
13,2.98625
14,2.5
15,1.0725
16,-0.5125
17,-0.9824999999999999
18,-1.2412499999999997
19,-1.455
20,-1.62
21,-1.72375
22,-1.8724999999999996
23,-2.07125
24,-2.315
25,-2.5037499999999997
26,-2.5962499999999995
27,-2.6437500000000003
28,-2.76125
29,-2.97375
30,-3.2075
31,-3.2787500000000005
32,-1.4449999999999998
33,1.065
34,3.16125
35,4.75625
36,5.687500000000001
37,5.866250000000001
38,5.2212499999999995
39,3.8575
40,2.61375
41,1.7862500000000001
42,1.13625
43,0.8750000000000001
44,0.9312499999999999
45,1.0675
46,1.3375
47,1.8087500000000003
48,2.1475
49,2.31625
50,2.32625
51,2.2812500000000004
52,1.99375
53,1.46375
54,1.0325
55,0.8987499999999999
56,1.9975
57,4.2775
58,6.280000000000001
59,7.30875
60,7.82
61,7.693749999999999
62,6.8475
63,5.41375
64,4.225
65,3.6799999999999997
66,3.3400000000000003
67,3.18875
68,3.195
69,3.3462500000000004
70,3.42375
71,3.2275
72,2.8625000000000003
73,2.4662499999999996
74,1.96375
75,1.38625
76,0.7975000000000001
77,0.2899999999999998
78,0.10375000000000001
79,0.18999999999999972
80,0.92875
81,2.0
82,3.09625
83,4.07375
84,4.9175
85,5.5975
86,5.327500000000001
87,4.1425
88,2.965
89,2.5774999999999997
90,2.30625
91,2.17875
92,2.11625
93,1.71875
94,1.37875
95,1.4187500000000002
96,1.3737499999999998
97,1.36625
98,1.175
99,0.8525
100,0.82125
101,0.46625000000000005
102,0.04125000000000023
103,-0.3175000000000001
104,0.0050000000000001155
105,0.37625
106,0.8225000000000001
107,1.23125
108,1.4575
109,1.4087500000000002
110,1.05375
111,0.21750000000000014
112,-0.8800000000000001
113,-1.3699999999999997
114,-1.74125
115,-2.0024999999999995
116,-2.1574999999999998
117,-2.3775000000000004
118,-2.5575
119,-2.71875
120,-2.9225
121,-3.2074999999999996
122,-3.4612500000000006
123,-3.6887499999999993
124,-4.00875
125,-4.273750000000001
126,-4.345000000000001
127,-4.32375
128,-3.57
129,-2.2825
130,-0.95125
131,0.012499999999999956
132,0.61125
133,0.81625
134,0.5349999999999999
135,-0.71875
136,-2.3075
137,-2.89625
138,-3.3062500000000004
139,-3.6637499999999994
140,-4.0175
141,-4.38
142,-4.7437499999999995
143,-5.05375
144,-5.3075
145,-5.4312499999999995
146,-5.458749999999999
147,-5.44875
148,-5.42875
149,-5.42
150,-5.385000000000001
151,-5.06375
152,-2.71125
153,0.039999999999999925
154,2.17
155,3.61625
156,4.188750000000001
157,4.15125
158,3.4400000000000004
159,1.47375
160,-0.1975
161,-0.5950000000000002
162,-0.7562499999999999
163,-0.9400000000000002
164,-1.24625
165,-1.6537500000000003
166,-1.9587500000000004
167,-2.3125
168,-2.6550000000000002
169,-2.9050000000000002
170,-3.1987500000000004
171,-3.420000000000001
172,-3.502500000000001
173,-3.5249999999999995
174,-3.5512499999999996
175,-3.420000000000001
176,-1.80125
177,0.35875
178,2.2575000000000003
179,3.62875
180,4.3500000000000005
181,4.4925
182,3.95
183,2.1637500000000003
184,0.4899999999999999
185,-0.22250000000000014
186,-0.8275000000000001
187,-1.4162499999999998
188,-1.9150000000000005
189,-2.21875
