0,0
0,0
0,0
0,0
0,0
0,0
0,0
1306,4
3357,2000000000016
6768,8000000000075
13520,800000000017
18176,800000000032
22192,40000000003
22852,400000000038
18176,800000000032
17222,00000000003
27032,000000000044
35705,600000000064
40018,40000000005
38276,000000000044
39147,20000000005
40407,200000000055
41037,200000000055
39536,00000000005
41908,40000000005
43650,800000000054
47515,60000000006
52006,00000000006
54536,60000000005
58812,80000000005
61345,200000000055
58238,80000000006
53560,20000000005
55697,60000000005
77455,00000000007
83496,00000000003
80635,80000000006
77507,20000000007
80716,80000000006
82623,00000000006
82554,60000000006
84429,60000000003
85449,80000000002
85213,40000000001
77993,40000000005
54678,00000000007
39190,40000000007
17480,20000000003
9304,40000000001
6658,200000000007
4744,800000000005
3333,600000000004
3333,600000000004
5258,800000000007
7228,800000000008
8532,600000000008
12051,200000000013
14429,000000000015
24905,60000000004
38007,200000000055
45613,20000000008
33842,000000000044
27234,800000000047
27931,400000000052
27931,400000000052
27756,800000000047
28278,800000000047
30717,800000000054
29324,60000000005
22779,200000000037
22155,800000000032
24869,000000000044
20102,60000000003
11918,000000000015
5764,0000000000055
3698,800000000002
1922,0000000000007
3152,000000000002
1191,6000000000006
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1170,0
3015,6000000000017
7626,800000000007
10913,600000000013
12516,400000000016
13221,600000000015
13341,600000000017
17918,600000000024
22397,400000000038
26986,400000000045
30878,80000000005
30878,80000000005
43557,200000000055
51764,600000000035
63737,40000000005
67239,80000000008
64999,200000000055
64201,80000000006
69480,40000000008
62952,40000000009
44562,800000000076
39203,200000000055
40076,40000000007
25565,600000000035
24942,200000000033
26225,600000000035
33135,200000000055
40063,60000000006
36609,20000000006
23585,60000000003
12839,40000000002
9806,600000000008
5803,200000000008
2980,800000000005
2422,8000000000015
1602,000000000001
1602,000000000001
1396,8000000000006
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
986,4000000000003
1807,2000000000012
4200,400000000004
5668,000000000007
5967,200000000007
5967,200000000007
4826,000000000003
7025,600000000006
11263,000000000011
11835,000000000011
11618,800000000016
8685,20000000001
6768,8000000000075
6672,800000000005
5817,600000000008
3631,2000000000035
2196,000000000001
1396,8000000000006
1191,6000000000006
2194,800000000001
3326,800000000002
6148,800000000008
11608,200000000019
20223,80000000003
22815,800000000036
33135,200000000055
51562,800000000076
50746,00000000007
53674,40000000007
55751,200000000084
52822,800000000076
49264,40000000007
40930,40000000006
