YEAR;MO;DY;HR;T2M
2018;2;13;6;-1.65
2018;2;13;7;-1.27
2018;2;13;8;-0.44
2018;2;13;9;-0.02
2018;2;13;10;-0.06
2018;2;13;11;-0.28
2018;2;13;12;-0.56
2018;2;13;13;-0.91
2018;2;13;14;-1.43
2018;2;13;15;-2.24
2018;2;13;16;-3.12
2018;2;13;17;-3.81
2018;2;13;18;-4.01
2018;2;13;19;-4.06
2018;2;13;20;-4.14
2018;2;13;21;-4.35
2018;2;13;22;-4.5
2018;2;13;23;-4.76
2018;2;14;0;-5.26
2018;2;14;1;-5.62
2018;2;14;2;-5.7
2018;2;14;3;-5.83
2018;2;14;4;-5.88
2018;2;14;5;-5.89
2018;2;14;6;-5.91
2018;2;14;7;-5.23
2018;2;14;8;-3.35
2018;2;14;9;-2.28
2018;2;14;10;-1.45
2018;2;14;11;-0.95
2018;2;14;12;-0.72
2018;2;14;13;-0.77
2018;2;14;14;-1.16
2018;2;14;15;-1.91
2018;2;14;16;-3.14
2018;2;14;17;-4.27
2018;2;14;18;-4.82
2018;2;14;19;-5.32
2018;2;14;20;-5.61
2018;2;14;21;-5.82
2018;2;14;22;-5.74
2018;2;14;23;-5.59
2018;2;15;0;-5.8
2018;2;15;1;-5.99
2018;2;15;2;-5.99
2018;2;15;3;-6.17
2018;2;15;4;-6.41
2018;2;15;5;-6.37
2018;2;15;6;-6.1
2018;2;15;7;-5.26
2018;2;15;8;-4.06
2018;2;15;9;-3.27
2018;2;15;10;-2.54
2018;2;15;11;-1.96
2018;2;15;12;-1.59
2018;2;15;13;-1.45
2018;2;15;14;-1.63
2018;2;15;15;-2.22
2018;2;15;16;-3.52
2018;2;15;17;-5.32
2018;2;15;18;-6.22
2018;2;15;19;-6.73
2018;2;15;20;-7.46
2018;2;15;21;-7.95
2018;2;15;22;-8.48
2018;2;15;23;-8.94
2018;2;16;0;-9.33
2018;2;16;1;-9.49
2018;2;16;2;-9.51
2018;2;16;3;-9.53
2018;2;16;4;-9.58
2018;2;16;5;-9.52
2018;2;16;6;-9.42
2018;2;16;7;-7.13
2018;2;16;8;-2.89
2018;2;16;9;0.14
2018;2;16;10;2.87
2018;2;16;11;5.38
2018;2;16;12;6.85
2018;2;16;13;7.15
2018;2;16;14;6.8
2018;2;16;15;5.44
2018;2;16;16;2.4
2018;2;16;17;-0.73
2018;2;16;18;-2.17
2018;2;16;19;-3.08
2018;2;16;20;-3.48
2018;2;16;21;-3.26
2018;2;16;22;-2.73
2018;2;16;23;-2.38
2018;2;17;0;-2.06
2018;2;17;1;-1.98
2018;2;17;2;-2.02
2018;2;17;3;-2.06
2018;2;17;4;-2.27
2018;2;17;5;-2.89
2018;2;17;6;-3.44
2018;2;17;7;-1.51
2018;2;17;8;1.08
2018;2;17;9;3.33
2018;2;17;10;6.03
2018;2;17;11;8.08
2018;2;17;12;9.4
2018;2;17;13;9.76
2018;2;17;14;9.4
2018;2;17;15;7.8
2018;2;17;16;5.16
2018;2;17;17;2.32
2018;2;17;18;0.15
2018;2;17;19;-0.27
2018;2;17;20;0.04
2018;2;17;21;0.52
2018;2;17;22;0.57
2018;2;17;23;0.58
2018;2;18;0;0.69
2018;2;18;1;0.79
2018;2;18;2;0.63
2018;2;18;3;0.41
2018;2;18;4;0.38
2018;2;18;5;0.28
2018;2;18;6;0.32
2018;2;18;7;0.64
2018;2;18;8;1.05
2018;2;18;9;1.51
2018;2;18;10;1.85
2018;2;18;11;1.94
2018;2;18;12;1.73
2018;2;18;13;1.28
2018;2;18;14;0.44
2018;2;18;15;-0.6
2018;2;18;16;-1.5
2018;2;18;17;-2.17
2018;2;18;18;-2.53
2018;2;18;19;-2.71
2018;2;18;20;-2.74
2018;2;18;21;-2.71
2018;2;18;22;-2.67
2018;2;18;23;-2.63
2018;2;19;0;-2.63
2018;2;19;1;-2.69
2018;2;19;2;-2.77
2018;2;19;3;-2.86
2018;2;19;4;-3.03
2018;2;19;5;-3.3
2018;2;19;6;-3.55
2018;2;19;7;-3.53
2018;2;19;8;-3.2
2018;2;19;9;-2.66
2018;2;19;10;-2.02
2018;2;19;11;-1.31
2018;2;19;12;-0.74
2018;2;19;13;-0.38
2018;2;19;14;-0.33
2018;2;19;15;-0.7
2018;2;19;16;-1.75
2018;2;19;17;-3.7
2018;2;19;18;-4.49
2018;2;19;19;-4.67
2018;2;19;20;-4.52
2018;2;19;21;-4.27
2018;2;19;22;-4.12
2018;2;19;23;-3.92
2018;2;20;0;-3.71
2018;2;20;1;-3.56
2018;2;20;2;-3.38
2018;2;20;3;-3.2
2018;2;20;4;-3.1
2018;2;20;5;-3.02
2018;2;20;6;-2.73
2018;2;20;7;-1.55
2018;2;20;8;0.14
2018;2;20;9;1.24
2018;2;20;10;1.91
2018;2;20;11;2.37
2018;2;20;12;2.69
2018;2;20;13;2.76
2018;2;20;14;2.36
2018;2;20;15;1.35
2018;2;20;16;0.32
2018;2;20;17;-0.38
2018;2;20;18;-0.78
2018;2;20;19;-1.16
2018;2;20;20;-1.49
2018;2;20;21;-1.91
2018;2;20;22;-2.42
2018;2;20;23;-2.92
2018;2;21;0;-3.34
2018;2;21;1;-3.67
2018;2;21;2;-3.99
2018;2;21;3;-4.29
2018;2;21;4;-4.68
2018;2;21;5;-5.35
2018;2;21;6;-6.06
2018;2;21;7;-5.32
2018;2;21;8;-3.89
2018;2;21;9;-2.89
2018;2;21;10;-1.75
2018;2;21;11;-0.91
2018;2;21;12;-0.55
2018;2;21;13;-0.62
2018;2;21;14;-0.93
2018;2;21;15;-1.49
2018;2;21;16;-2.06
2018;2;21;17;-2.52
2018;2;21;18;-2.71
2018;2;21;19;-2.7
2018;2;21;20;-2.6
2018;2;21;21;-2.52
2018;2;21;22;-2.52
2018;2;21;23;-2.66
2018;2;22;0;-2.9
2018;2;22;1;-3.14
2018;2;22;2;-3.28
2018;2;22;3;-3.42
2018;2;22;4;-3.68
2018;2;22;5;-3.85
2018;2;22;6;-4.1
2018;2;22;7;-3.33
2018;2;22;8;-1.56
2018;2;22;9;-0.06
2018;2;22;10;0.37
2018;2;22;11;0.94
2018;2;22;12;1.65
2018;2;22;13;1.7
2018;2;22;14;0.98
2018;2;22;15;0.4
2018;2;22;16;0.01
2018;2;22;17;-0.42
2018;2;22;18;-0.8
2018;2;22;19;-1.18
2018;2;22;20;-1.65
2018;2;22;21;-2.16
2018;2;22;22;-2.21
2018;2;22;23;-2.19
2018;2;23;0;-2.21
2018;2;23;1;-2.19
2018;2;23;2;-1.99
2018;2;23;3;-1.91
2018;2;23;4;-2.04
2018;2;23;5;-1.88
2018;2;23;6;-1.59
2018;2;23;7;-0.61
2018;2;23;8;0.29
2018;2;23;9;0.75
2018;2;23;10;1.3
2018;2;23;11;1.88
2018;2;23;12;2.37
2018;2;23;13;2.5
2018;2;23;14;2.1
2018;2;23;15;1.62
2018;2;23;16;0.8
2018;2;23;17;0.17
2018;2;23;18;0
2018;2;23;19;-0.17
2018;2;23;20;-0.38
2018;2;23;21;-0.64
2018;2;23;22;-0.92
2018;2;23;23;-1.38
2018;2;24;0;-2.06
2018;2;24;1;-2.36
2018;2;24;2;-2.37
2018;2;24;3;-2.45
2018;2;24;4;-2.76
2018;2;24;5;-3.13
2018;2;24;6;-3.39
2018;2;24;7;-2.93
2018;2;24;8;-2.04
2018;2;24;9;-1.1
2018;2;24;10;-0.46
2018;2;24;11;-0.15
2018;2;24;12;-0.13
2018;2;24;13;-0.44
2018;2;24;14;-1.11
2018;2;24;15;-2.12
2018;2;24;16;-3.5
2018;2;24;17;-4.95
2018;2;24;18;-5.99
2018;2;24;19;-6.72
2018;2;24;20;-7.26
2018;2;24;21;-7.67
2018;2;24;22;-7.93
2018;2;24;23;-8.02
2018;2;25;0;-8.2
2018;2;25;1;-8.34
2018;2;25;2;-8.42
2018;2;25;3;-8.52
2018;2;25;4;-8.77
2018;2;25;5;-9.19
2018;2;25;6;-9.47
2018;2;25;7;-9.55
2018;2;25;8;-9.34
2018;2;25;9;-8.95
2018;2;25;10;-8.68
2018;2;25;11;-8.61
2018;2;25;12;-8.65
2018;2;25;13;-8.85
2018;2;25;14;-9.31
2018;2;25;15;-9.92
2018;2;25;16;-10.47
2018;2;25;17;-10.85
2018;2;25;18;-11
2018;2;25;19;-11.08
2018;2;25;20;-11.12
2018;2;25;21;-11.1
2018;2;25;22;-11.02
2018;2;25;23;-11
2018;2;26;0;-11.01
2018;2;26;1;-11.04
2018;2;26;2;-11.06
2018;2;26;3;-11.01
2018;2;26;4;-10.88
2018;2;26;5;-10.77
2018;2;26;6;-10.7
2018;2;26;7;-10.55
2018;2;26;8;-10.4
2018;2;26;9;-10.17
2018;2;26;10;-9.85
2018;2;26;11;-9.5
2018;2;26;12;-9.32
2018;2;26;13;-9.35
2018;2;26;14;-9.56
2018;2;26;15;-10.07
2018;2;26;16;-10.69
2018;2;26;17;-11.19
2018;2;26;18;-11.49
2018;2;26;19;-11.7
2018;2;26;20;-11.9
2018;2;26;21;-12.09
2018;2;26;22;-12.24
2018;2;26;23;-12.38
2018;2;27;0;-12.55
2018;2;27;1;-12.89
2018;2;27;2;-13.81
2018;2;27;3;-14.31
2018;2;27;4;-14.35
2018;2;27;5;-14.31
2018;2;27;6;-14.28
2018;2;27;7;-13.11
2018;2;27;8;-11.3
2018;2;27;9;-10.34
2018;2;27;10;-9.52
2018;2;27;11;-8.91
2018;2;27;12;-8.33
2018;2;27;13;-8.09
2018;2;27;14;-8.29
2018;2;27;15;-9.1
2018;2;27;16;-10.31
2018;2;27;17;-11.39
2018;2;27;18;-12.1
2018;2;27;19;-12.79
2018;2;27;20;-13.42
2018;2;27;21;-13.82
2018;2;27;22;-13.95
2018;2;27;23;-13.95
2018;2;28;0;-13.92
2018;2;28;1;-13.69
2018;2;28;2;-13.5
2018;2;28;3;-13.38
2018;2;28;4;-13.39
2018;2;28;5;-13.63
2018;2;28;6;-13.81
2018;2;28;7;-13.12
2018;2;28;8;-11.73
2018;2;28;9;-10.84
2018;2;28;10;-10.24
2018;2;28;11;-9.84
2018;2;28;12;-9.63
2018;2;28;13;-9.63
2018;2;28;14;-9.8
2018;2;28;15;-10.2
2018;2;28;16;-10.93
2018;2;28;17;-12.24
2018;2;28;18;-13.27
2018;2;28;19;-14.21
2018;2;28;20;-14.96
2018;2;28;21;-15.35
2018;2;28;22;-15.85
2018;2;28;23;-15.95
2018;3;1;0;-15.66
2018;3;1;1;-15.25
2018;3;1;2;-14.27
2018;3;1;3;-13.56
2018;3;1;4;-13.14
2018;3;1;5;-12.65
2018;3;1;6;-12.13
2018;3;1;7;-9.64
2018;3;1;8;-7.1
2018;3;1;9;-5.15
2018;3;1;10;-3.81
2018;3;1;11;-2.76
2018;3;1;12;-1.91
2018;3;1;13;-1.45
2018;3;1;14;-1.29
2018;3;1;15;-1.35
2018;3;1;16;-1.88
2018;3;1;17;-2.85
2018;3;1;18;-3.28
2018;3;1;19;-3.38
2018;3;1;20;-3.1
2018;3;1;21;-2.53
2018;3;1;22;-1.82
2018;3;1;23;-1.31
2018;3;2;0;-0.2
2018;3;2;1;0.64
2018;3;2;2;1.01
2018;3;2;3;1.25
2018;3;2;4;1.08
2018;3;2;5;1.08
2018;3;2;6;1.16
2018;3;2;7;1.83
2018;3;2;8;2.3
2018;3;2;9;2.74
2018;3;2;10;3.13
2018;3;2;11;3.83
2018;3;2;12;4.6
2018;3;2;13;5.09
2018;3;2;14;4.92
2018;3;2;15;4.53
2018;3;2;16;2.93
2018;3;2;17;1.93
2018;3;2;18;2.15
2018;3;2;19;3.12
2018;3;2;20;3.92
2018;3;2;21;2.42
2018;3;2;22;0.92
2018;3;2;23;0.49
2018;3;3;0;0.67
2018;3;3;1;0.9
2018;3;3;2;0.42
2018;3;3;3;0.23
2018;3;3;4;0.12
2018;3;3;5;-0.06
2018;3;3;6;-0.17
2018;3;3;7;0.67
2018;3;3;8;1.61
2018;3;3;9;2.5
2018;3;3;10;3.6
2018;3;3;11;4.66
2018;3;3;12;5.51
2018;3;3;13;5.72
2018;3;3;14;4.93
2018;3;3;15;2.71
2018;3;3;16;1.27
2018;3;3;17;0.46
2018;3;3;18;-0.17
2018;3;3;19;-0.29
2018;3;3;20;-0.21
2018;3;3;21;-0.08
2018;3;3;22;0.13
2018;3;3;23;0.33
2018;3;4;0;0.08
2018;3;4;1;-0.1
2018;3;4;2;-0.35
2018;3;4;3;-0.92
2018;3;4;4;-1.42
2018;3;4;5;-1.85
2018;3;4;6;-2.44
2018;3;4;7;-2.16
2018;3;4;8;-0.94
2018;3;4;9;0.8
2018;3;4;10;2.23
2018;3;4;11;3.8
2018;3;4;12;5.21
2018;3;4;13;5.97
2018;3;4;14;6.01
2018;3;4;15;5.15
2018;3;4;16;2.43
2018;3;4;17;-0.79
2018;3;4;18;-1.63
2018;3;4;19;-1.87
2018;3;4;20;-1.91
2018;3;4;21;-1.6
2018;3;4;22;-1.15
2018;3;4;23;-0.74
2018;3;5;0;-0.31
2018;3;5;1;-0.09
2018;3;5;2;0.09
2018;3;5;3;0.04
2018;3;5;4;-0.03
2018;3;5;5;-0.11
2018;3;5;6;0.01
2018;3;5;7;1.67
2018;3;5;8;3.34
2018;3;5;9;5.77
2018;3;5;10;7.92
2018;3;5;11;9.24
2018;3;5;12;9.87
2018;3;5;13;9.76
2018;3;5;14;9.16
2018;3;5;15;7.38
2018;3;5;16;3.84
2018;3;5;17;1.15
2018;3;5;18;1.44
2018;3;5;19;1.38
2018;3;5;20;1.35
2018;3;5;21;1.28
2018;3;5;22;1.1
2018;3;5;23;1.27
2018;3;6;0;1.39
2018;3;6;1;1.53
2018;3;6;2;1.67
2018;3;6;3;1.87
2018;3;6;4;2.33
2018;3;6;5;3.03
2018;3;6;6;4
2018;3;6;7;5.3
2018;3;6;8;6.08
2018;3;6;9;7.03
2018;3;6;10;7.47
2018;3;6;11;7.65
2018;3;6;12;8.56
2018;3;6;13;9.13
2018;3;6;14;7.8
2018;3;6;15;6.01
2018;3;6;16;4.97
2018;3;6;17;4.3
2018;3;6;18;3.45
2018;3;6;19;2.92
2018;3;6;20;2.59
2018;3;6;21;3.11
2018;3;6;22;3.87
2018;3;6;23;3.61
2018;3;7;0;3.25
2018;3;7;1;2.8
2018;3;7;2;2.62
2018;3;7;3;2.39
2018;3;7;4;2.3
2018;3;7;5;2.48
2018;3;7;6;2.77
2018;3;7;7;3.83
2018;3;7;8;5.4
2018;3;7;9;7.23
2018;3;7;10;8.69
2018;3;7;11;9.45
2018;3;7;12;9.64
2018;3;7;13;9.37
2018;3;7;14;8.86
2018;3;7;15;8.1
2018;3;7;16;6.51
2018;3;7;17;2.51
2018;3;7;18;1.23
2018;3;7;19;0.75
2018;3;7;20;1.08
2018;3;7;21;0.75
2018;3;7;22;0.58
2018;3;7;23;0.55
2018;3;8;0;0.49
2018;3;8;1;0.56
2018;3;8;2;0.74
2018;3;8;3;0.55
2018;3;8;4;-0.3
2018;3;8;5;-0.16
2018;3;8;6;0.16
2018;3;8;7;0.73
2018;3;8;8;1.83
2018;3;8;9;2.54
2018;3;8;10;3.29
2018;3;8;11;4.02
2018;3;8;12;4.55
2018;3;8;13;4.82
2018;3;8;14;4.7
2018;3;8;15;4.23
2018;3;8;16;3.09
2018;3;8;17;0.03
2018;3;8;18;-0.32
2018;3;8;19;-0.89
2018;3;8;20;-2.46
2018;3;8;21;-3.22
2018;3;8;22;-3.26
2018;3;8;23;-3.11
2018;3;9;0;-2.88
2018;3;9;1;-2.52
2018;3;9;2;-2.24
2018;3;9;3;-2.1
2018;3;9;4;-2.02
2018;3;9;5;-1.95
2018;3;9;6;-0.8
2018;3;9;7;2.72
2018;3;9;8;5.06
2018;3;9;9;7.18
2018;3;9;10;8.35
2018;3;9;11;9.1
2018;3;9;12;9.52
2018;3;9;13;9.53
2018;3;9;14;9.24
2018;3;9;15;8.5
2018;3;9;16;6.58
2018;3;9;17;2.33
2018;3;9;18;0.83
2018;3;9;19;0.39
2018;3;9;20;-0.04
2018;3;9;21;-0.13
2018;3;9;22;0.61
2018;3;9;23;1.49
2018;3;10;0;1.48
2018;3;10;1;1.1
2018;3;10;2;0.87
2018;3;10;3;0.88
2018;3;10;4;1.04
2018;3;10;5;1.19
2018;3;10;6;1.29
2018;3;10;7;2.23
2018;3;10;8;4.52
2018;3;10;9;7.34
2018;3;10;10;9.07
2018;3;10;11;9.88
2018;3;10;12;10.11
2018;3;10;13;10.11
2018;3;10;14;9.51
2018;3;10;15;7.9
2018;3;10;16;6.29
2018;3;10;17;4.58
2018;3;10;18;3.44
2018;3;10;19;3.95
2018;3;10;20;3.71
2018;3;10;21;3.23
2018;3;10;22;2.78
2018;3;10;23;2.12
2018;3;11;0;1.97
2018;3;11;1;2.07
2018;3;11;2;1.94
2018;3;11;3;1.9
2018;3;11;4;2.02
2018;3;11;5;2.23
2018;3;11;6;2.76
2018;3;11;7;4.37
2018;3;11;8;6.52
2018;3;11;9;9.52
2018;3;11;10;11.91
2018;3;11;11;13.22
2018;3;11;12;13.72
2018;3;11;13;13.69
2018;3;11;14;12.83
2018;3;11;15;11.87
2018;3;11;16;10.51
2018;3;11;17;9.13
2018;3;11;18;8.43
2018;3;11;19;7.94
2018;3;11;20;7.65
2018;3;11;21;7.62
2018;3;11;22;7.84
2018;3;11;23;8.33
2018;3;12;0;8.55
2018;3;12;1;8.62
2018;3;12;2;8.76
2018;3;12;3;8.79
2018;3;12;4;8.44
2018;3;12;5;8.05
2018;3;12;6;7.9
2018;3;12;7;8.26
2018;3;12;8;8.82
2018;3;12;9;9.94
2018;3;12;10;10.8
2018;3;12;11;11.37
2018;3;12;12;11.53
2018;3;12;13;11.35
2018;3;12;14;10.78
2018;3;12;15;9.34
2018;3;12;16;7.77
2018;3;12;17;5.17
2018;3;12;18;4.12
2018;3;12;19;3.76
2018;3;12;20;3.41
2018;3;12;21;3.03
2018;3;12;22;2.68
2018;3;12;23;2.3
2018;3;13;0;1.63
2018;3;13;1;1.37
2018;3;13;2;1.24
2018;3;13;3;1.11
2018;3;13;4;1.29
2018;3;13;5;1.26
2018;3;13;6;1.43
2018;3;13;7;2.44
2018;3;13;8;4.11
2018;3;13;9;6.55
2018;3;13;10;8.63
2018;3;13;11;9.51
2018;3;13;12;9.53
2018;3;13;13;9.02
2018;3;13;14;8.27
2018;3;13;15;7.17
2018;3;13;16;5.94
2018;3;13;17;4.68
2018;3;13;18;4.01
2018;3;13;19;3.62
2018;3;13;20;3.19
2018;3;13;21;2.77
2018;3;13;22;2.18
2018;3;13;23;1.87
2018;3;14;0;1.58
2018;3;14;1;1.48
2018;3;14;2;1.53
2018;3;14;3;1.46
2018;3;14;4;1.3
2018;3;14;5;1.01
2018;3;14;6;1.48
2018;3;14;7;2.92
2018;3;14;8;4.88
2018;3;14;9;6.74
2018;3;14;10;7.42
2018;3;14;11;7.98
2018;3;14;12;7.94
2018;3;14;13;7.47
2018;3;14;14;6.63
2018;3;14;15;5.74
2018;3;14;16;4.76
2018;3;14;17;3.79
2018;3;14;18;3.3
2018;3;14;19;3.01
2018;3;14;20;2.74
2018;3;14;21;2.59
2018;3;14;22;2.4
2018;3;14;23;1.98
2018;3;15;0;1.41
2018;3;15;1;0.76
2018;3;15;2;-0.05
2018;3;15;3;-1.11
2018;3;15;4;-1.97
2018;3;15;5;-2.21
2018;3;15;6;-0.47
2018;3;15;7;2.02
2018;3;15;8;5.33
2018;3;15;9;8.55
2018;3;15;10;10.01
2018;3;15;11;10.72
2018;3;15;12;10.88
2018;3;15;13;10.44
2018;3;15;14;9.67
2018;3;15;15;8.56
2018;3;15;16;6.98
2018;3;15;17;4.86
2018;3;15;18;4
2018;3;15;19;3.93
2018;3;15;20;3.69
2018;3;15;21;3.58
2018;3;15;22;3.62
2018;3;15;23;3.73
2018;3;16;0;3.8
2018;3;16;1;3.83
2018;3;16;2;3.93
2018;3;16;3;4.08
2018;3;16;4;4.19
2018;3;16;5;4.36
2018;3;16;6;4.96
2018;3;16;7;6.4
2018;3;16;8;8.36
2018;3;16;9;9.63
2018;3;16;10;10.29
2018;3;16;11;10.77
2018;3;16;12;11.55
2018;3;16;13;11.77
2018;3;16;14;11.48
2018;3;16;15;10.73
2018;3;16;16;9.27
2018;3;16;17;6.99
2018;3;16;18;5.51
2018;3;16;19;5.01
2018;3;16;20;4.61
2018;3;16;21;4.44
2018;3;16;22;4.51
2018;3;16;23;4.67
2018;3;17;0;4.76
2018;3;17;1;4.65
2018;3;17;2;4.59
2018;3;17;3;4.86
2018;3;17;4;5.08
2018;3;17;5;5.86
2018;3;17;6;6.8
2018;3;17;7;7.63
2018;3;17;8;8.3
2018;3;17;9;9.28
2018;3;17;10;10.96
2018;3;17;11;13.08
2018;3;17;12;13.8
2018;3;17;13;13.39
2018;3;17;14;12.86
2018;3;17;15;12.3
2018;3;17;16;11.67
2018;3;17;17;10.71
2018;3;17;18;9.94
2018;3;17;19;9.07
2018;3;17;20;7.84
2018;3;17;21;6.55
2018;3;17;22;5.66
2018;3;17;23;5.44
2018;3;18;0;4.96
2018;3;18;1;4.18
2018;3;18;2;3.82
2018;3;18;3;3.65
2018;3;18;4;3.51
2018;3;18;5;3.21
2018;3;18;6;3.22
2018;3;18;7;3.9
2018;3;18;8;4.9
2018;3;18;9;6.69
2018;3;18;10;9.13
2018;3;18;11;11.04
2018;3;18;12;11.76
2018;3;18;13;11.58
2018;3;18;14;10.51
2018;3;18;15;8.86
2018;3;18;16;6.77
2018;3;18;17;4.91
2018;3;18;18;3.88
2018;3;18;19;3.3
2018;3;18;20;2.9
2018;3;18;21;2.85
2018;3;18;22;3.11
2018;3;18;23;3.33
2018;3;19;0;3.3
2018;3;19;1;2.99
2018;3;19;2;2.82
2018;3;19;3;2.46
2018;3;19;4;2.08
2018;3;19;5;1.76
2018;3;19;6;1.57
2018;3;19;7;1.54
2018;3;19;8;1.58
2018;3;19;9;1.89
2018;3;19;10;2.08
2018;3;19;11;2.4
2018;3;19;12;2.8
2018;3;19;13;3.29
2018;3;19;14;3.49
2018;3;19;15;3.07
2018;3;19;16;2.01
2018;3;19;17;0.37
2018;3;19;18;-0.85
2018;3;19;19;-1.48
2018;3;19;20;-1.95
2018;3;19;21;-2.41
2018;3;19;22;-2.63
2018;3;19;23;-2.74
2018;3;20;0;-2.85
2018;3;20;1;-3.01
2018;3;20;2;-3.16
2018;3;20;3;-3.31
2018;3;20;4;-3.52
2018;3;20;5;-3.82
2018;3;20;6;-3.7
2018;3;20;7;-2.88
2018;3;20;8;-1.58
2018;3;20;9;0.15
2018;3;20;10;1.71
2018;3;20;11;2.93
2018;3;20;12;3.29
2018;3;20;13;3.46
2018;3;20;14;3.09
2018;3;20;15;2.3
2018;3;20;16;1.18
2018;3;20;17;-0.46
2018;3;20;18;-1.94
2018;3;20;19;-2.62
2018;3;20;20;-3.22
2018;3;20;21;-3.69
2018;3;20;22;-4.2
2018;3;20;23;-4.64
2018;3;21;0;-4.97
2018;3;21;1;-5.13
2018;3;21;2;-5.24
2018;3;21;3;-5.31
2018;3;21;4;-5.38
2018;3;21;5;-5.49
2018;3;21;6;-5.22
2018;3;21;7;-4.52
2018;3;21;8;-3.88
2018;3;21;9;-3.52
2018;3;21;10;-3.48
2018;3;21;11;-3.45
2018;3;21;12;-3.28
2018;3;21;13;-3.16
2018;3;21;14;-3.43
2018;3;21;15;-4.1
2018;3;21;16;-4.77
2018;3;21;17;-5.39
2018;3;21;18;-5.81
2018;3;21;19;-6.15
2018;3;21;20;-6.28
2018;3;21;21;-6.59
2018;3;21;22;-6.53
2018;3;21;23;-6.6
2018;3;22;0;-6.62
2018;3;22;1;-6.45
2018;3;22;2;-6.31
2018;3;22;3;-6.17
2018;3;22;4;-6.05
2018;3;22;5;-6.06
2018;3;22;6;-5.9
2018;3;22;7;-5.45
2018;3;22;8;-5.12
2018;3;22;9;-4.92
2018;3;22;10;-4.72
2018;3;22;11;-4.68
2018;3;22;12;-4.72
2018;3;22;13;-4.85
2018;3;22;14;-5.01
2018;3;22;15;-5.27
2018;3;22;16;-5.57
2018;3;22;17;-5.76
2018;3;22;18;-5.83
2018;3;22;19;-5.95
2018;3;22;20;-6.25
2018;3;22;21;-6.72
2018;3;22;22;-7.1
2018;3;22;23;-7.24
2018;3;23;0;-7.33
2018;3;23;1;-7.45
2018;3;23;2;-7.6
2018;3;23;3;-7.74
2018;3;23;4;-7.99
2018;3;23;5;-8.31
2018;3;23;6;-8.44
2018;3;23;7;-8.21
2018;3;23;8;-7.65
2018;3;23;9;-6.99
2018;3;23;10;-6.26
2018;3;23;11;-5.54
2018;3;23;12;-4.96
2018;3;23;13;-4.61
2018;3;23;14;-4.55
2018;3;23;15;-4.67
2018;3;23;16;-5.06
2018;3;23;17;-5.68
2018;3;23;18;-6.92
2018;3;23;19;-8.14
2018;3;23;20;-8.4
2018;3;23;21;-8.49
2018;3;23;22;-8.42
2018;3;23;23;-8.48
2018;3;24;0;-8.71
2018;3;24;1;-8.93
2018;3;24;2;-9.14
2018;3;24;3;-9.1
2018;3;24;4;-9.25
2018;3;24;5;-9.85
2018;3;24;6;-9.85
2018;3;24;7;-7.43
2018;3;24;8;-4.25
2018;3;24;9;-2.88
2018;3;24;10;-1.87
2018;3;24;11;-1.1
2018;3;24;12;-0.53
2018;3;24;13;-0.21
2018;3;24;14;-0.12
2018;3;24;15;-0.16
2018;3;24;16;-0.51
2018;3;24;17;-1.67
2018;3;24;18;-3.89
2018;3;24;19;-4.89
2018;3;24;20;-5.26
2018;3;24;21;-5.24
2018;3;24;22;-4.95
2018;3;24;23;-4.74
2018;3;25;0;-4.73
2018;3;25;1;-5
2018;3;25;2;-5.2
2018;3;25;3;-5.27
2018;3;25;4;-5.46
2018;3;25;5;-5.87
2018;3;25;6;-5.45
2018;3;25;7;-2.99
2018;3;25;8;-0.13
2018;3;25;9;0.87
2018;3;25;10;1.75
2018;3;25;11;2.59
2018;3;25;12;3.31
2018;3;25;13;3.77
2018;3;25;14;3.81
2018;3;25;15;3.43
2018;3;25;16;2.48
2018;3;25;17;-0.38
2018;3;25;18;-2.74
2018;3;25;19;-2.92
2018;3;25;20;-1.83
2018;3;25;21;-1.37
2018;3;25;22;-1.44
2018;3;25;23;-1.8
2018;3;26;0;-1.93
2018;3;26;1;-1.78
2018;3;26;2;-1.67
2018;3;26;3;-1.62
2018;3;26;4;-1.76
2018;3;26;5;-1.93
2018;3;26;6;-1.52
2018;3;26;7;-0.72
2018;3;26;8;0.02
2018;3;26;9;0.68
2018;3;26;10;1.19
2018;3;26;11;1.87
2018;3;26;12;2.3
2018;3;26;13;2.31
2018;3;26;14;2.07
2018;3;26;15;1.72
2018;3;26;16;1.22
2018;3;26;17;-0.25
2018;3;26;18;-1.99
2018;3;26;19;-2.29
2018;3;26;20;-2.43
2018;3;26;21;-2.47
2018;3;26;22;-2.5
2018;3;26;23;-2.54
2018;3;27;0;-2.63
2018;3;27;1;-2.67
2018;3;27;2;-2.59
2018;3;27;3;-2.66
2018;3;27;4;-2.67
2018;3;27;5;-2.7
2018;3;27;6;-1.51
2018;3;27;7;0.36
2018;3;27;8;1.57
2018;3;27;9;2.65
2018;3;27;10;3.5
2018;3;27;11;4.17
2018;3;27;12;4.65
2018;3;27;13;4.7
2018;3;27;14;4.51
2018;3;27;15;3.99
2018;3;27;16;2.75
2018;3;27;17;0.55
2018;3;27;18;-0.07
2018;3;27;19;0.11
2018;3;27;20;0.36
2018;3;27;21;0.37
2018;3;27;22;0.3
2018;3;27;23;0.25
2018;3;28;0;0.14
2018;3;28;1;-0.17
2018;3;28;2;-0.74
2018;3;28;3;-1.38
2018;3;28;4;-2.02
2018;3;28;5;-2.45
2018;3;28;6;-0.55
2018;3;28;7;2
