YEAR;MO;DY;HR;T2M
2018;5;12;3;10.76
2018;5;12;4;10.58
2018;5;12;5;11.71
2018;5;12;6;14.4
2018;5;12;7;16.83
2018;5;12;8;18.42
2018;5;12;9;19.69
2018;5;12;10;20.5
2018;5;12;11;20.94
2018;5;12;12;20.95
2018;5;12;13;20.58
2018;5;12;14;20.05
2018;5;12;15;19.81
2018;5;12;16;19.15
2018;5;12;17;17.76
2018;5;12;18;16.18
2018;5;12;19;15.11
2018;5;12;20;14.3
2018;5;12;21;13.7
2018;5;12;22;13.35
2018;5;12;23;13.19
2018;5;13;0;13
2018;5;13;1;12.52
2018;5;13;2;11.83
2018;5;13;3;11.12
2018;5;13;4;10.56
2018;5;13;5;11.73
2018;5;13;6;14.35
2018;5;13;7;17.9
2018;5;13;8;18.5
2018;5;13;9;19.4
2018;5;13;10;19.76
2018;5;13;11;20.11
2018;5;13;12;20.12
2018;5;13;13;19.73
2018;5;13;14;19.22
2018;5;13;15;18.68
2018;5;13;16;18.63
2018;5;13;17;17.21
2018;5;13;18;15.4
2018;5;13;19;14.12
2018;5;13;20;12.98
2018;5;13;21;11.71
2018;5;13;22;10.73
2018;5;13;23;10.37
2018;5;14;0;10.25
2018;5;14;1;9.84
2018;5;14;2;9.46
2018;5;14;3;8.98
2018;5;14;4;8.69
2018;5;14;5;10.58
2018;5;14;6;12.24
2018;5;14;7;14.27
2018;5;14;8;16.52
2018;5;14;9;17.62
2018;5;14;10;17.68
2018;5;14;11;17.55
2018;5;14;12;17.76
2018;5;14;13;17.76
2018;5;14;14;17.66
2018;5;14;15;16.86
2018;5;14;16;16.02
2018;5;14;17;14.85
2018;5;14;18;13.21
2018;5;14;19;11.94
2018;5;14;20;11.69
2018;5;14;21;11.42
2018;5;14;22;11.12
2018;5;14;23;10.76
2018;5;15;0;10.37
2018;5;15;1;9.65
2018;5;15;2;8.65
2018;5;15;3;7.77
2018;5;15;4;7.58
2018;5;15;5;8.89
2018;5;15;6;9.98
2018;5;15;7;11.92
2018;5;15;8;13.95
2018;5;15;9;15.15
2018;5;15;10;15.83
2018;5;15;11;16.21
2018;5;15;12;16.34
2018;5;15;13;16.1
2018;5;15;14;15.08
2018;5;15;15;13.31
2018;5;15;16;12.08
2018;5;15;17;11.03
2018;5;15;18;9.83
2018;5;15;19;9.05
2018;5;15;20;8.62
2018;5;15;21;8.01
2018;5;15;22;7.35
2018;5;15;23;6.33
2018;5;16;0;4.58
2018;5;16;1;3.37
2018;5;16;2;3.02
2018;5;16;3;3.15
2018;5;16;4;3.41
2018;5;16;5;4.41
2018;5;16;6;6.65
2018;5;16;7;9.73
2018;5;16;8;12.07
2018;5;16;9;13.44
2018;5;16;10;14.53
2018;5;16;11;15.26
2018;5;16;12;15.51
2018;5;16;13;15.44
2018;5;16;14;15.09
2018;5;16;15;14.58
2018;5;16;16;13.93
2018;5;16;17;12.92
2018;5;16;18;10.79
2018;5;16;19;8.26
2018;5;16;20;7.37
2018;5;16;21;6.73
2018;5;16;22;6.32
2018;5;16;23;6.01
2018;5;17;0;5.8
2018;5;17;1;5.65
2018;5;17;2;5.57
2018;5;17;3;5.41
2018;5;17;4;5.03
2018;5;17;5;7.08
2018;5;17;6;9.58
2018;5;17;7;12.36
2018;5;17;8;14.15
2018;5;17;9;15.58
2018;5;17;10;16.82
2018;5;17;11;17.82
2018;5;17;12;18.4
2018;5;17;13;18.51
2018;5;17;14;18.23
2018;5;17;15;17.53
2018;5;17;16;16.58
2018;5;17;17;15.48
2018;5;17;18;13.12
2018;5;17;19;11.56
2018;5;17;20;11.32
2018;5;17;21;11.07
2018;5;17;22;10.62
2018;5;17;23;10.06
2018;5;18;0;9.66
2018;5;18;1;9.26
2018;5;18;2;9.14
2018;5;18;3;9.23
2018;5;18;4;9.1
2018;5;18;5;10.03
2018;5;18;6;13.1
2018;5;18;7;14.62
2018;5;18;8;16.2
2018;5;18;9;17.41
2018;5;18;10;18.46
2018;5;18;11;19.12
2018;5;18;12;19.18
2018;5;18;13;18.73
2018;5;18;14;17.73
2018;5;18;15;16.45
2018;5;18;16;15.4
2018;5;18;17;14.45
2018;5;18;18;13.35
2018;5;18;19;12.15
2018;5;18;20;11.5
2018;5;18;21;11.05
2018;5;18;22;10.62
2018;5;18;23;10.05
2018;5;19;0;9.6
2018;5;19;1;9.28
2018;5;19;2;9.01
2018;5;19;3;8.58
2018;5;19;4;8.3
2018;5;19;5;9.84
2018;5;19;6;12.37
2018;5;19;7;13.27
2018;5;19;8;14.87
2018;5;19;9;15.82
2018;5;19;10;16.78
2018;5;19;11;17.38
2018;5;19;12;17.89
2018;5;19;13;17.98
2018;5;19;14;17.74
2018;5;19;15;17.19
2018;5;19;16;16.26
2018;5;19;17;14.99
2018;5;19;18;13.32
2018;5;19;19;11.02
2018;5;19;20;10.15
2018;5;19;21;9.62
2018;5;19;22;9.14
2018;5;19;23;8.65
2018;5;20;0;8.38
2018;5;20;1;8.14
2018;5;20;2;7.9
2018;5;20;3;7.82
2018;5;20;4;7.88
2018;5;20;5;9.82
2018;5;20;6;12.48
2018;5;20;7;14.58
2018;5;20;8;16.15
2018;5;20;9;17.46
2018;5;20;10;18.47
2018;5;20;11;19.15
2018;5;20;12;19.49
2018;5;20;13;19.39
2018;5;20;14;19.13
2018;5;20;15;18.2
2018;5;20;16;17.31
2018;5;20;17;16.15
2018;5;20;18;14.19
2018;5;20;19;11.46
2018;5;20;20;10.55
2018;5;20;21;9.71
2018;5;20;22;9.21
2018;5;20;23;8.89
2018;5;21;0;8.7
2018;5;21;1;8.41
2018;5;21;2;8.19
2018;5;21;3;8.01
2018;5;21;4;7.82
2018;5;21;5;10.6
2018;5;21;6;13.37
2018;5;21;7;15.68
2018;5;21;8;17.32
2018;5;21;9;18.49
2018;5;21;10;19.05
2018;5;21;11;19.22
2018;5;21;12;18.79
2018;5;21;13;17.91
2018;5;21;14;17.17
2018;5;21;15;16.53
2018;5;21;16;15.81
2018;5;21;17;15.02
2018;5;21;18;13.72
2018;5;21;19;12.18
2018;5;21;20;12.1
2018;5;21;21;11.8
2018;5;21;22;11.08
2018;5;21;23;10.4
2018;5;22;0;9.88
2018;5;22;1;9.64
2018;5;22;2;9.49
2018;5;22;3;9.51
2018;5;22;4;9.68
2018;5;22;5;11.25
2018;5;22;6;13.01
2018;5;22;7;16.01
2018;5;22;8;18.62
2018;5;22;9;19.9
2018;5;22;10;21.06
2018;5;22;11;21.73
2018;5;22;12;21.82
2018;5;22;13;21.62
2018;5;22;14;21.22
2018;5;22;15;20.4
2018;5;22;16;19.24
2018;5;22;17;17.65
2018;5;22;18;15.45
2018;5;22;19;14.06
2018;5;22;20;13.33
2018;5;22;21;12.61
2018;5;22;22;12.25
2018;5;22;23;12
2018;5;23;0;11.5
2018;5;23;1;10.87
2018;5;23;2;10.54
2018;5;23;3;10.47
2018;5;23;4;10.83
2018;5;23;5;12.23
2018;5;23;6;13.92
2018;5;23;7;15.76
2018;5;23;8;17.87
2018;5;23;9;20.04
2018;5;23;10;20.83
2018;5;23;11;21
2018;5;23;12;20.65
2018;5;23;13;20.09
2018;5;23;14;19.48
2018;5;23;15;18.83
2018;5;23;16;18.01
2018;5;23;17;16.9
2018;5;23;18;15.41
2018;5;23;19;13.98
2018;5;23;20;13.63
2018;5;23;21;13.23
2018;5;23;22;13.37
2018;5;23;23;13.18
2018;5;24;0;12.52
2018;5;24;1;12.19
2018;5;24;2;12.09
2018;5;24;3;11.89
2018;5;24;4;11.84
2018;5;24;5;12.73
2018;5;24;6;13.62
2018;5;24;7;14.87
2018;5;24;8;16.08
2018;5;24;9;17.32
2018;5;24;10;18.8
2018;5;24;11;19.86
2018;5;24;12;20.6
2018;5;24;13;20.79
2018;5;24;14;20.7
2018;5;24;15;20.24
2018;5;24;16;19.23
2018;5;24;17;17.78
2018;5;24;18;15.8
2018;5;24;19;14.22
2018;5;24;20;13.69
2018;5;24;21;13.53
2018;5;24;22;13.35
2018;5;24;23;13.16
2018;5;25;0;13
2018;5;25;1;12.87
2018;5;25;2;12.73
2018;5;25;3;12.45
2018;5;25;4;12.18
2018;5;25;5;13.36
2018;5;25;6;15.23
2018;5;25;7;17.57
2018;5;25;8;19.32
2018;5;25;9;20.55
2018;5;25;10;21.54
2018;5;25;11;22.19
2018;5;25;12;22.31
2018;5;25;13;22.15
2018;5;25;14;21.67
2018;5;25;15;20.61
2018;5;25;16;19.43
2018;5;25;17;18.06
2018;5;25;18;16.5
2018;5;25;19;14.89
2018;5;25;20;13.93
2018;5;25;21;13.24
2018;5;25;22;12.98
2018;5;25;23;12.87
2018;5;26;0;12.8
2018;5;26;1;12.62
2018;5;26;2;12.41
2018;5;26;3;12.2
2018;5;26;4;12.16
2018;5;26;5;13.48
2018;5;26;6;14.87
2018;5;26;7;16.78
2018;5;26;8;19.1
2018;5;26;9;20.48
2018;5;26;10;21.42
2018;5;26;11;22.07
2018;5;26;12;22.31
2018;5;26;13;22.26
2018;5;26;14;21.91
2018;5;26;15;21.19
2018;5;26;16;20.44
2018;5;26;17;19.4
2018;5;26;18;17.43
2018;5;26;19;14.8
2018;5;26;20;13.83
2018;5;26;21;13.38
2018;5;26;22;13.28
2018;5;26;23;13.38
2018;5;27;0;13.35
2018;5;27;1;13.1
2018;5;27;2;12.68
2018;5;27;3;12.26
2018;5;27;4;12.15
2018;5;27;5;14.1
2018;5;27;6;16.37
2018;5;27;7;19.19
2018;5;27;8;20.9
2018;5;27;9;22.23
2018;5;27;10;23.27
2018;5;27;11;24.01
2018;5;27;12;24.29
2018;5;27;13;24.27
2018;5;27;14;23.92
2018;5;27;15;23.33
2018;5;27;16;22.75
2018;5;27;17;21.14
2018;5;27;18;19.02
2018;5;27;19;17.12
2018;5;27;20;16.29
2018;5;27;21;15.63
2018;5;27;22;15.01
2018;5;27;23;14.67
2018;5;28;0;14.69
2018;5;28;1;14.98
2018;5;28;2;15.42
2018;5;28;3;15.7
2018;5;28;4;15.49
2018;5;28;5;16.13
2018;5;28;6;17.57
2018;5;28;7;18.75
2018;5;28;8;19.78
2018;5;28;9;20.82
2018;5;28;10;21.48
2018;5;28;11;22.61
2018;5;28;12;22.59
2018;5;28;13;22.55
2018;5;28;14;22.14
2018;5;28;15;21.83
2018;5;28;16;21.26
2018;5;28;17;20.15
2018;5;28;18;18.04
2018;5;28;19;15.89
2018;5;28;20;15.13
2018;5;28;21;14.63
2018;5;28;22;14.26
2018;5;28;23;14.02
2018;5;29;0;13.85
2018;5;29;1;13.73
2018;5;29;2;13.62
2018;5;29;3;13.5
2018;5;29;4;13.2
2018;5;29;5;14.63
2018;5;29;6;17.03
2018;5;29;7;19.44
2018;5;29;8;21.15
2018;5;29;9;22.55
2018;5;29;10;23.6
2018;5;29;11;24.23
2018;5;29;12;24.69
2018;5;29;13;24.9
2018;5;29;14;24.72
2018;5;29;15;23.99
2018;5;29;16;22.94
2018;5;29;17;21.37
2018;5;29;18;19.08
2018;5;29;19;16.42
2018;5;29;20;15.4
2018;5;29;21;14.68
2018;5;29;22;14.22
2018;5;29;23;14.04
2018;5;30;0;13.96
2018;5;30;1;13.96
2018;5;30;2;13.84
2018;5;30;3;13.77
2018;5;30;4;13.93
2018;5;30;5;15.62
2018;5;30;6;17.9
2018;5;30;7;20.34
2018;5;30;8;21.8
2018;5;30;9;22.68
2018;5;30;10;23.26
2018;5;30;11;23.42
2018;5;30;12;23.25
2018;5;30;13;22.95
2018;5;30;14;22.69
2018;5;30;15;22.28
2018;5;30;16;21.74
2018;5;30;17;20.86
2018;5;30;18;18.97
2018;5;30;19;17.62
2018;5;30;20;17.19
2018;5;30;21;17.02
2018;5;30;22;16.87
2018;5;30;23;16.56
2018;5;31;0;16.11
2018;5;31;1;15.58
2018;5;31;2;14.97
2018;5;31;3;14.47
2018;5;31;4;14.32
2018;5;31;5;15.76
2018;5;31;6;18.09
2018;5;31;7;20.29
2018;5;31;8;21.77
2018;5;31;9;22.96
2018;5;31;10;23.9
2018;5;31;11;24.5
2018;5;31;12;24.75
2018;5;31;13;24.56
2018;5;31;14;24.28
2018;5;31;15;23.66
2018;5;31;16;23.12
2018;5;31;17;22.69
2018;5;31;18;20.22
2018;5;31;19;18.58
2018;5;31;20;17.94
2018;5;31;21;17.74
2018;5;31;22;17.35
2018;5;31;23;16.81
2018;6;1;0;16.32
2018;6;1;1;15.95
2018;6;1;2;15.72
2018;6;1;3;15.68
2018;6;1;4;15.76
2018;6;1;5;16.52
2018;6;1;6;18.23
2018;6;1;7;20.06
2018;6;1;8;21.49
2018;6;1;9;22.5
2018;6;1;10;23.39
2018;6;1;11;23.56
2018;6;1;12;23.05
2018;6;1;13;22.86
2018;6;1;14;23.86
2018;6;1;15;23.48
2018;6;1;16;21.78
2018;6;1;17;20.28
2018;6;1;18;19.07
2018;6;1;19;18.08
2018;6;1;20;17.3
2018;6;1;21;16.46
2018;6;1;22;15.83
2018;6;1;23;15.33
2018;6;2;0;14.98
2018;6;2;1;14.69
2018;6;2;2;14.36
2018;6;2;3;14.05
2018;6;2;4;13.71
2018;6;2;5;15.19
2018;6;2;6;16.95
2018;6;2;7;19.87
2018;6;2;8;22.85
2018;6;2;9;23.57
2018;6;2;10;24.53
2018;6;2;11;25.25
2018;6;2;12;25.65
2018;6;2;13;25.73
2018;6;2;14;25.12
2018;6;2;15;24.69
2018;6;2;16;25.3
2018;6;2;17;23
2018;6;2;18;20.25
2018;6;2;19;18.56
2018;6;2;20;17.66
2018;6;2;21;17.04
2018;6;2;22;16.82
2018;6;2;23;16.76
2018;6;3;0;16.44
2018;6;3;1;15.86
2018;6;3;2;15.15
2018;6;3;3;14.56
2018;6;3;4;14.21
2018;6;3;5;15.69
2018;6;3;6;18.95
2018;6;3;7;21.39
2018;6;3;8;21.79
2018;6;3;9;22.81
2018;6;3;10;23.48
2018;6;3;11;23.7
2018;6;3;12;23.87
2018;6;3;13;23.5
2018;6;3;14;23.18
2018;6;3;15;22.7
2018;6;3;16;22.01
2018;6;3;17;20.92
2018;6;3;18;19.09
2018;6;3;19;16.84
2018;6;3;20;16.1
2018;6;3;21;15.68
2018;6;3;22;15.43
2018;6;3;23;15.16
2018;6;4;0;14.82
2018;6;4;1;14.49
2018;6;4;2;14.48
2018;6;4;3;14.4
2018;6;4;4;14.19
2018;6;4;5;15.14
2018;6;4;6;17.13
2018;6;4;7;19.49
2018;6;4;8;20.9
2018;6;4;9;21.96
2018;6;4;10;22.8
2018;6;4;11;23.45
2018;6;4;12;23.82
2018;6;4;13;23.58
2018;6;4;14;23.12
2018;6;4;15;23.22
2018;6;4;16;21.9
2018;6;4;17;20.57
2018;6;4;18;19.49
2018;6;4;19;18.87
2018;6;4;20;18.12
2018;6;4;21;17.02
2018;6;4;22;15.99
2018;6;4;23;15.23
2018;6;5;0;14.67
2018;6;5;1;14.31
2018;6;5;2;14.29
2018;6;5;3;14.36
2018;6;5;4;14.48
2018;6;5;5;15.55
2018;6;5;6;17.69
2018;6;5;7;20.62
2018;6;5;8;20.49
2018;6;5;9;21.71
2018;6;5;10;22.49
2018;6;5;11;22.72
2018;6;5;12;22.72
2018;6;5;13;22.6
2018;6;5;14;22.33
2018;6;5;15;22.73
2018;6;5;16;22.08
2018;6;5;17;20.87
2018;6;5;18;19.01
2018;6;5;19;17.59
2018;6;5;20;16.75
2018;6;5;21;16.16
2018;6;5;22;15.76
2018;6;5;23;15.4
2018;6;6;0;14.93
2018;6;6;1;14.43
2018;6;6;2;13.98
2018;6;6;3;13.55
2018;6;6;4;13.41
2018;6;6;5;14.94
2018;6;6;6;16.74
2018;6;6;7;19.08
2018;6;6;8;20.83
2018;6;6;9;22.18
2018;6;6;10;23.08
2018;6;6;11;23.62
2018;6;6;12;23.93
2018;6;6;13;23.9
2018;6;6;14;23.3
2018;6;6;15;23.42
2018;6;6;16;23.16
2018;6;6;17;20.38
2018;6;6;18;18.57
2018;6;6;19;17.58
2018;6;6;20;16.85
2018;6;6;21;16.15
2018;6;6;22;15.51
2018;6;6;23;15.19
2018;6;7;0;15.05
2018;6;7;1;14.87
2018;6;7;2;14.52
2018;6;7;3;14.1
2018;6;7;4;13.98
2018;6;7;5;15.41
2018;6;7;6;16.92
2018;6;7;7;19.69
2018;6;7;8;21.55
2018;6;7;9;22.69
2018;6;7;10;23.38
2018;6;7;11;23.72
2018;6;7;12;24.15
2018;6;7;13;24.36
2018;6;7;14;24.12
2018;6;7;15;23.84
2018;6;7;16;24.63
2018;6;7;17;23.51
2018;6;7;18;21.31
2018;6;7;19;19.38
2018;6;7;20;17.69
2018;6;7;21;16.06
2018;6;7;22;16.16
2018;6;7;23;16.02
2018;6;8;0;15.65
2018;6;8;1;15.28
2018;6;8;2;14.64
2018;6;8;3;14.18
2018;6;8;4;14.15
2018;6;8;5;16.09
2018;6;8;6;18.01
2018;6;8;7;20.37
2018;6;8;8;23.08
2018;6;8;9;24.72
2018;6;8;10;25.95
2018;6;8;11;26.65
2018;6;8;12;27.06
2018;6;8;13;26.83
2018;6;8;14;26.01
2018;6;8;15;23.28
2018;6;8;16;23.38
2018;6;8;17;21.33
2018;6;8;18;19.17
2018;6;8;19;17.83
2018;6;8;20;17.25
2018;6;8;21;16.96
2018;6;8;22;16.42
2018;6;8;23;15.33
2018;6;9;0;14.95
2018;6;9;1;14.63
2018;6;9;2;14.45
2018;6;9;3;14.36
2018;6;9;4;14.44
2018;6;9;5;15.81
2018;6;9;6;17.27
2018;6;9;7;19.63
2018;6;9;8;18.54
2018;6;9;9;17.87
2018;6;9;10;18.21
2018;6;9;11;19.95
2018;6;9;12;21.09
2018;6;9;13;21.34
2018;6;9;14;21.19
2018;6;9;15;20.71
2018;6;9;16;20.91
2018;6;9;17;20.08
2018;6;9;18;18.17
2018;6;9;19;16.52
2018;6;9;20;15.92
2018;6;9;21;15.37
2018;6;9;22;14.7
2018;6;9;23;14.07
2018;6;10;0;13.57
2018;6;10;1;13.47
2018;6;10;2;13.51
2018;6;10;3;13.38
2018;6;10;4;13.5
2018;6;10;5;15.01
2018;6;10;6;16.37
2018;6;10;7;17.81
2018;6;10;8;19.69
2018;6;10;9;21.15
2018;6;10;10;22.09
2018;6;10;11;22.49
2018;6;10;12;22.77
2018;6;10;13;22.74
2018;6;10;14;22.52
2018;6;10;15;21.83
2018;6;10;16;20.88
2018;6;10;17;19.94
2018;6;10;18;18.75
2018;6;10;19;16.72
2018;6;10;20;16.3
2018;6;10;21;16.01
2018;6;10;22;15.43
2018;6;10;23;14.79
2018;6;11;0;14.25
2018;6;11;1;13.81
2018;6;11;2;13.48
2018;6;11;3;13.43
2018;6;11;4;13.83
2018;6;11;5;15.9
2018;6;11;6;18.44
2018;6;11;7;20.24
2018;6;11;8;21.76
2018;6;11;9;23.1
2018;6;11;10;24.2
2018;6;11;11;25.08
2018;6;11;12;25.58
2018;6;11;13;25.73
2018;6;11;14;25.46
2018;6;11;15;25.06
2018;6;11;16;24.39
2018;6;11;17;23.69
2018;6;11;18;21.74
2018;6;11;19;20.33
2018;6;11;20;19.82
2018;6;11;21;18.84
2018;6;11;22;17.46
2018;6;11;23;16.54
2018;6;12;0;15.91
2018;6;12;1;15.53
2018;6;12;2;15.23
2018;6;12;3;14.94
2018;6;12;4;15.01
2018;6;12;5;17.55
2018;6;12;6;19.62
2018;6;12;7;22.33
2018;6;12;8;24.18
2018;6;12;9;25.56
2018;6;12;10;26.65
2018;6;12;11;27.42
2018;6;12;12;27.84
2018;6;12;13;27.91
2018;6;12;14;27.55
2018;6;12;15;29.3
2018;6;12;16;27.11
2018;6;12;17;25.04
2018;6;12;18;22.99
2018;6;12;19;20.26
2018;6;12;20;18.75
2018;6;12;21;17.39
2018;6;12;22;16.53
2018;6;12;23;15.91
2018;6;13;0;15.51
2018;6;13;1;15.19
2018;6;13;2;14.88
2018;6;13;3;14.62
2018;6;13;4;14.79
2018;6;13;5;16.58
2018;6;13;6;17.1
2018;6;13;7;17.6
2018;6;13;8;18.38
2018;6;13;9;19.36
2018;6;13;10;20.85
2018;6;13;11;21.94
2018;6;13;12;21.92
2018;6;13;13;22.09
2018;6;13;14;22.27
2018;6;13;15;22.75
2018;6;13;16;22.75
2018;6;13;17;21.33
2018;6;13;18;18.92
2018;6;13;19;16.69
2018;6;13;20;15.9
2018;6;13;21;14.65
2018;6;13;22;14.47
2018;6;13;23;13.95
2018;6;14;0;13.26
2018;6;14;1;13.24
2018;6;14;2;13.33
2018;6;14;3;13.55
2018;6;14;4;13.79
2018;6;14;5;14.36
2018;6;14;6;14.62
2018;6;14;7;14.91
2018;6;14;8;15.3
2018;6;14;9;15.83
2018;6;14;10;16.41
2018;6;14;11;16.71
2018;6;14;12;16.52
2018;6;14;13;16.66
2018;6;14;14;16.79
2018;6;14;15;16.51
2018;6;14;16;15.83
2018;6;14;17;14.98
2018;6;14;18;13.98
2018;6;14;19;13.24
2018;6;14;20;12.79
2018;6;14;21;12.51
2018;6;14;22;12.39
2018;6;14;23;12.31
2018;6;15;0;12.2
2018;6;15;1;12.04
2018;6;15;2;11.86
2018;6;15;3;11.73
2018;6;15;4;11.65
2018;6;15;5;11.86
2018;6;15;6;12.16
2018;6;15;7;12.55
2018;6;15;8;13.06
2018;6;15;9;13.6
2018;6;15;10;14.1
2018;6;15;11;14.1
2018;6;15;12;13.89
2018;6;15;13;13.79
2018;6;15;14;13.84
2018;6;15;15;13.83
2018;6;15;16;13.68
2018;6;15;17;13.48
2018;6;15;18;13.14
2018;6;15;19;12.87
2018;6;15;20;12.85
2018;6;15;21;12.9
2018;6;15;22;12.86
2018;6;15;23;12.76
2018;6;16;0;12.55
2018;6;16;1;12.37
2018;6;16;2;12.15
2018;6;16;3;12.06
2018;6;16;4;12.08
2018;6;16;5;12.4
2018;6;16;6;12.94
2018;6;16;7;13.4
2018;6;16;8;13.94
2018;6;16;9;14.88
2018;6;16;10;16.65
2018;6;16;11;18.31
2018;6;16;12;18.78
2018;6;16;13;18.84
2018;6;16;14;18.87
2018;6;16;15;18.44
2018;6;16;16;17.77
2018;6;16;17;16.9
2018;6;16;18;15.74
2018;6;16;19;13.83
2018;6;16;20;13.33
2018;6;16;21;13.21
2018;6;16;22;12.96
2018;6;16;23;12.75
2018;6;17;0;12.66
2018;6;17;1;12.73
2018;6;17;2;12.89
2018;6;17;3;12.9
2018;6;17;4;12.91
2018;6;17;5;13.94
2018;6;17;6;14.82
2018;6;17;7;15.71
2018;6;17;8;16.59
2018;6;17;9;17.52
2018;6;17;10;18.22
2018;6;17;11;18.58
2018;6;17;12;18.82
2018;6;17;13;19.09
2018;6;17;14;19.26
2018;6;17;15;19.12
2018;6;17;16;18.56
2018;6;17;17;17.71
2018;6;17;18;16.48
2018;6;17;19;14.39
2018;6;17;20;13.97
2018;6;17;21;13.84
2018;6;17;22;13.74
2018;6;17;23;13.51
2018;6;18;0;13.32
2018;6;18;1;13.16
2018;6;18;2;13.03
2018;6;18;3;12.94
2018;6;18;4;13.21
2018;6;18;5;14.34
2018;6;18;6;15.19
2018;6;18;7;16.42
2018;6;18;8;18.44
2018;6;18;9;19.92
2018;6;18;10;20.63
2018;6;18;11;21.03
2018;6;18;12;20.98
2018;6;18;13;20.59
2018;6;18;14;20.15
2018;6;18;15;19.62
2018;6;18;16;18.81
2018;6;18;17;17.91
2018;6;18;18;16.6
2018;6;18;19;14.53
2018;6;18;20;13.54
2018;6;18;21;13.07
2018;6;18;22;13.15
2018;6;18;23;13.24
2018;6;19;0;13.15
2018;6;19;1;13.02
2018;6;19;2;12.91
2018;6;19;3;12.84
2018;6;19;4;13.26
2018;6;19;5;14.21
2018;6;19;6;14.9
2018;6;19;7;15.55
2018;6;19;8;16.2
2018;6;19;9;17.48
2018;6;19;10;18.41
2018;6;19;11;18.62
2018;6;19;12;18.61
2018;6;19;13;19.12
2018;6;19;14;19.36
2018;6;19;15;18.77
2018;6;19;16;18.19
2018;6;19;17;17.62
2018;6;19;18;16.73
2018;6;19;19;15.57
2018;6;19;20;15.11
2018;6;19;21;14.57
2018;6;19;22;14.26
2018;6;19;23;14.01
2018;6;20;0;13.84
2018;6;20;1;13.83
2018;6;20;2;13.9
2018;6;20;3;13.88
2018;6;20;4;13.94
2018;6;20;5;15.59
2018;6;20;6;17.93
2018;6;20;7;19.37
2018;6;20;8;21.01
2018;6;20;9;22.36
2018;6;20;10;23.48
2018;6;20;11;24.26
2018;6;20;12;24.66
2018;6;20;13;24.72
2018;6;20;14;24.53
2018;6;20;15;23.83
2018;6;20;16;23.24
2018;6;20;17;22.29
2018;6;20;18;20.26
2018;6;20;19;17.62
2018;6;20;20;16.66
2018;6;20;21;16.37
2018;6;20;22;16.05
2018;6;20;23;15.58
2018;6;21;0;15.1
2018;6;21;1;14.68
2018;6;21;2;14.31
2018;6;21;3;14.01
2018;6;21;4;14.16
2018;6;21;5;16.55
2018;6;21;6;18.5
2018;6;21;7;21.08
2018;6;21;8;22.62
2018;6;21;9;23.73
2018;6;21;10;24.37
2018;6;21;11;24.88
2018;6;21;12;24.77
2018;6;21;13;24.43
2018;6;21;14;24.65
2018;6;21;15;24.68
2018;6;21;16;23.06
2018;6;21;17;21.67
2018;6;21;18;19.83
2018;6;21;19;18.23
2018;6;21;20;17.19
2018;6;21;21;16.15
2018;6;21;22;15.46
2018;6;21;23;14.77
2018;6;22;0;14.17
2018;6;22;1;13.62
2018;6;22;2;13.3
2018;6;22;3;12.73
2018;6;22;4;12.9
2018;6;22;5;15.17
2018;6;22;6;17.13
2018;6;22;7;19.98
2018;6;22;8;21.64
2018;6;22;9;22.56
2018;6;22;10;22.36
2018;6;22;11;20.74
2018;6;22;12;18.19
2018;6;22;13;15.82
2018;6;22;14;13.81
2018;6;22;15;12.21
2018;6;22;16;10.93
2018;6;22;17;9.46
2018;6;22;18;7.73
2018;6;22;19;6.15
2018;6;22;20;5.6
2018;6;22;21;5.68
2018;6;22;22;5.85
2018;6;22;23;5.71
2018;6;23;0;5.51
2018;6;23;1;5.26
2018;6;23;2;5.15
2018;6;23;3;5.05
2018;6;23;4;5.29
2018;6;23;5;6.53
2018;6;23;6;8.03
2018;6;23;7;9.8
2018;6;23;8;11.28
2018;6;23;9;12.66
2018;6;23;10;13.83
2018;6;23;11;14.75
2018;6;23;12;15.38
2018;6;23;13;15.79
2018;6;23;14;15.79
2018;6;23;15;15.35
2018;6;23;16;14.55
2018;6;23;17;13.5
2018;6;23;18;12.01
2018;6;23;19;9.65
2018;6;23;20;8.48
2018;6;23;21;7.47
2018;6;23;22;6.55
2018;6;23;23;6.25
2018;6;24;0;6.17
2018;6;24;1;5.99
2018;6;24;2;5.76
2018;6;24;3;5.57
2018;6;24;4;5.78
2018;6;24;5;8.4
2018;6;24;6;10.84
2018;6;24;7;12.3
2018;6;24;8;13.46
2018;6;24;9;14.51
2018;6;24;10;15.49
2018;6;24;11;16.25
2018;6;24;12;16.83
2018;6;24;13;17.11
2018;6;24;14;17.11
2018;6;24;15;16.79
2018;6;24;16;16.15
2018;6;24;17;15.13
2018;6;24;18;13.12
2018;6;24;19;9.53
2018;6;24;20;8.24
2018;6;24;21;7.55
2018;6;24;22;7.17
2018;6;24;23;6.98
2018;6;25;0;6.83
2018;6;25;1;6.64
2018;6;25;2;6.44
2018;6;25;3;6.22
2018;6;25;4;6.32
2018;6;25;5;8.91
2018;6;25;6;11.51
2018;6;25;7;13.48
2018;6;25;8;14.87
2018;6;25;9;16.03
2018;6;25;10;16.69
2018;6;25;11;16.79
2018;6;25;12;16.76
2018;6;25;13;16.55
2018;6;25;14;16.3
2018;6;25;15;15.79
2018;6;25;16;15.01
2018;6;25;17;14.3
2018;6;25;18;13.12
2018;6;25;19;10.76
2018;6;25;20;10.03
2018;6;25;21;9.87
2018;6;25;22;9.61
