timestep,temperature
489,5.8
490,4.4
491,3.8000000000000003
492,3.1
493,3.2
494,0.8
495,0.4
496,0.4
497,1.2
498,1.4000000000000001
499,1.0
500,1.0
501,1.0
502,0.4
503,0.0
504,-0.2
505,-0.4
506,-0.7000000000000001
507,-0.8
508,-1.2
509,-1.7
510,-1.9000000000000001
511,-1.7
512,-1.2
513,-1.1
514,-1.0
515,-0.3
516,-0.2
517,0.9
518,1.0
519,0.8
520,-0.4
521,-1.6
522,-2.2
523,-2.7
524,-3.2
525,-3.6
526,-3.7
527,-3.9
528,-4.0
529,-4.2
530,-4.2
531,-4.4
532,-3.9
533,-3.8000000000000003
534,-3.2
535,-2.6
536,-3.4
537,-2.4
538,-1.4000000000000001
539,-0.8
540,-0.2
541,0.4
542,0.1
543,0.0
544,0.2
545,0.4
546,0.4
547,0.4
548,0.4
549,0.7000000000000001
550,0.5
551,0.2
552,0.0
553,0.0
554,-0.1
555,-0.1
556,-0.1
557,-0.1
558,0.0
559,0.1
560,1.2
561,3.6
562,4.6000000000000005
563,5.0
564,5.2
565,5.4
566,5.0
567,5.2
568,3.2
569,1.7
570,1.2
571,0.6
572,0.0
573,-0.5
574,-0.9
575,-1.2
576,-1.8
577,-2.2
578,-2.5
579,-2.8000000000000003
580,-2.8000000000000003
581,-2.9
582,-2.9
583,-2.4
584,-0.8
585,1.3
586,3.6
587,4.8
588,6.8
589,7.2
590,8.6
591,8.0
592,5.4
593,4.3
594,3.6
595,2.9
596,2.4
597,1.8
598,1.0
599,0.5
600,0.2
601,-0.2
602,-0.6
603,-0.8
604,-1.3
605,-1.9000000000000001
606,-1.8
607,-1.2
608,-0.4
609,1.0
610,3.2
611,4.8
612,6.8
613,7.8
614,9.0
615,8.2
616,6.0
617,4.6000000000000005
618,4.0
619,3.4
620,2.8000000000000003
621,2.3000000000000003
622,2.0
623,1.6
624,1.2
625,0.8
626,0.4
627,0.0
628,-0.2
629,-0.4
630,-1.0
631,0.6
632,0.4
633,2.6
634,4.1
635,6.2
636,7.6000000000000005
637,8.4
638,9.6
639,8.2
640,6.3
641,4.2
642,3.2
643,2.4
644,1.6
645,0.8
646,0.8
647,0.6
648,0.6
649,0.2
650,-0.4
651,-0.9
652,-1.2
653,-1.4000000000000001
654,-1.9000000000000001
655,-1.4000000000000001
656,-0.1
657,2.2
658,4.0
659,5.4
660,6.8
661,7.6000000000000005
662,9.8
663,8.6
664,5.8
665,3.9
666,3.4
667,2.9
668,2.4
669,2.2
670,1.5
671,0.9
672,0.5
673,0.0
674,-0.3
675,-0.8
676,-1.1
677,-1.3
678,-1.3
679,-0.6
680,0.8
681,2.6
682,4.2
683,6.6000000000000005
684,8.4
685,9.4
686,11.0
687,10.4
688,7.8
689,6.4
690,4.8
691,4.3
692,3.8000000000000003
693,3.2
694,2.8000000000000003
695,2.4
696,2.0
697,1.7
698,1.4000000000000001
699,1.2
700,0.9
701,0.6
702,0.6
703,1.4000000000000001
704,2.8000000000000003
705,4.6000000000000005
706,6.4
707,9.0
708,10.8
709,11.8
710,13.200000000000001
711,11.8
712,9.0
713,7.2
714,6.4
715,5.4
716,4.4
717,3.9
718,3.2
719,2.5
720,2.0
721,1.8
722,1.6
723,1.4000000000000001
724,0.8
725,0.4
726,0.0
727,1.2
728,2.9
729,4.3
730,5.6000000000000005
731,6.6000000000000005
732,8.0
733,9.200000000000001
734,12.5
735,12.3
736,9.8
737,8.2
738,7.3
739,6.8
740,5.8
741,5.6000000000000005
742,5.6000000000000005
743,5.5
744,7.4
745,5.6000000000000005
746,4.9
747,6.2
748,7.4
749,7.4
750,7.4
751,7.5
752,8.3
753,9.4
754,9.4
755,9.200000000000001
756,10.4
757,9.6
758,9.200000000000001
759,8.4
760,8.2
761,8.0
762,8.0
763,8.700000000000001
764,9.4
765,9.4
766,9.3
767,9.3
768,10.0
769,9.3
770,9.5
771,9.700000000000001
772,9.9
773,9.8
774,10.200000000000001
775,10.0
776,9.8
777,10.4
778,10.3
779,10.4
780,11.6
781,12.0
782,13.200000000000001
783,13.4
784,12.200000000000001
785,12.4
786,11.0
787,10.200000000000001
788,9.0
789,8.8
790,9.4
791,9.8
792,10.1
793,10.1
794,10.1
795,10.0
796,8.8
797,7.6000000000000005
798,6.8
799,9.0
800,11.4
801,3.4
802,2.3000000000000003
803,3.0
804,3.8000000000000003
805,5.8
806,5.4
807,6.2
808,6.2
809,6.3
810,6.3
811,5.0
812,3.8000000000000003
813,3.4
814,2.9
815,2.2
816,1.5
817,1.8
818,1.8
819,1.6
820,1.0
821,0.5
822,0.2
823,-0.1
824,0.2
825,0.4
826,1.0
827,2.0
828,1.8
829,1.8
830,1.2
831,1.0
832,1.2
833,1.3
834,1.4000000000000001
835,1.2
836,1.0
837,0.8
838,0.7000000000000001
839,0.6
840,0.6
841,0.6
842,0.6
843,0.6
844,0.6
845,0.6
846,0.6
847,1.0
848,1.0
849,1.0
850,1.8
851,2.8000000000000003
852,4.2
853,5.2
854,5.0
855,4.8
856,3.8000000000000003
857,2.8000000000000003
858,1.4000000000000001
859,0.8
860,0.4
861,-0.2
862,-0.8
863,-1.2
864,-2.4
865,-1.4000000000000001
866,-1.6
867,-1.8
868,-2.6
869,-2.8000000000000003
870,-2.9
871,-2.8000000000000003
872,-2.6
873,-1.0
874,-0.2
875,-0.2
876,0.0
877,0.5
878,1.0
879,1.6
880,1.4000000000000001
881,1.1
882,1.5
883,1.3
884,1.2
885,1.0
886,0.9
887,0.8
888,1.4000000000000001
889,0.8
890,1.0
891,1.1
892,3.5
893,5.1000000000000005
894,6.2
895,6.4
896,7.3
897,6.4
898,6.2
899,8.2
900,10.200000000000001
901,10.5
902,11.0
903,9.4
904,7.4
905,6.2
906,5.0
907,5.4
908,5.8
909,6.7
910,6.7
911,6.8
912,5.4
913,6.9
914,6.4
915,6.0
916,5.0
917,4.5
918,4.8
919,3.8000000000000003
920,7.1000000000000005
921,7.8
922,8.700000000000001
923,8.8
924,7.2
925,6.6000000000000005
926,6.2
927,5.6000000000000005
928,5.0
929,4.5
930,3.8000000000000003
931,3.4
932,3.2
933,2.8000000000000003
934,2.4
935,2.2
936,1.8
937,2.0
938,2.0
939,1.8
940,1.8
941,1.7
942,1.6
943,1.8
944,2.4
945,2.9
946,3.4
947,5.4
948,6.5
949,7.4
950,8.8
951,9.0
952,7.4
953,4.6000000000000005
954,3.4
955,2.9
956,2.1
957,1.5
958,0.9
959,0.4
960,-1.0
961,0.0
962,-0.3
963,-0.7000000000000001
964,-1.4000000000000001
965,-1.7
966,-2.0
967,-2.4
968,-1.8
969,-1.4000000000000001
970,-1.0
971,-0.4
972,0.1
973,0.4
974,4.0
975,3.8000000000000003
976,3.2
977,2.2
978,2.0
979,0.9
980,0.2
981,-0.2
982,-0.3
983,-0.3
984,-0.2
985,-0.2
986,-0.2
987,-0.2
988,-0.7000000000000001
989,-1.2
990,-1.7
991,-1.5
992,-1.2
993,-1.1
994,-0.5
995,-0.3
996,0.0
997,0.1
998,0.4
999,0.2
1000,0.2
1001,0.1
1002,0.0
1003,-0.2
1004,-0.4
1005,-1.1
1006,-1.8
1007,-2.4
1008,-3.8000000000000003
1009,-2.9
1010,-3.2
1011,-3.5
1012,-4.2
1013,-4.4
1014,-4.6000000000000005
1015,-3.6
1016,-1.8
1017,-0.4
1018,0.7000000000000001
1019,2.2
1020,5.0
1021,4.8
1022,6.6000000000000005
1023,5.7
1024,4.9
1025,4.2
1026,3.4
1027,3.4
1028,3.4
1029,3.0
1030,2.6
1031,2.2
1032,0.4
1033,1.9000000000000001
1034,1.1
1035,0.5
1036,0.1
1037,-0.3
1038,-0.4
1039,-0.4
1040,-0.4
1041,-0.4
1042,-0.3
1043,0.0
1044,-0.4
1045,-0.1
1046,0.0
1047,-0.2
1048,-0.2
1049,-0.4
1050,-0.7000000000000001
1051,-0.9
1052,-1.0
1053,-1.1
1054,-1.0
1055,-1.1
1056,-1.4000000000000001
1057,-1.2
1058,-1.2
1059,-1.3
1060,-1.4000000000000001
1061,-1.5
1062,-1.4000000000000001
1063,-1.2
1064,-1.0
1065,-0.2
1066,0.0
1067,3.0
1068,1.6
1069,1.6
1070,1.4000000000000001
1071,0.8
1072,0.2
1073,-0.1
1074,-0.2
1075,-0.4
1076,-0.4
1077,-0.7000000000000001
1078,-0.9
1079,-1.0
1080,-1.8
1081,-1.2
1082,-1.4000000000000001
1083,-1.6
1084,-1.8
1085,-1.7
1086,-1.7
1087,-1.6
1088,-1.3
1089,-0.7000000000000001
1090,-0.2
1091,0.3
1092,0.7000000000000001
1093,1.2
1094,0.7000000000000001
1095,0.6
1096,0.3
1097,-0.1
1098,-0.3
1099,-0.4
1100,-0.6
1101,-0.7000000000000001
1102,-1.1
1103,-1.4000000000000001
1104,-4.2
1105,-1.8
1106,-2.5
1107,-3.1
1108,-4.5
1109,-4.8
1110,-5.0
1111,-4.4
1112,-2.2
1113,-0.8
1114,0.9
1115,2.0
1116,4.2
1117,5.2
1118,6.2
1119,6.8
1120,5.4
1121,3.2
1122,1.8
1123,1.4000000000000001
1124,1.2
1125,1.2
1126,1.2
1127,1.0
1128,0.4
1129,1.0
1130,0.8
1131,0.5
1132,0.0
1133,-1.0
1134,-1.0
1135,0.0
1136,2.0
1137,2.6
1138,4.8
1139,7.0
1140,9.6
1141,11.0
1142,12.200000000000001
1143,10.4
1144,9.1
1145,6.8
1146,6.1000000000000005
1147,7.0
1148,8.0
1149,7.9
1150,6.4
1151,6.5
1152,5.8
1153,6.6000000000000005
1154,6.2
1155,6.0
1156,5.2
1157,4.5
1158,4.0
1159,3.4
1160,2.6
1161,2.0
1162,1.6
1163,1.6
1164,1.8
1165,1.7
1166,1.8
1167,1.8
1168,1.8
1169,1.4000000000000001
1170,0.9
1171,0.4
1172,0.1
1173,-0.2
1174,-0.4
1175,-0.6
1176,-0.9
1177,-0.7000000000000001
1178,-0.7000000000000001
1179,-0.8
1180,-0.9
1181,-0.8
1182,-0.8
1183,-0.7000000000000001
1184,-0.2
1185,0.2
1186,1.0
1187,1.5
1188,1.6
1189,1.2
1190,1.8
1191,1.4000000000000001
1192,0.8
1193,0.4
1194,0.2
1195,0.2
1196,0.2
1197,-0.4
1198,-0.5
1199,-0.7000000000000001
1200,-1.2
1201,-0.9
1202,-1.0
1203,-1.0
1204,-1.2
1205,-1.4000000000000001
1206,-1.4000000000000001
1207,-1.4000000000000001
1208,-1.0
1209,-0.4
1210,-0.2
1211,0.2
1212,0.6
1213,1.2
1214,1.4000000000000001
1215,1.0
1216,1.0
1217,0.8
1218,0.8
1219,0.6
1220,0.4
1221,-0.4
1222,-0.6
1223,-0.8
1224,-1.4000000000000001
1225,-0.9
1226,-1.0
1227,-1.2
1228,-1.4000000000000001
1229,-1.6
1230,-1.6
1231,-1.4000000000000001
1232,-1.2
1233,-0.8
1234,-0.7000000000000001
1235,-0.4
1236,-0.3
1237,-0.4
1238,-0.3
1239,-0.4
1240,-0.5
1241,-0.6
1242,-0.7000000000000001
1243,-0.9
1244,-1.1
1245,-1.2
1246,-1.2
1247,-1.3
1248,-1.5
1249,-1.4000000000000001
1250,-1.4000000000000001
1251,-1.4000000000000001
1252,-1.5
1253,-1.4000000000000001
1254,-1.4000000000000001
1255,-1.2
1256,-0.7000000000000001
1257,0.0
1258,0.9
1259,0.7000000000000001
1260,1.0
1261,1.0
1262,1.0
1263,1.0
1264,1.2
1265,1.1
1266,1.2
1267,1.0
1268,1.0
1269,0.7000000000000001
1270,0.5
1271,0.4
1272,-0.2
1273,0.2
1274,-0.1
1275,-0.3
1276,-0.4
1277,-0.2
1278,0.0
1279,0.2
1280,0.5
1281,1.2
1282,1.6
1283,1.8
1284,2.0
1285,2.0
1286,2.2
1287,2.4
1288,2.6
1289,2.4
1290,2.4
1291,2.0
1292,1.6
1293,1.0
1294,0.8
1295,0.6
1296,0.2
1297,0.4
1298,0.4
1299,0.2
1300,0.2
1301,0.2
1302,0.2
1303,0.2
1304,0.2
1305,0.5
1306,0.6
1307,0.8
1308,1.0
1309,1.2
1310,1.4000000000000001
1311,0.8
1312,0.2
1313,-0.4
1314,-1.0
1315,-1.1
1316,-1.2
1317,-1.7
1318,-2.2
1319,-2.8000000000000003
1320,-3.6
1321,-3.0
1322,-3.2
1323,-3.5
1324,-3.9
1325,-4.2
1326,-4.4
1327,-5.2
1328,-5.2
1329,-5.7
1330,-5.4
1331,-4.5
1332,-4.7
1333,-4.8
1334,-5.4
1335,-6.4
1336,-6.8
1337,-7.0
1338,-7.2
1339,-7.4
1340,-7.7
1341,-8.1
1342,-8.1
1343,-8.2
1344,-8.0
1345,-8.2
1346,-8.1
1347,-8.0
1348,-8.2
1349,-8.2
1350,-8.4
1351,-7.9
1352,-7.7
1353,-6.8
1354,-6.2
1355,-5.6000000000000005
1356,-5.4
1357,-5.6000000000000005
1358,-5.8
1359,-5.7
1360,-6.8
1361,-8.2
1362,-8.6
1363,-8.700000000000001
1364,-8.8
1365,-9.200000000000001
1366,-9.5
1367,-9.9
1368,-11.200000000000001
1369,-10.200000000000001
1370,-10.5
1371,-10.8
1372,-11.6
1373,-12.0
1374,-12.0
1375,-11.6
1376,-10.8
1377,-9.8
1378,-8.700000000000001
1379,-8.2
1380,-8.6
1381,-8.0
1382,-7.5
1383,-7.4
1384,-7.4
1385,-7.6000000000000005
1386,-8.0
1387,-8.6
1388,-9.200000000000001
1389,-9.8
1390,-9.8
1391,-10.0
1392,-10.0
1393,-10.0
1394,-10.0
1395,-10.0
1396,-10.4
1397,-10.6
1398,-10.6
1399,-10.4
1400,-10.4
1401,-8.4
1402,-8.2
1403,-6.6000000000000005
1404,-6.9
1405,-6.8
1406,-4.8
1407,-5.5
1408,-6.0
1409,-7.3
1410,-9.200000000000001
1411,-10.1
1412,-11.0
1413,-11.700000000000001
1414,-12.1
1415,-12.5
1416,-12.9
1417,-13.0
1418,-12.5
1419,-11.8
1420,-11.5
1421,-11.200000000000001
1422,-11.0
1423,-9.200000000000001
1424,-8.1
1425,-7.5
1426,-6.2
1427,-4.9
1428,-4.5
1429,-3.0
1430,-2.9
1431,-2.5
1432,-3.1
1433,-3.2
1434,-3.2
1435,-3.2
1436,-3.2
1437,-3.2
1438,-3.0
1439,-2.9
1440,-2.9
1441,-2.8000000000000003
1442,-2.7
1443,-2.6
1444,-2.1
1445,-0.9
1446,0.0
1447,-0.4
1448,-0.2
1449,1.6
1450,3.6
1451,5.2
1452,6.4
1453,9.4
1454,11.4
1455,9.6
1456,9.8
1457,8.8
1458,7.1000000000000005
1459,6.7
1460,6.2
1461,5.6000000000000005
1462,5.1000000000000005
1463,4.7
1464,4.2
1465,4.0
1466,3.9
1467,3.8000000000000003
1468,3.2
1469,2.6
1470,2.4
1471,3.0
1472,6.6000000000000005
1473,8.2
1474,8.8
1475,9.8
1476,8.9
1477,9.5
1478,8.9
1479,8.6
1480,8.4
1481,8.0
1482,7.0
1483,6.2
1484,5.4
1485,5.4
1486,5.0
1487,4.8
1488,4.6000000000000005
1489,4.0
1490,3.4
1491,2.8000000000000003
1492,2.2
1493,1.2
1494,1.2
1495,1.1
1496,0.8
1497,1.1
1498,1.6
1499,2.4
1500,3.3000000000000003
1501,4.4
1502,5.6000000000000005
1503,5.1000000000000005
1504,5.2
1505,5.0
1506,4.6000000000000005
1507,4.4
1508,4.3
1509,4.1
1510,3.8000000000000003
1511,3.6
1512,3.5
1513,3.0
1514,2.5
1515,2.2
1516,2.2
1517,2.1
1518,2.0
1519,2.4
1520,2.6
1521,2.8000000000000003
1522,3.0
1523,4.0
1524,5.0
1525,5.9
1526,6.2
1527,6.7
1528,6.6000000000000005
1529,5.8
1530,5.5
1531,5.4
1532,5.1000000000000005
1533,5.0
1534,4.9
1535,4.7
1536,4.4
1537,4.4
1538,4.3
1539,4.5
1540,4.7
1541,4.9
1542,5.2
1543,6.4
1544,9.0
1545,10.0
1546,10.200000000000001
1547,10.200000000000001
1548,11.4
1549,10.0
1550,9.6
1551,8.0
1552,6.4
1553,6.8
1554,7.6000000000000005
1555,7.0
1556,6.4
1557,6.2
1558,6.2
1559,6.3
1560,6.4
1561,6.5
1562,6.5
1563,6.6000000000000005
1564,6.4
1565,6.2
1566,5.4
1567,6.8
1568,10.4
1569,11.4
1570,12.4
1571,12.200000000000001
1572,10.8
1573,10.8
1574,8.6
1575,8.9
1576,9.6
1577,7.8
1578,6.8
1579,6.6000000000000005
1580,6.5
1581,6.2
1582,5.8
1583,5.4
1584,5.2
1585,5.2
1586,5.1000000000000005
1587,5.1000000000000005
1588,4.7
1589,4.4
1590,4.4
1591,4.6000000000000005
1592,4.8
1593,5.6000000000000005
1594,6.2
1595,7.6000000000000005
1596,7.7
1597,8.4
1598,9.0
1599,7.8
1600,7.5
1601,5.5
1602,4.3
1603,2.8000000000000003
1604,1.7
1605,1.2
1606,0.8
1607,0.5
1608,0.2
1609,-0.1
1610,-0.4
1611,-0.5
1612,-0.7000000000000001
1613,-0.3
1614,0.0
1615,1.4000000000000001
1616,4.7
1617,6.8
1618,10.9
1619,12.0
1620,12.4
1621,13.5
1622,13.700000000000001
1623,13.9
1624,12.8
1625,10.8
1626,8.0
1627,6.1000000000000005
1628,5.4
1629,5.0
1630,4.1
1631,3.4
1632,3.0
1633,2.5
1634,2.2
1635,1.9000000000000001
1636,1.9000000000000001
1637,2.0
1638,2.0
1639,3.0
1640,6.2
1641,8.0
1642,11.4
1643,12.4
1644,14.0
1645,13.6
1646,14.200000000000001
1647,14.200000000000001
1648,12.8
1649,11.6
1650,10.700000000000001
1651,10.200000000000001
1652,9.8
1653,8.8
1654,8.5
1655,8.2
1656,7.8
1657,7.7
1658,7.9
1659,8.0
1660,6.3
1661,4.6000000000000005
1662,4.4
1663,7.0
1664,10.4
1665,14.6
1666,15.6
1667,16.6
1668,17.6
1669,16.6
1670,16.6
1671,16.6
1672,16.3
1673,15.6
1674,14.8
1675,14.6
1676,14.200000000000001
1677,13.8
1678,13.4
1679,13.200000000000001
1680,13.0
1681,13.0
1682,13.0
1683,13.0
1684,12.6
1685,12.4
1686,12.4
1687,12.8
1688,14.4
1689,15.200000000000001
1690,15.8
1691,15.4
1692,14.700000000000001
1693,15.0
1694,16.0
1695,15.200000000000001
1696,13.3
1697,12.4
1698,11.1
1699,10.700000000000001
1700,10.0
1701,9.9
1702,9.5
1703,9.0
1704,8.8
1705,8.0
1706,7.2
1707,6.7
1708,6.4
1709,6.2
1710,6.0
1711,7.7
1712,10.4
1713,12.4
1714,12.1
1715,13.0
1716,10.6
1717,10.200000000000001
1718,12.6
1719,11.3
1720,11.4
1721,10.4
1722,10.200000000000001
1723,10.0
1724,9.700000000000001
1725,9.200000000000001
1726,9.0
1727,8.9
1728,8.8
1729,8.4
1730,7.9
1731,7.4
1732,7.0
1733,6.6000000000000005
1734,6.6000000000000005
1735,7.6000000000000005
1736,8.6
1737,8.9
1738,11.3
1739,11.4
1740,11.200000000000001
1741,10.200000000000001
1742,9.4
1743,9.6
1744,6.8
1745,5.7
1746,4.8
1747,4.4
1748,4.0
1749,4.1
1750,4.1
1751,4.0
1752,4.0
1753,3.6
1754,3.2
1755,3.0
1756,2.8000000000000003
1757,2.4
1758,2.0
1759,3.5
1760,5.4
1761,8.700000000000001
1762,10.4
1763,11.700000000000001
1764,12.200000000000001
1765,13.200000000000001
1766,13.700000000000001
1767,13.200000000000001
1768,12.0
1769,11.200000000000001
1770,10.4
1771,10.200000000000001
1772,10.0
1773,10.200000000000001
1774,10.200000000000001
1775,10.0
1776,10.0
1777,9.5
1778,9.0
1779,8.4
1780,8.2
1781,8.4
1782,8.5
1783,10.0
1784,12.200000000000001
1785,12.8
1786,13.6
1787,13.8
1788,13.6
1789,13.200000000000001
1790,12.1
1791,11.8
1792,12.8
1793,11.1
1794,10.4
1795,10.5
1796,10.6
1797,9.4
1798,9.200000000000001
1799,8.8
1800,8.6
1801,8.5
1802,8.700000000000001
1803,9.0
1804,8.5
1805,8.0
1806,8.0
1807,8.2
1808,10.0
1809,11.1
1810,12.8
1811,12.6
1812,13.6
1813,14.200000000000001
1814,14.6
1815,15.6
1816,14.700000000000001
1817,14.200000000000001
1818,13.4
1819,12.6
1820,12.200000000000001
1821,9.200000000000001
1822,8.6
1823,8.2
1824,7.8
1825,7.2
1826,6.8
1827,6.6000000000000005
1828,6.6000000000000005
1829,6.5
1830,6.4
1831,6.7
1832,7.2
1833,8.1
1834,10.8
1835,12.5
1836,13.200000000000001
1837,13.4
1838,12.200000000000001
1839,10.5
1840,10.0
1841,9.0
1842,8.5
1843,7.5
1844,7.0
1845,6.8
1846,5.1000000000000005
1847,3.9
1848,2.8000000000000003
1849,2.0
1850,1.5
1851,1.3
1852,0.9
1853,0.7000000000000001
1854,0.5
1855,0.2
1856,1.9000000000000001
1857,2.4
1858,2.0
1859,2.3000000000000003
1860,2.4
1861,2.4
1862,2.6
1863,2.8000000000000003
1864,2.0
1865,1.0
1866,0.2
1867,-0.1
