YEAR;MO;DY;HR;T2M;WS10M;WS50M;WD10M
2021;1;1;0;1.17;1.64;2.78;224.04
2021;1;1;1;1.23;1.59;2.8;228.58
2021;1;1;2;0.92;1.61;2.63;227.95
2021;1;1;3;0.82;1.59;2.51;224.2
2021;1;1;4;0.65;1.63;2.48;220.72
2021;1;1;5;0.63;1.69;2.55;216.55
2021;1;1;6;0.58;1.79;2.74;204.55
2021;1;1;7;0.47;1.96;3.07;194.04
2021;1;1;8;2.04;1.96;3.38;185.26
2021;1;1;9;3.67;3.29;3.99;180.95
2021;1;1;10;4.41;4.13;4.76;181.19
2021;1;1;11;4.72;4.48;5.14;179.6
2021;1;1;12;4.74;4.74;5.51;178.49
2021;1;1;13;4.7;4.72;5.56;176.58
2021;1;1;14;4.51;4.18;5.06;173.13
2021;1;1;15;4.03;3.06;4.87;170.01
2021;1;1;16;3.23;2.87;5.63;169.33
2021;1;1;17;3.16;3.19;6.08;165.96
2021;1;1;18;2.9;3.25;6.16;162.22
2021;1;1;19;2.08;3.02;6;158.28
2021;1;1;20;2.17;3.07;6.13;156.63
2021;1;1;21;2.37;3.16;6.14;156.22
2021;1;1;22;2.42;3.12;6.06;154.46
2021;1;1;23;2.58;3.07;6.04;153.11
2021;1;2;0;2.79;3.22;6.19;152.57
2021;1;2;1;3.18;3.5;6.38;152.46
2021;1;2;2;3.67;4.09;6.67;154.66
2021;1;2;3;4.19;4.67;6.96;156.22
2021;1;2;4;4.55;4.89;7.14;156.67
2021;1;2;5;4.88;5.08;7.39;156.99
2021;1;2;6;5.05;5.1;7.59;156.89
2021;1;2;7;5.1;4.91;7.29;155.64
2021;1;2;8;5.67;5.06;6.94;156.44
2021;1;2;9;6.39;5.53;7.08;157.39
2021;1;2;10;7.01;6.98;8.94;162.36
2021;1;2;11;7.25;7.59;9.51;165.15
2021;1;2;12;7.3;7.4;9.17;163.63
2021;1;2;13;7.29;7.14;8.92;156.46
2021;1;2;14;7.1;7.28;9.17;148.12
2021;1;2;15;6.6;7.04;9.35;152.64
2021;1;2;16;6.29;6.81;9.37;154.82
2021;1;2;17;6.19;7.23;9.8;158.45
2021;1;2;18;6.14;7.63;10.22;163.29
2021;1;2;19;5.87;7.66;10.08;168.12
2021;1;2;20;4.87;6.9;9.12;170.36
2021;1;2;21;3.98;5.56;7.51;165.44
2021;1;2;22;3.42;4.71;6.51;158.38
2021;1;2;23;2.73;3.69;5.08;154.03
2021;1;3;0;1.94;2.68;3.43;153.73
2021;1;3;1;2.12;1.82;2.43;172.11
2021;1;3;2;2.73;1.35;2.42;200.75
2021;1;3;3;3;1.15;2.15;207.09
2021;1;3;4;2.87;1.38;2.28;180.65
2021;1;3;5;2.55;1.79;3.17;157.36
2021;1;3;6;2.35;2.05;3.65;147.16
2021;1;3;7;1.91;2.24;3.86;139.81
2021;1;3;8;3.76;2.64;4.29;146.59
2021;1;3;9;5.36;3.85;4.64;154.42
2021;1;3;10;6.33;4.67;5.71;167.06
2021;1;3;11;6.71;5.7;7.12;175.6
2021;1;3;12;6.83;6.2;7.71;179.57
2021;1;3;13;6.64;5.74;6.83;178.75
2021;1;3;14;6.22;5.01;6.21;176.42
2021;1;3;15;5.75;4.57;6.23;177.45
2021;1;3;16;5.23;3.99;6.19;179.33
2021;1;3;17;5.06;3.81;6.14;181.29
2021;1;3;18;4.77;3.45;6.05;182.21
2021;1;3;19;4.62;3.33;6.25;183.5
2021;1;3;20;4.25;3.09;6.21;184.2
2021;1;3;21;3.63;2.86;5.81;185.32
2021;1;3;22;2.98;2.93;5.64;185.66
2021;1;3;23;2.32;3.09;5.78;186.24
2021;1;4;0;1.75;3.13;5.54;184.29
2021;1;4;1;1.47;2.85;4.61;179.84
2021;1;4;2;1.32;2.52;3.84;173.42
2021;1;4;3;1.31;2.35;3.47;169.47
2021;1;4;4;1.37;2.2;3.08;158.99
2021;1;4;5;1.41;2.33;3.39;145.51
2021;1;4;6;2.26;1.94;2.75;144.19
2021;1;4;7;2.94;1.57;2.2;153.05
2021;1;4;8;3.2;1.54;2.16;165.89
2021;1;4;9;4.25;0.67;0.91;177.34
2021;1;4;10;4.69;0.46;0.62;318.45
2021;1;4;11;5.17;0.89;1.25;344.74
2021;1;4;12;5.48;1.28;1.68;353
2021;1;4;13;5.48;1.46;1.97;1.84
2021;1;4;14;5.23;1.35;2.06;357.68
2021;1;4;15;4.43;1.33;2.02;341.88
2021;1;4;16;3.12;1.57;2.12;338.94
2021;1;4;17;2.56;1.51;2;345.89
2021;1;4;18;2.19;1.4;1.84;349.07
2021;1;4;19;1.69;1.4;1.85;345.11
2021;1;4;20;1.27;1.32;1.74;338.45
2021;1;4;21;0.84;1.05;1.41;326.19
2021;1;4;22;1.13;0.82;1.04;304.9
2021;1;4;23;0.98;0.77;0.98;276.98
2021;1;5;0;0.8;0.76;0.96;261.12
2021;1;5;1;0.67;0.66;0.84;250.71
2021;1;5;2;0.58;0.58;0.76;232.06
2021;1;5;3;0.44;0.71;0.96;206.85
2021;1;5;4;0.18;0.91;1.26;186.88
2021;1;5;5;0.06;1.2;1.65;169.86
2021;1;5;6;0.01;1.55;2.17;163.02
2021;1;5;7;0.12;1.79;2.58;160.14
2021;1;5;8;1.62;1.81;3.03;162.11
2021;1;5;9;3.4;2.67;3.33;166.45
2021;1;5;10;4.33;3.7;4.29;172.49
2021;1;5;11;4.73;4.08;4.63;175.28
2021;1;5;12;4.58;4.21;4.85;175.21
2021;1;5;13;4.18;3.92;4.69;170.82
2021;1;5;14;3.47;2.89;4.45;164.8
2021;1;5;15;2.7;2.55;4.87;159.73
2021;1;5;16;2.45;2.6;4.97;155.51
2021;1;5;17;2.82;2.98;5.18;154.38
2021;1;5;18;3.05;3.45;5.37;151.58
2021;1;5;19;3.16;3.57;5.44;149.62
2021;1;5;20;3.48;4.04;6.12;159.5
2021;1;5;21;4.09;4.57;6.85;173.32
2021;1;5;22;4.57;5.63;7.87;183.74
2021;1;5;23;4.36;5.56;8.22;187.26
2021;1;6;0;4.05;5.33;8.04;183.19
2021;1;6;1;4.01;5.29;7.92;177.8
2021;1;6;2;4.16;6.16;8.38;179.27
2021;1;6;3;4.19;6.24;8.12;186.4
2021;1;6;4;4.26;5.37;7.12;191.57
2021;1;6;5;4.05;5.01;6.73;199.48
2021;1;6;6;3.34;5.12;6.9;211.22
2021;1;6;7;3.46;4.13;5.84;217.3
2021;1;6;8;3.9;3.65;5.64;216.11
2021;1;6;9;4.27;4.64;5.89;213.26
2021;1;6;10;4.58;5.15;6.25;208.74
2021;1;6;11;4.8;5.56;6.71;208.73
2021;1;6;12;4.8;5.39;6.52;207.09
2021;1;6;13;4.39;4.6;5.53;208.09
2021;1;6;14;3.68;3.49;4.39;208.52
2021;1;6;15;2.89;2.59;3.4;208.65
2021;1;6;16;2.24;1.72;2.23;225
2021;1;6;17;1.28;1.4;1.64;276.41
2021;1;6;18;1.01;1.46;1.82;300.81
2021;1;6;19;0.83;1.42;1.97;312.55
2021;1;6;20;0.54;1.29;2.33;316.47
2021;1;6;21;0.3;1.25;2.43;311.69
2021;1;6;22;0.23;1.01;1.86;308.73
2021;1;6;23;0.4;0.79;1.25;298.84
2021;1;7;0;0.58;0.68;1.04;281.96
2021;1;7;1;0.6;0.65;0.97;274.82
2021;1;7;2;0.34;0.85;1.22;274.76
2021;1;7;3;-0.39;1.07;1.49;285.26
2021;1;7;4;-0.75;1.15;1.57;305.31
2021;1;7;5;-0.94;1.03;1.42;334.98
2021;1;7;6;-1.44;1.16;1.67;10.48
2021;1;7;7;-1.1;1.5;2.13;34.35
2021;1;7;8;-0.41;2.06;2.17;45.77
2021;1;7;9;0.86;1.89;1.88;53.22
2021;1;7;10;2.18;1.3;1.3;64.36
2021;1;7;11;2.44;1;1.11;71.85
2021;1;7;12;2.62;1.18;1.27;71.09
2021;1;7;13;2.84;1.37;1.49;67.53
2021;1;7;14;2.68;1.21;1.66;68.06
2021;1;7;15;1.77;1.19;1.86;75.51
2021;1;7;16;0.98;1.52;2.25;84.7
2021;1;7;17;0.62;1.71;2.58;88.69
2021;1;7;18;0.3;1.81;2.78;87.29
2021;1;7;19;0;1.95;3.2;84.49
2021;1;7;20;-0.25;2.02;3.47;79.3
2021;1;7;21;-0.46;2.08;3.67;72.04
2021;1;7;22;-0.59;2.1;3.72;67.05
2021;1;7;23;-0.59;1.95;3.4;63.85
2021;1;8;0;-0.7;2.04;3.67;57.53
2021;1;8;1;-0.67;2.28;4.21;56.75
2021;1;8;2;-0.95;2.46;4.44;55.5
2021;1;8;3;-0.71;2.43;4.46;54.42
2021;1;8;4;-0.45;2.32;4.29;52.13
2021;1;8;5;-0.42;2.14;4;47.07
2021;1;8;6;-0.38;2;3.71;40.09
2021;1;8;7;-0.23;1.99;3.63;38.45
2021;1;8;8;0.26;2.41;3.3;38.02
2021;1;8;9;0.7;2.7;3.01;41.59
2021;1;8;10;0.96;2.58;2.79;45.86
2021;1;8;11;1.05;2.67;2.87;42.15
2021;1;8;12;1.17;3.01;3.31;36.13
2021;1;8;13;1.05;3.38;3.77;33.1
2021;1;8;14;0.83;3.86;4.35;34.69
2021;1;8;15;0.19;4.17;5.03;36.16
2021;1;8;16;-0.77;4.28;5.71;37.29
2021;1;8;17;-1.42;4.24;5.74;37.74
2021;1;8;18;-2.19;4.22;6.17;37.55
2021;1;8;19;-2.85;4.82;7.15;39.47
2021;1;8;20;-2.93;5;6.95;40.63
2021;1;8;21;-3.29;5.11;7.08;42.77
2021;1;8;22;-3.4;5.4;7.33;41.83
2021;1;8;23;-3.22;5.53;7.23;40.93
2021;1;9;0;-3.4;5.22;7.07;40.57
2021;1;9;1;-3.54;4.84;6.75;39.57
2021;1;9;2;-3.64;4.6;6.5;38.45
2021;1;9;3;-3.52;4.91;6.54;39.84
2021;1;9;4;-3.42;4.98;6.44;42.2
2021;1;9;5;-3.47;5.02;6.56;43.23
2021;1;9;6;-3.58;4.99;6.58;43.86
2021;1;9;7;-3.43;5.27;6.68;46.74
2021;1;9;8;-2.18;5.68;6.37;51.93
2021;1;9;9;-0.74;6.21;6.79;56.71
2021;1;9;10;0.24;6.25;6.82;62.22
2021;1;9;11;1.08;5.83;6.4;63.74
2021;1;9;12;1.24;5.47;6.11;65.52
2021;1;9;13;0.99;4.43;5.16;64.2
2021;1;9;14;0.2;3.95;4.83;50.93
2021;1;9;15;-0.68;4.03;5.34;50.51
2021;1;9;16;-1.37;3.75;5.07;43.4
2021;1;9;17;-1.72;4.83;6.02;53.56
2021;1;9;18;-1.99;4.92;6.06;57.57
2021;1;9;19;-2.24;4.6;5.69;54.82
2021;1;9;20;-2.51;4.6;5.61;53.07
2021;1;9;21;-2.73;4.8;5.89;53.47
2021;1;9;22;-3.11;4.59;5.35;47.97
2021;1;9;23;-3.35;4.72;5.44;45.34
2021;1;10;0;-3.39;5;5.75;45.32
2021;1;10;1;-3.6;5.06;5.84;45
2021;1;10;2;-3.88;4.8;5.47;44.8
2021;1;10;3;-3.61;5.18;5.68;46.77
2021;1;10;4;-3.35;5.82;6.38;48.16
2021;1;10;5;-3.24;5.8;6.49;49.32
2021;1;10;6;-3.1;6.16;6.74;49.06
2021;1;10;7;-3;5.96;6.53;47.87
2021;1;10;8;-2.67;6.23;6.6;50.04
2021;1;10;9;-2.1;6.46;6.74;51.09
2021;1;10;10;-1.49;6.34;6.81;51.1
2021;1;10;11;-1.08;5.88;6.35;49.47
2021;1;10;12;-0.54;5.79;6.2;50.2
2021;1;10;13;-0.12;5.72;6.12;49.26
2021;1;10;14;-0.23;5.68;6.03;43.27
2021;1;10;15;-0.83;5.97;6.52;41.55
2021;1;10;16;-1.12;6.19;6.97;44.23
2021;1;10;17;-0.57;5.88;6.93;43.82
2021;1;10;18;-0.56;6.19;7.07;40.75
2021;1;10;19;-0.8;5.97;6.53;38.14
2021;1;10;20;-0.57;5.26;5.95;36.55
2021;1;10;21;-0.73;5.59;6.54;33.67
2021;1;10;22;-1.61;6.43;6.84;31.49
2021;1;10;23;-2.77;7.12;7.29;31.86
2021;1;11;0;-3.45;7.46;7.64;32.56
2021;1;11;1;-3.9;7.5;7.78;34.35
2021;1;11;2;-4.18;7.39;7.74;36.7
2021;1;11;3;-4.38;7.24;7.68;39.08
2021;1;11;4;-4.53;7.07;7.62;42.13
2021;1;11;5;-4.63;6.98;7.61;44.95
2021;1;11;6;-4.7;6.91;7.63;46.47
2021;1;11;7;-4.67;6.75;7.47;47.02
2021;1;11;8;-4.09;6.68;7.26;47.46
2021;1;11;9;-3.18;6.46;6.86;47.4
2021;1;11;10;-2.24;6;6.25;46.58
2021;1;11;11;-1.31;5.41;5.54;46.05
2021;1;11;12;-0.56;4.96;5.08;45.19
2021;1;11;13;-0.29;4.68;4.85;45.07
2021;1;11;14;-0.57;4.48;4.76;44.93
2021;1;11;15;-1.28;4.33;4.89;43.39
2021;1;11;16;-2.56;4.17;5.2;43.33
2021;1;11;17;-3.74;4.44;5.54;43.29
2021;1;11;18;-4.81;4.6;5.67;41.97
2021;1;11;19;-5.76;4.79;5.81;40.97
2021;1;11;20;-6.29;4.98;6;39.91
2021;1;11;21;-6.6;5.11;6.13;38.85
2021;1;11;22;-6.91;5.1;6.08;38.15
2021;1;11;23;-7.05;5;5.95;38.21
2021;1;12;0;-7.02;4.87;5.86;38.62
2021;1;12;1;-6.92;4.79;5.83;37.92
2021;1;12;2;-6.83;4.7;5.77;37.31
2021;1;12;3;-6.73;4.59;5.66;37.46
2021;1;12;4;-6.53;4.52;5.57;38.69
2021;1;12;5;-6.36;4.4;5.42;38.66
2021;1;12;6;-6.45;4.17;5.26;37.62
2021;1;12;7;-6.58;4.06;5.11;36.47
2021;1;12;8;-5.6;4.35;4.75;34.92
2021;1;12;9;-4.37;4.14;4.05;32.91
2021;1;12;10;-2.74;3.62;3.55;28.89
2021;1;12;11;-0.79;3.22;3.28;25.32
2021;1;12;12;0.03;2.92;3.04;19.41
2021;1;12;13;0.48;2.72;3.15;17.71
2021;1;12;14;0.23;2.91;3.43;23.6
2021;1;12;15;-0.77;2.9;3.68;29.53
2021;1;12;16;-2.91;2.81;4.14;32.63
2021;1;12;17;-4.43;3.7;4.72;37.35
2021;1;12;18;-5.51;4.26;5.23;40.76
2021;1;12;19;-6.52;4.24;5.05;39.99
2021;1;12;20;-7.34;4.14;4.85;38.25
2021;1;12;21;-7.65;4.1;4.79;36.72
2021;1;12;22;-7.45;3.89;4.56;33.12
2021;1;12;23;-7.05;3.6;4.33;27.4
2021;1;13;0;-6.68;3.22;4.16;22.4
2021;1;13;1;-6.58;2.51;3.87;17.93
2021;1;13;2;-6.57;2.05;3.38;9
2021;1;13;3;-5.82;1.88;2.97;357.61
2021;1;13;4;-4.99;1.89;2.82;345.62
2021;1;13;5;-4.31;1.99;2.93;344.76
2021;1;13;6;-4.01;2.11;3.02;355.75
2021;1;13;7;-3.7;2.24;3.23;11.9
2021;1;13;8;-2.2;2.06;3.41;26.37
2021;1;13;9;-0.2;2.43;3.4;36.35
2021;1;13;10;0.37;3.16;3.66;33.3
2021;1;13;11;0.34;4.07;4.67;29.96
2021;1;13;12;0.21;5.03;5.81;35.71
2021;1;13;13;0.11;5.47;6.36;43.26
2021;1;13;14;-0.33;5.36;6.37;39.38
2021;1;13;15;-1.2;4.87;6.3;35.66
2021;1;13;16;-3.36;4.21;6.56;34.87
2021;1;13;17;-5.27;4.05;6.5;33.6
2021;1;13;18;-6.56;3.76;6.3;32.27
2021;1;13;19;-7.41;3.46;5.86;30.68
2021;1;13;20;-7.99;2.87;4.52;28.66
2021;1;13;21;-8.37;2.68;4.08;27.98
2021;1;13;22;-8.56;2.53;3.66;27.44
2021;1;13;23;-8.63;2.3;3.19;25.52
2021;1;14;0;-8.59;2.03;2.75;23.31
2021;1;14;1;-8.42;1.62;2.11;29.54
2021;1;14;2;-8.19;1.23;1.58;44.74
2021;1;14;3;-7.82;0.8;0.94;63.18
2021;1;14;4;-7.49;0.45;0.43;84.99
2021;1;14;5;-6.79;0.35;0.39;159.15
2021;1;14;6;-6.26;0.92;1.14;166.68
2021;1;14;7;-5.9;1.47;2.01;165.23
2021;1;14;8;-4.8;1.63;2.73;171.71
2021;1;14;9;-3.17;2.1;2.67;173.8
2021;1;14;10;-2.34;2.32;2.61;175.75
2021;1;14;11;-1.22;2.06;2.36;186.75
2021;1;14;12;-0.47;0.81;1.02;219.52
2021;1;14;13;-0.2;1.31;1.41;14.53
2021;1;14;14;-0.24;3.31;3.75;24.69
2021;1;14;15;-0.56;3.58;4.68;25.84
2021;1;14;16;-1.88;4.05;6.34;22.91
2021;1;14;17;-3.55;5.01;7.72;25.01
2021;1;14;18;-4.66;5.59;8.5;26.57
2021;1;14;19;-5.3;5.51;8.4;26.6
2021;1;14;20;-6.24;4.84;7.69;27.72
2021;1;14;21;-7;4.48;7.23;28.75
2021;1;14;22;-7.52;4.2;6.91;28.66
2021;1;14;23;-8.07;3.98;6.73;29.03
2021;1;15;0;-8.58;3.83;6.59;30.54
2021;1;15;1;-9.08;3.64;6.34;33.08
2021;1;15;2;-9.52;3.5;6.14;34.82
2021;1;15;3;-9.94;3.36;5.78;37.06
2021;1;15;4;-10.27;3.17;5.24;39.61
2021;1;15;5;-10.48;3.08;4.95;41.5
2021;1;15;6;-10.65;3.04;4.87;43.13
2021;1;15;7;-10.48;3.02;4.91;44.06
2021;1;15;8;-7.81;3.63;4.8;44.56
2021;1;15;9;-5.05;4.87;5.67;46.37
2021;1;15;10;-3.91;5.16;5.66;47.95
2021;1;15;11;-3.09;4.97;5.42;47.23
2021;1;15;12;-2.59;4.94;5.4;46.15
2021;1;15;13;-2.57;5.1;5.65;44.88
2021;1;15;14;-2.99;5.23;6.02;43.85
2021;1;15;15;-4.27;4.82;6.16;42.77
2021;1;15;16;-6.7;4.42;6.42;42.71
2021;1;15;17;-7.74;4.63;6.91;42.81
2021;1;15;18;-8.05;4.73;7.17;43.33
2021;1;15;19;-7.96;4.82;7.42;43.23
2021;1;15;20;-7.76;4.86;7.6;41.94
2021;1;15;21;-7.59;5;7.8;41.01
2021;1;15;22;-7.59;5.25;8;39.63
2021;1;15;23;-7.84;5.55;8.26;38.82
2021;1;16;0;-8.27;5.81;8.55;37.79
2021;1;16;1;-8.5;6.15;8.97;36.94
2021;1;16;2;-8.38;6.57;9.49;35.13
2021;1;16;3;-8.12;7.27;10.07;33.47
2021;1;16;4;-8.2;7.71;10.23;33.55
2021;1;16;5;-8.63;7.62;9.9;34.18
2021;1;16;6;-9.27;7.2;9.41;34.71
2021;1;16;7;-10.33;6.2;7.85;33.01
2021;1;16;8;-9.53;6.09;7.01;31.1
2021;1;16;9;-7.61;6.77;7.8;31.42
2021;1;16;10;-6.01;7.55;8.96;29.86
2021;1;16;11;-5;7.98;9.63;27.14
2021;1;16;12;-4.75;7.87;9.5;25.47
2021;1;16;13;-4.62;7.41;8.98;24.21
2021;1;16;14;-4.81;6.79;8.35;22.11
2021;1;16;15;-5.64;5.63;7.44;19.21
2021;1;16;16;-7.53;4.52;6.62;17.81
2021;1;16;17;-8.75;4.16;6.02;18.84
2021;1;16;18;-9.23;3.88;5.59;20.41
2021;1;16;19;-9.49;3.44;5.04;21.61
2021;1;16;20;-9.7;2.93;4.37;20.75
2021;1;16;21;-9.99;2.51;3.91;19.62
2021;1;16;22;-10.13;2.14;3.38;19.82
2021;1;16;23;-10.17;1.92;3.03;15.79
2021;1;17;0;-10.41;1.97;3.09;9.61
2021;1;17;1;-10.35;1.96;3.06;12.65
2021;1;17;2;-9.96;1.99;2.78;22.14
2021;1;17;3;-9.67;1.97;2.55;27.18
2021;1;17;4;-9.43;1.97;2.36;30.85
2021;1;17;5;-9.22;1.9;2.15;34.8
2021;1;17;6;-9.03;1.63;1.82;39.35
2021;1;17;7;-8.83;1.31;1.44;46.69
2021;1;17;8;-7.56;0.65;0.53;42.09
2021;1;17;9;-5.56;1.01;1.37;254.24
2021;1;17;10;-4.42;2.08;2.42;235.24
2021;1;17;11;-3.45;2.74;3.11;227.89
2021;1;17;12;-2.81;3.01;3.38;225
2021;1;17;13;-2.63;2.72;3.04;222.67
2021;1;17;14;-2.7;1.96;2.24;218.37
2021;1;17;15;-3.03;1.01;1.21;214.3
2021;1;17;16;-3.59;0.22;0.28;216.47
2021;1;17;17;-4.24;0.65;0.92;34.65
2021;1;17;18;-4.99;1.46;2.36;38.71
2021;1;17;19;-5.87;2.25;3.64;39.78
2021;1;17;20;-7.08;3.14;4.85;39.44
2021;1;17;21;-8.42;3.95;5.44;40.11
2021;1;17;22;-9.61;4.63;5.77;37.93
2021;1;17;23;-10.33;4.99;6.05;37.62
2021;1;18;0;-11.01;4.87;6.04;38.1
2021;1;18;1;-11.4;4.64;5.95;38.78
2021;1;18;2;-11.54;4.33;5.83;39.51
2021;1;18;3;-11.49;4.13;5.74;39.63
2021;1;18;4;-11.39;4.02;5.6;40.59
2021;1;18;5;-11.49;3.83;5.29;41.78
2021;1;18;6;-11.77;3.99;5.79;41.99
2021;1;18;7;-11.77;4.37;5.79;40.07
2021;1;18;8;-10.01;4.61;5.75;37.63
2021;1;18;9;-7.99;5.45;6.12;37.54
2021;1;18;10;-6.86;5.35;5.83;37.71
2021;1;18;11;-5.81;5.19;5.63;35.44
2021;1;18;12;-4.95;5.26;5.76;32.39
2021;1;18;13;-4.26;5.18;5.75;30.86
2021;1;18;14;-4.11;4.68;5.36;29.86
2021;1;18;15;-5.19;3.79;4.68;29.26
2021;1;18;16;-7.1;3.25;4.1;29.22
2021;1;18;17;-7.84;3.42;4.06;29.08
2021;1;18;18;-7.99;3.48;4.12;28.12
2021;1;18;19;-7.94;3.42;4.24;26.92
2021;1;18;20;-8;3.19;4.37;26.31
2021;1;18;21;-8.36;3;4.55;26.57
2021;1;18;22;-8.67;2.88;4.6;25.52
2021;1;18;23;-8.74;2.84;4.63;22.83
2021;1;19;0;-8.65;2.83;4.61;20.69
2021;1;19;1;-8.48;2.74;4.28;20.71
2021;1;19;2;-8.28;2.54;3.75;21.83
2021;1;19;3;-8.24;2.39;3.41;22.11
2021;1;19;4;-8.2;2.29;3.24;21.58
2021;1;19;5;-8.19;2.18;3.05;23.17
2021;1;19;6;-8.11;2.01;2.77;25.37
2021;1;19;7;-7.81;1.78;2.5;26.9
2021;1;19;8;-5.74;1.79;2.14;25.33
2021;1;19;9;-3.67;1.56;1.53;22.97
2021;1;19;10;-1.35;0.47;0.74;314.33
2021;1;19;11;0.76;2.39;3.04;246.7
2021;1;19;12;1.12;2.91;3.63;246.46
2021;1;19;13;1.08;2.95;3.66;243.03
2021;1;19;14;0.82;2.67;3.44;234.4
2021;1;19;15;-0.08;1.86;3.31;224.49
2021;1;19;16;-1.77;2.05;3.33;217.87
2021;1;19;17;-2.13;2.11;3.51;214.75
2021;1;19;18;-1.92;2.12;3.7;216.91
2021;1;19;19;-1.47;2.1;3.9;218.36
2021;1;19;20;-1.21;2.12;3.97;220.08
2021;1;19;21;-1.09;2.16;4.03;220.6
2021;1;19;22;-1.29;2.27;4.19;216.75
2021;1;19;23;-1.28;2.41;4.44;212.97
2021;1;20;0;-1.45;2.56;4.66;208.99
2021;1;20;1;-1.48;2.59;4.62;203.86
2021;1;20;2;-1.56;2.58;4.63;198.87
2021;1;20;3;-1.75;2.55;4.51;192.59
2021;1;20;4;-2;2.43;4;190.37
2021;1;20;5;-1.85;2.26;3.5;189.14
2021;1;20;6;-1.7;2.23;3.39;186.45
2021;1;20;7;-1.47;2.19;3.29;184.29
2021;1;20;8;0.38;1.99;3.33;187.21
2021;1;20;9;2.25;2.47;3.57;191.13
2021;1;20;10;2.99;2.98;3.99;191.81
2021;1;20;11;3.32;3.57;4.69;194.43
2021;1;20;12;3.34;3.59;4.61;191.55
2021;1;20;13;3.19;3.4;4.57;188.34
2021;1;20;14;2.76;2.83;4.35;185.22
2021;1;20;15;1.77;2.46;4.64;184.19
2021;1;20;16;1.08;2.71;5.12;186.78
2021;1;20;17;1.05;2.83;5.37;188.26
2021;1;20;18;1.13;2.85;5.44;187.24
2021;1;20;19;1.1;2.9;5.55;185.25
2021;1;20;20;1.15;3;5.83;182.09
2021;1;20;21;1.46;3.14;6.16;179.43
2021;1;20;22;1.75;3.3;6.45;177.42
2021;1;20;23;1.97;3.48;6.75;179.1
2021;1;21;0;2.14;3.61;7;182.23
2021;1;21;1;2.3;3.65;7.09;184.66
2021;1;21;2;2.4;3.69;7.26;185.22
2021;1;21;3;2.51;3.7;7.15;185.82
2021;1;21;4;2.45;3.67;7.27;186.85
2021;1;21;5;2.18;3.72;7.34;189.07
2021;1;21;6;2.23;3.64;7.29;188.39
2021;1;21;7;2.38;3.57;7.05;189.69
2021;1;21;8;3.37;3.77;7.15;190.26
2021;1;21;9;4.16;4.07;7;190.38
2021;1;21;10;4.95;4.58;6.64;189.91
2021;1;21;11;5.6;5.03;6.48;189.39
2021;1;21;12;5.88;5.13;6.63;190.98
2021;1;21;13;5.37;4.22;6.48;189.48
2021;1;21;14;4.83;3.87;6.82;188.7
2021;1;21;15;3.83;3.5;6.84;187.05
2021;1;21;16;2.37;3.5;6.78;183.97
2021;1;21;17;2.12;3.52;6.78;182.42
2021;1;21;18;2.19;3.55;6.89;182.4
2021;1;21;19;2.55;3.5;6.87;181.92
2021;1;21;20;2.61;3.58;7.01;180.88
2021;1;21;21;2.65;3.66;7.23;181.1
2021;1;21;22;2.94;3.82;7.56;179.88
2021;1;21;23;3.35;4.01;7.89;177.43
2021;1;22;0;3.44;4.2;8.29;177.44
2021;1;22;1;3.58;4.42;8.61;178.99
2021;1;22;2;3.75;4.53;8.63;180.3
2021;1;22;3;3.76;4.42;8.37;181.32
2021;1;22;4;3.76;4.28;8.21;181.05
2021;1;22;5;3.75;4.21;8.1;181.59
2021;1;22;6;3.7;4.26;8.22;181.58
2021;1;22;7;4.05;4.62;8.53;182.13
2021;1;22;8;4.92;5.35;8.4;181.34
2021;1;22;9;5.83;6.39;8.37;179.3
2021;1;22;10;6.3;6.85;8.48;178.76
2021;1;22;11;6.5;6.65;8.47;182.02
2021;1;22;12;6.76;6.7;8.61;186.43
2021;1;22;13;6.87;6.6;8.7;187.62
2021;1;22;14;6.8;6.97;9.21;186.76
2021;1;22;15;6.69;7.07;9.47;183.86
2021;1;22;16;6.67;7.22;9.81;182.05
2021;1;22;17;6.8;7.58;10.26;181.65
2021;1;22;18;6.82;7.71;10.37;183.25
2021;1;22;19;6.83;7.8;10.51;185.29
2021;1;22;20;6.88;7.93;10.63;185.09
2021;1;22;21;6.95;7.99;10.6;182.3
2021;1;22;22;7.12;8;10.59;179.5
2021;1;22;23;7.17;8.25;10.86;178.54
2021;1;23;0;7.15;8.67;11.41;178.92
2021;1;23;1;7.18;9.27;12.21;179.81
2021;1;23;2;7.11;9.7;12.77;180.74
2021;1;23;3;7.05;9.98;13.1;179.73
2021;1;23;4;6.74;10.13;12.99;178.01
2021;1;23;5;6.49;9.28;11.78;178.41
2021;1;23;6;6.69;8.33;10.77;179.84
2021;1;23;7;7.23;8.14;10.61;180.66
2021;1;23;8;7.73;8.24;10.69;185.12
2021;1;23;9;7.99;7.89;10.33;190.68
2021;1;23;10;8.12;8.11;10.63;197.61
2021;1;23;11;7.78;8.65;11.08;201.72
2021;1;23;12;7.17;7.6;9.43;202.37
2021;1;23;13;6.67;6.04;7.86;202.05
2021;1;23;14;6.4;4.63;6.91;202.63
2021;1;23;15;5.4;3.56;6.69;204.65
2021;1;23;16;4.06;3.62;7.35;202.03
2021;1;23;17;3.36;3.62;7.14;197.97
2021;1;23;18;3.04;3.64;7.22;196.57
2021;1;23;19;3.25;3.78;7.52;198.81
2021;1;23;20;3.52;3.99;7.73;201.95
