YEAR;MO;DY;HR;T2M;WS10M;WS50M;WD10M
2021;4;9;23;1.23;1.59;2.21;161.92
2021;4;10;0;0.31;1.68;2.31;168.48
2021;4;10;1;-0.18;1.68;2.3;174.66
2021;4;10;2;-0.32;1.59;2.17;169.52
2021;4;10;3;-0.5;1.55;2.09;152.79
2021;4;10;4;-0.65;1.49;1.97;135
2021;4;10;5;-0.66;1.48;1.98;122.1
2021;4;10;6;1.57;1.55;2.08;117.34
2021;4;10;7;3.68;2.02;2.29;137.5
2021;4;10;8;5.03;2.55;2.85;161.79
2021;4;10;9;5.9;2.84;3.14;170.51
2021;4;10;10;7.88;3.3;3.6;179.46
2021;4;10;11;9.65;3.87;4.12;191.06
2021;4;10;12;10.58;4.31;4.52;198.73
2021;4;10;13;10.91;4.49;4.67;200.89
2021;4;10;14;10.74;4.47;4.64;201.54
2021;4;10;15;10.2;4.19;4.41;202.36
2021;4;10;16;9.27;3.69;4.02;200.7
2021;4;10;17;7.57;2.21;3.39;194.72
2021;4;10;18;4.81;1.95;2.92;182.07
2021;4;10;19;3.9;1.87;2.58;166.2
2021;4;10;20;3.33;1.78;2.41;155.12
2021;4;10;21;2.55;1.88;2.55;149.61
2021;4;10;22;1.81;2.03;2.76;147.41
2021;4;10;23;1.55;1.93;2.61;153.54
2021;4;11;0;1.23;1.88;2.54;148.22
2021;4;11;1;0.54;2.12;2.89;131.11
2021;4;11;2;0.33;2.28;3.24;124.4
2021;4;11;3;0.51;2.46;3.67;130.88
2021;4;11;4;0.82;2.38;3.46;131.95
2021;4;11;5;1.25;2.07;2.92;131.94
2021;4;11;6;2.58;1.8;2.77;130.25
2021;4;11;7;4.53;1.99;2.61;131.02
2021;4;11;8;6.25;3.5;4.24;155.32
2021;4;11;9;7.83;4.7;5.34;168.3
2021;4;11;10;8.8;5.06;5.65;172.01
2021;4;11;11;9.26;5.05;5.64;172.18
2021;4;11;12;8.91;4.59;5.19;171.18
2021;4;11;13;8.58;4.14;4.78;168.01
2021;4;11;14;8.65;4.04;4.69;165.67
2021;4;11;15;8.72;3.95;4.67;165.11
2021;4;11;16;8.76;3.85;4.63;164.84
2021;4;11;17;7.63;2.52;4.21;164.93
2021;4;11;18;4.6;2.49;4.09;160.37
2021;4;11;19;3.79;2.5;3.94;155.67
2021;4;11;20;3.53;2.36;3.5;150.63
2021;4;11;21;3.35;2.19;3.14;143.87
2021;4;11;22;3.01;2.18;3.09;136.89
2021;4;11;23;2.73;2.21;3.11;130.56
2021;4;12;0;2.79;2.25;3.33;136.83
2021;4;12;1;3.08;2.25;3.37;143.17
2021;4;12;2;3.42;2.35;3.74;144.88
2021;4;12;3;3.76;2.32;3.72;145.29
2021;4;12;4;3.99;2.18;3.6;139.35
2021;4;12;5;4.3;2.36;4.17;134.87
2021;4;12;6;6.15;2.32;4.19;128.72
2021;4;12;7;8.51;4.15;4.97;138.44
2021;4;12;8;10.4;5.28;6.08;156.01
2021;4;12;9;11.98;6.14;6.94;166.83
2021;4;12;10;13.11;6.48;7.24;167.4
2021;4;12;11;13.98;6.73;7.51;167.25
2021;4;12;12;14.46;7.15;8.03;170.57
2021;4;12;13;14.26;7.4;8.38;173.64
2021;4;12;14;12.78;7.06;8.27;171.54
2021;4;12;15;11.8;6.48;7.76;166.82
2021;4;12;16;11.1;5.83;7.16;162.68
2021;4;12;17;10.03;4.68;6.3;160.47
2021;4;12;18;8.18;3.2;6.07;158.95
2021;4;12;19;7.92;3.09;5.53;156.29
2021;4;12;20;7.86;3.33;5.72;154.4
2021;4;12;21;7.31;2.97;5.45;153.3
2021;4;12;22;7.44;3.31;5.51;152.17
2021;4;12;23;7.67;3.55;5.58;149.71
2021;4;13;0;7.49;3.05;5.13;144.8
2021;4;13;1;7.26;2.54;4.67;144.01
2021;4;13;2;7.38;2.77;4.74;148.37
2021;4;13;3;7.52;3.09;4.99;150.45
2021;4;13;4;7.75;3.87;5.77;154.26
2021;4;13;5;7.86;3.81;5.7;154.07
2021;4;13;6;8.26;3.98;5.54;154.14
2021;4;13;7;8.98;4.69;5.78;156.12
2021;4;13;8;9.58;5.61;7.01;166.8
2021;4;13;9;9.94;6.69;8.07;177.66
2021;4;13;10;9.97;7.37;8.73;186.33
2021;4;13;11;9.87;7.33;8.69;193.75
2021;4;13;12;9.65;6.53;7.82;200.67
2021;4;13;13;9.71;5.7;6.65;205.65
2021;4;13;14;10.04;5.05;5.66;210.42
2021;4;13;15;9.59;4.42;4.95;213.02
2021;4;13;16;8.69;3.58;4.09;213.34
2021;4;13;17;7.44;1.8;2.76;215.97
2021;4;13;18;5.9;0.52;0.82;249.65
2021;4;13;19;4.9;1.5;2.1;22.3
2021;4;13;20;3.97;3.04;4.37;28.87
2021;4;13;21;2.48;4.93;5.75;31.45
2021;4;13;22;0.66;5.69;6.55;34.93
2021;4;13;23;-0.48;5.75;6.55;36.26
2021;4;14;0;-0.84;5.47;6.31;35.01
2021;4;14;1;-0.93;5.2;6.18;30.73
2021;4;14;2;-0.85;5.17;6.18;24.86
2021;4;14;3;-0.81;4.9;6.07;22.31
2021;4;14;4;-1.03;4.37;5.81;20.32
2021;4;14;5;-1.18;4.36;5.78;17.95
2021;4;14;6;-0.33;5.43;6.53;16.79
2021;4;14;7;1.2;6.32;7.45;17.34
2021;4;14;8;3.03;6.43;7.48;17.25
2021;4;14;9;4.5;6.17;7.06;15.66
2021;4;14;10;5.4;5.84;6.58;13.14
2021;4;14;11;6;5.5;6.15;11.96
2021;4;14;12;6.51;5.2;5.78;10.65
2021;4;14;13;6.62;4.92;5.46;9.24
2021;4;14;14;6.08;4.81;5.36;8.88
2021;4;14;15;5.41;4.89;5.49;11.15
2021;4;14;16;4.58;4.93;5.65;15.71
2021;4;14;17;3.2;4.47;5.6;20.15
2021;4;14;18;0.82;3.06;5.6;23.75
2021;4;14;19;-0.47;2.85;5.42;25.86
2021;4;14;20;-1.13;2.73;5.23;27.59
2021;4;14;21;-1.66;2.76;5.35;29.54
2021;4;14;22;-2.11;2.83;5.54;29.96
2021;4;14;23;-2.6;2.82;5.51;30.04
2021;4;15;0;-3.06;2.81;5.23;30.2
2021;4;15;1;-3.58;2.71;4.62;30.85
2021;4;15;2;-3.54;2.59;4.36;31.44
2021;4;15;3;-3.71;2.56;4.2;30.24
2021;4;15;4;-3.92;2.55;4.16;30.96
2021;4;15;5;-3.4;2.45;4.12;33.54
2021;4;15;6;-0.66;3.86;4.58;36.94
2021;4;15;7;1.17;4.82;5.49;39.34
2021;4;15;8;2.95;4.39;4.94;40.24
2021;4;15;9;4.5;3.77;4.23;38.44
2021;4;15;10;5.82;3.27;3.69;33.12
2021;4;15;11;6.98;2.84;3.22;24.38
2021;4;15;12;7.83;2.47;2.81;12.06
2021;4;15;13;8.29;2.39;2.7;1.87
2021;4;15;14;8.06;2.6;2.9;0.69
2021;4;15;15;7.66;2.92;3.23;4.61
2021;4;15;16;6.88;3.09;3.48;9.89
2021;4;15;17;5.48;2.39;3.56;15.77
2021;4;15;18;2.21;2.44;4.09;27.3
2021;4;15;19;0.55;2.83;4.99;37.15
2021;4;15;20;-0.53;2.97;5.49;44.04
2021;4;15;21;-1.53;2.9;5.11;46.75
2021;4;15;22;-2.31;2.84;4.74;46.78
2021;4;15;23;-2.92;2.88;4.65;47.09
2021;4;16;0;-3.28;2.9;4.66;46.64
2021;4;16;1;-3.49;2.91;4.7;45.98
2021;4;16;2;-3.63;2.83;4.48;45.78
2021;4;16;3;-3.82;2.9;4.65;46.31
2021;4;16;4;-4.01;2.97;4.93;45.75
2021;4;16;5;-3.27;2.92;5.23;45.65
2021;4;16;6;0;4.28;4.88;48.04
2021;4;16;7;2.59;5.17;5.94;54.46
2021;4;16;8;4.69;5.1;5.75;58.28
2021;4;16;9;6.33;4.5;5.01;58.99
2021;4;16;10;7.76;3.92;4.36;55.71
2021;4;16;11;8.74;3.67;4.09;51.4
2021;4;16;12;9.32;3.7;4.12;48.34
2021;4;16;13;9.3;3.53;3.96;47.42
2021;4;16;14;9.58;3.17;3.55;52.9
2021;4;16;15;9.47;3.3;3.67;54.35
2021;4;16;16;8.53;3.47;4.18;51.04
2021;4;16;17;6.81;2.59;4.24;46.96
2021;4;16;18;3.93;2.62;4.82;39.43
2021;4;16;19;2.51;3.09;5.96;38.95
2021;4;16;20;1.32;3.95;6.89;40.59
2021;4;16;21;0.61;5.22;7.44;41.66
2021;4;16;22;0.08;5.22;7.15;42.15
2021;4;16;23;-0.04;5.4;7.63;45
2021;4;17;0;0.07;5.42;7.76;48.92
2021;4;17;1;0.21;5.34;7.53;48.92
2021;4;17;2;0.26;5.15;7.37;48.75
2021;4;17;3;0.03;4.76;6.66;44.87
2021;4;17;4;-0.2;5.03;6.87;42.54
2021;4;17;5;-0.13;5.07;6.71;40.63
2021;4;17;6;1.19;5.72;6.3;41.24
2021;4;17;7;3.15;6.85;7.94;51.16
2021;4;17;8;5.15;7.39;8.44;53.94
2021;4;17;9;7.17;7.18;8.13;54.48
2021;4;17;10;8.61;6.74;7.55;55.33
2021;4;17;11;9.59;6.13;6.79;57.02
2021;4;17;12;9.99;5.5;6.06;58.3
2021;4;17;13;9.87;5.12;5.61;56.97
2021;4;17;14;9.12;4.9;5.41;52.84
2021;4;17;15;7.59;4.87;5.62;46.76
2021;4;17;16;5.97;4.94;5.84;41.79
2021;4;17;17;4.26;4.99;5.96;37.43
2021;4;17;18;2.91;4.79;5.79;34.91
2021;4;17;19;2.24;4.9;6.02;34.88
2021;4;17;20;1.9;4.86;6.12;37.16
2021;4;17;21;1.49;4.35;5.83;41.73
2021;4;17;22;0.67;3.54;5.66;42.77
2021;4;17;23;0.26;3.39;5.86;45.28
2021;4;18;0;0.08;3.18;5.43;44.5
2021;4;18;1;-0.26;2.85;5.01;43.22
2021;4;18;2;-0.65;2.74;4.92;42.69
2021;4;18;3;-0.98;2.7;4.8;43.48
2021;4;18;4;-1.88;2.53;4.61;43.62
2021;4;18;5;-1.21;2.71;4.25;46.75
2021;4;18;6;0.7;3.33;3.57;57.47
2021;4;18;7;2.91;2.62;2.72;78.66
2021;4;18;8;5.57;1.6;1.74;145.77
2021;4;18;9;7.17;2.15;2.26;194.09
2021;4;18;10;8.53;2.9;2.98;208.15
2021;4;18;11;9.05;3.55;3.63;212.61
2021;4;18;12;9.12;3.83;3.9;214.01
2021;4;18;13;9.38;3.73;3.82;216.15
2021;4;18;14;9.43;3.69;3.81;218.91
2021;4;18;15;8.98;3.57;3.73;222.16
2021;4;18;16;8.25;3.07;3.27;224.07
2021;4;18;17;6.99;1.91;2.54;222.51
2021;4;18;18;4.96;1.23;1.76;216.51
2021;4;18;19;4.7;0.63;0.83;200.22
2021;4;18;20;4.47;0.43;0.54;105.8
2021;4;18;21;3.66;0.91;1.19;72.5
2021;4;18;22;2.53;1.2;1.6;64.1
2021;4;18;23;1.92;1.5;2;58.22
2021;4;19;0;0.94;1.78;2.41;52.83
2021;4;19;1;0.05;2.05;2.87;49.8
2021;4;19;2;-0.31;2.25;3.36;45.7
2021;4;19;3;-0.63;2.3;3.79;38.39
2021;4;19;4;-0.81;2.29;4.03;34.72
2021;4;19;5;-0.32;2.36;4.12;36.53
2021;4;19;6;1.18;3.59;4.01;38.91
2021;4;19;7;2.71;3.82;4.03;38.93
2021;4;19;8;4.8;3.88;4.21;40.84
2021;4;19;9;6.85;3.61;4.02;45.97
2021;4;19;10;7.88;3.01;3.4;48.79
2021;4;19;11;8.09;2.43;2.76;45.52
2021;4;19;12;7.91;2.06;2.37;34.05
2021;4;19;13;7.81;1.93;2.22;16.23
2021;4;19;14;7.79;1.86;2.15;359.52
2021;4;19;15;7.72;1.86;2.14;346.43
2021;4;19;16;7.44;1.82;2.12;345.61
2021;4;19;17;6.74;1.31;1.96;351.1
2021;4;19;18;5.37;1.29;1.94;0
2021;4;19;19;4.6;1.5;2.26;13.24
2021;4;19;20;3.89;1.72;2.68;24.12
2021;4;19;21;3.29;1.86;2.98;31.75
2021;4;19;22;2.93;1.88;3.01;37.39
2021;4;19;23;2.64;1.87;2.99;41.1
2021;4;20;0;2.37;1.83;2.81;43.79
2021;4;20;1;2.15;1.72;2.53;47.03
2021;4;20;2;2.14;1.57;2.25;50.45
2021;4;20;3;2.18;1.38;1.91;54.42
2021;4;20;4;2.12;1.26;1.71;59.95
2021;4;20;5;2.06;1.27;1.83;62.18
2021;4;20;6;3.49;1.74;1.92;64.47
2021;4;20;7;5.14;1.3;1.13;71.46
2021;4;20;8;7.01;0.23;0.2;56.31
2021;4;20;9;8.42;0.6;0.75;275.19
2021;4;20;10;9.13;0.98;1.09;263.61
2021;4;20;11;9.41;1.31;1.36;249.08
2021;4;20;12;9.55;1.8;1.81;238.99
2021;4;20;13;9.33;2.33;2.35;237.06
2021;4;20;14;8.92;2.56;2.64;240
2021;4;20;15;8.38;2.58;2.74;244.29
2021;4;20;16;7.73;2.47;2.72;246.11
2021;4;20;17;6.87;1.97;2.52;240.28
2021;4;20;18;5.33;1.43;2.4;230.56
2021;4;20;19;4.61;1.48;2.33;223.93
2021;4;20;20;4.32;1.46;2.3;217.85
2021;4;20;21;3.94;1.5;2.31;212.2
2021;4;20;22;3.61;1.54;2.35;208.77
2021;4;20;23;3.37;1.61;2.41;208.06
2021;4;21;0;2.99;1.72;2.56;207.84
2021;4;21;1;2.93;1.74;2.6;212.91
2021;4;21;2;3.04;1.72;2.6;217.81
2021;4;21;3;3.23;1.68;2.59;221.99
2021;4;21;4;3.22;1.62;2.47;227.54
2021;4;21;5;3.61;1.45;2.23;231.58
2021;4;21;6;4.8;1.49;1.83;240.07
2021;4;21;7;5.37;1.09;1.24;254.56
2021;4;21;8;6.97;0.92;1.14;273.91
2021;4;21;9;8.94;1.1;1.23;255.17
2021;4;21;10;10.1;1.88;1.86;236.51
2021;4;21;11;10.79;2.68;2.61;232.1
2021;4;21;12;11.08;3.13;3.07;231.07
2021;4;21;13;11.14;3.39;3.35;231.46
2021;4;21;14;10.94;3.5;3.52;232.98
2021;4;21;15;10.53;3.41;3.5;234.42
2021;4;21;16;9.93;3.11;3.29;232.15
2021;4;21;17;8.87;2.33;2.97;225.95
2021;4;21;18;6.37;1.69;2.61;214.43
2021;4;21;19;5.3;1.54;2.17;201.75
2021;4;21;20;4.78;1.36;1.87;184.93
2021;4;21;21;3.95;1.26;1.73;167.51
2021;4;21;22;3.59;1.35;1.81;148.7
2021;4;21;23;3.06;1.49;1.99;137.97
2021;4;22;0;2.57;1.6;2.14;130.24
2021;4;22;1;2.33;1.68;2.33;121.92
2021;4;22;2;2.45;1.58;2.34;115.8
2021;4;22;3;2.83;1.27;2.19;110.22
2021;4;22;4;3.08;1.08;2.04;101.23
2021;4;22;5;3.12;1.5;2.24;88.21
2021;4;22;6;3.78;1.95;2.27;94.36
2021;4;22;7;5.05;2.19;2.41;113.09
2021;4;22;8;6.53;2.52;2.92;129.08
2021;4;22;9;8.15;3.24;3.71;137.74
2021;4;22;10;9.44;3.73;4.19;139.84
2021;4;22;11;10.06;3.9;4.32;141.27
2021;4;22;12;10.51;3.91;4.32;142.31
2021;4;22;13;10.64;3.89;4.29;147.04
2021;4;22;14;9.87;3.64;4.01;148.87
2021;4;22;15;8.95;3.09;3.45;142.29
2021;4;22;16;8.22;2.49;2.84;126.44
2021;4;22;17;7.45;1.68;2.34;106.49
2021;4;22;18;6.33;1.37;2.53;86.08
2021;4;22;19;5.77;1.66;2.99;78.32
2021;4;22;20;5.52;1.77;2.98;75.72
2021;4;22;21;5.22;1.83;2.88;70.56
2021;4;22;22;4.92;1.87;2.81;65.79
2021;4;22;23;4.71;1.94;2.86;60.54
2021;4;23;0;4.37;2.11;3.15;52.83
2021;4;23;1;3.96;2.31;3.47;47.33
2021;4;23;2;3.54;2.52;3.9;43.74
2021;4;23;3;2.93;2.77;4.42;39.39
2021;4;23;4;2.27;3.04;5.26;34.43
2021;4;23;5;3.27;3.5;6.14;33.26
2021;4;23;6;5.46;5.59;6.27;34.76
2021;4;23;7;6.73;7.36;8.56;40.22
2021;4;23;8;7.87;8.08;9.22;44.92
2021;4;23;9;9.41;7.93;9.02;47.64
2021;4;23;10;10.94;7.28;8.26;49.27
2021;4;23;11;12.15;6.4;7.23;49.8
2021;4;23;12;13.02;5.64;6.38;49.27
2021;4;23;13;13.52;5.03;5.67;47.58
2021;4;23;14;13.52;4.73;5.35;44.73
2021;4;23;15;13.15;4.69;5.33;41.55
2021;4;23;16;12.38;4.3;5.11;41.02
2021;4;23;17;10.87;2.9;4.38;43.03
2021;4;23;18;7.27;2.57;4.42;40.43
2021;4;23;19;5.35;3.09;5.4;38.32
2021;4;23;20;4.3;3.2;5.79;35.86
2021;4;23;21;3.28;3.27;6.13;37.23
2021;4;23;22;2.4;3.37;6.47;40.67
2021;4;23;23;1.68;3.44;6.57;42.97
2021;4;24;0;1.09;3.53;6.73;43.2
2021;4;24;1;0.65;3.69;7.05;43.11
2021;4;24;2;0.31;3.81;7.27;43.09
2021;4;24;3;-0.02;3.85;7.34;42.62
2021;4;24;4;-0.37;3.77;7.16;42.15
2021;4;24;5;0.65;3.69;6.93;41.48
2021;4;24;6;4.41;4.8;5.89;40.38
2021;4;24;7;7.3;6.54;8.24;49.84
2021;4;24;8;9.27;7.47;8.95;54.15
2021;4;24;9;10.84;7.11;8.38;54.07
2021;4;24;10;12.21;6.47;7.53;52.76
2021;4;24;11;13.4;5.82;6.75;51.7
2021;4;24;12;14.34;5.34;6.18;51.96
2021;4;24;13;14.94;5.01;5.78;52.92
2021;4;24;14;15.14;4.78;5.51;53.71
2021;4;24;15;14.89;4.57;5.35;54.38
2021;4;24;16;14.11;4.2;5.2;55.78
2021;4;24;17;12.14;2.78;4.5;55.55
2021;4;24;18;8.06;2.62;4.3;48.86
2021;4;24;19;5.85;2.93;4.52;47.59
2021;4;24;20;4.58;3;4.7;47.85
2021;4;24;21;3.44;3.05;4.86;49.37
2021;4;24;22;2.62;3.08;4.84;48.6
2021;4;24;23;2.08;3.07;4.68;47.27
2021;4;25;0;1.64;3.04;4.48;48.23
2021;4;25;1;1.26;3;4.34;49.64
2021;4;25;2;0.96;2.98;4.23;49.37
2021;4;25;3;0.72;2.94;4.13;48.13
2021;4;25;4;0.32;2.93;4.08;47.59
2021;4;25;5;1.05;2.8;4.1;47.37
2021;4;25;6;5.25;2.86;3.88;47.65
2021;4;25;7;7.98;2.97;2.97;49.81
2021;4;25;8;11.96;1.53;1.52;65
2021;4;25;9;14.58;0.29;0.39;94.64
2021;4;25;10;15.97;1.19;0.97;220.72
2021;4;25;11;16.77;2.54;2.42;235.04
2021;4;25;12;17.23;3.58;3.57;242.15
2021;4;25;13;17.3;4.14;4.22;244.89
2021;4;25;14;17.06;4.35;4.52;247.95
2021;4;25;15;16.39;4.24;4.7;250.73
2021;4;25;16;15.58;3.9;4.53;251.53
2021;4;25;17;13.65;2.59;4.05;248.62
2021;4;25;18;10.21;2.21;3.47;246.06
2021;4;25;19;9.34;1.77;2.47;251.25
2021;4;25;20;9.58;0.96;1.28;265.82
2021;4;25;21;9.74;0.39;0.49;347.35
2021;4;25;22;9.03;1;1.23;48.81
2021;4;25;23;7.89;1.3;1.68;58.51
2021;4;26;0;6.79;1.52;1.99;58.03
2021;4;26;1;5.92;1.99;2.66;53.13
2021;4;26;2;4.06;2.71;3.95;51.44
2021;4;26;3;2.98;3.14;4.94;50.85
2021;4;26;4;3.08;3.17;5.41;51.72
2021;4;26;5;3.89;2.99;5.42;53.19
2021;4;26;6;6.21;4.23;4.98;55.99
2021;4;26;7;8.48;4;4.06;59.32
2021;4;26;8;11.68;3.32;3.52;84.6
2021;4;26;9;14.03;2.76;3.08;135.46
2021;4;26;10;14.79;3.08;3.44;169.34
2021;4;26;11;14.72;3.5;4.09;181.41
2021;4;26;12;14.53;3.98;4.67;183.71
2021;4;26;13;14.4;4.75;5.49;186.04
2021;4;26;14;13.53;4.6;5.55;186.04
2021;4;26;15;12.76;3.93;4.8;170.5
2021;4;26;16;12.21;3.12;3.91;155.62
2021;4;26;17;10.68;1.64;2.88;177.27
2021;4;26;18;8.22;1.88;3.87;157.8
2021;4;26;19;7.36;1.76;3.43;132.48
2021;4;26;20;6.75;1.81;3.27;115.35
2021;4;26;21;6.33;1.82;3.26;120.63
2021;4;26;22;6.53;1.8;3.5;124.03
2021;4;26;23;6.63;1.96;3.91;128.7
2021;4;27;0;6.95;2.72;5.22;147.45
2021;4;27;1;7.45;3.42;5.54;155.55
2021;4;27;2;7.28;3.42;5.31;151.21
2021;4;27;3;6.61;2.47;4.08;130.76
2021;4;27;4;5.53;1.92;3.65;119.69
2021;4;27;5;6.08;2.09;4.45;138.93
2021;4;27;6;8.11;3.73;5.22;149.51
2021;4;27;7;9.53;5.72;7.09;156.93
2021;4;27;8;10.77;6.39;7.41;162.14
2021;4;27;9;12.01;6.4;7.26;166.73
2021;4;27;10;12.87;6.41;7.21;170.25
2021;4;27;11;13.33;6.57;7.39;171.94
2021;4;27;12;12.96;6.5;7.38;171.5
2021;4;27;13;12.58;6.39;7.37;170.01
2021;4;27;14;12.34;6.17;7.18;169.13
2021;4;27;15;11.97;5.83;6.87;168.48
2021;4;27;16;11.53;5.15;6.15;167.46
2021;4;27;17;10.95;3.63;4.48;164.53
2021;4;27;18;10.13;2.35;4.04;159.4
2021;4;27;19;9.2;2.03;4.25;153.93
2021;4;27;20;9.37;2.05;3.94;150.8
2021;4;27;21;8.68;1.83;3.64;146.31
2021;4;27;22;8.39;1.78;3.56;141.97
2021;4;27;23;8.32;1.6;3.02;136.39
2021;4;28;0;8.3;1.62;3.32;131.47
2021;4;28;1;8.22;1.64;3.34;130.96
2021;4;28;2;8.16;1.73;3.54;129.87
2021;4;28;3;8.14;1.8;3.66;128.47
2021;4;28;4;8.12;1.9;3.85;132
2021;4;28;5;8.33;2.15;3.98;136.03
2021;4;28;6;9.02;2.95;3.96;141.89
2021;4;28;7;9.73;3.53;4.19;151.56
2021;4;28;8;10.51;3.91;4.62;161.46
2021;4;28;9;11.97;4.74;5.55;173.57
2021;4;28;10;12.76;5.1;5.87;183.43
2021;4;28;11;13.16;5.16;5.89;190.03
2021;4;28;12;13.28;5;5.7;195.32
2021;4;28;13;13.2;4.78;5.45;199.77
2021;4;28;14;13.05;4.32;4.91;203.09
2021;4;28;15;12.87;3.77;4.28;204.49
2021;4;28;16;12.48;3.06;3.52;204.47
2021;4;28;17;12.11;2.29;2.88;204.12
2021;4;28;18;10.51;1.46;2.43;202.31
2021;4;28;19;9.42;1.27;1.84;194.64
2021;4;28;20;9.26;0.98;1.34;173.61
2021;4;28;21;8.87;0.95;1.26;146.7
2021;4;28;22;8.21;1.12;1.51;132.73
2021;4;28;23;7.91;1.32;1.83;125.38
2021;4;29;0;7.65;1.43;2.04;123.6
2021;4;29;1;7.63;1.45;2.15;125.14
2021;4;29;2;7.67;1.47;2.15;131.33
2021;4;29;3;7.67;1.46;2.1;131.74
2021;4;29;4;7.55;1.48;2.11;122.68
2021;4;29;5;7.86;1.46;2.19;111.74
2021;4;29;6;9.9;1.88;2.16;112.95
2021;4;29;7;11.84;2.19;2.59;152.43
2021;4;29;8;13.8;3.02;3.43;185.95
2021;4;29;9;15.16;3.62;3.98;199.14
2021;4;29;10;16.37;3.97;4.26;201.11
2021;4;29;11;17.17;4.19;4.46;199.72
2021;4;29;12;17.51;4.16;4.43;198.64
2021;4;29;13;17.19;4.09;4.41;196.08
2021;4;29;14;16.87;4.22;4.6;198.47
2021;4;29;15;15.83;3.84;4.36;201.5
2021;4;29;16;15.19;3.4;3.92;200.14
2021;4;29;17;14.25;2.57;3.44;201.25
2021;4;29;18;12.65;1.59;2.87;195.13
2021;4;29;19;11.44;1.83;3.23;179.02
2021;4;29;20;10.5;1.99;3.34;173.46
2021;4;29;21;9.89;1.93;3.28;164.5
2021;4;29;22;8.74;2.01;3.07;159.81
2021;4;29;23;8.78;2.05;3.17;172.12
2021;4;30;0;9.4;2.21;4.07;197.67
2021;4;30;1;9.53;2.19;3.73;200.44
2021;4;30;2;8.9;2;2.9;169.88
2021;4;30;3;7.95;2.16;3.15;155.38
2021;4;30;4;7.48;2.34;3.67;156.35
2021;4;30;5;9.02;2.07;3.4;160.4
2021;4;30;6;12.42;1.78;2.51;156.8
2021;4;30;7;14.7;2.08;2.6;165.44
2021;4;30;8;16.67;2.73;3.24;177.54
2021;4;30;9;17.97;3.25;3.72;182.9
2021;4;30;10;18.87;3.89;4.37;187.27
2021;4;30;11;19.31;4.41;4.88;186.81
2021;4;30;12;19.72;4.79;5.24;185.25
2021;4;30;13;19.87;4.98;5.47;184.5
2021;4;30;14;19.65;4.9;5.42;183.38
2021;4;30;15;19.13;4.59;5.16;180.78
2021;4;30;16;18.28;3.99;4.75;178.43
2021;4;30;17;16.85;2.58;3.74;173.91
2021;4;30;18;14.09;1.83;2.79;154.97
2021;4;30;19;12.84;1.91;2.63;141.49
2021;4;30;20;12.62;1.78;2.48;128.23
2021;4;30;21;12.27;1.88;2.75;105.65
2021;4;30;22;11.46;2.16;3.09;95.81
2021;4;30;23;11.3;2.12;2.96;102.76
2021;5;1;0;11.36;2.07;2.88;107.34
2021;5;1;1;11.55;1.94;2.66;118.11
2021;5;1;2;11.48;2.02;2.79;127.31
2021;5;1;3;11.15;2.14;2.98;135.44
2021;5;1;4;10.36;2.41;3.47;139.6
2021;5;1;5;10.33;2.57;3.99;132.17
2021;5;1;6;13.72;2.36;4.13;128.69
2021;5;1;7;15.34;3.77;5.01;140.8
2021;5;1;8;15.65;5.18;6.65;152.39
2021;5;1;9;15.78;5.86;7.01;156.82
2021;5;1;10;15.93;5.63;6.57;158.92
2021;5;1;11;17.44;5.57;6.38;160.93
2021;5;1;12;18.33;5.98;6.85;172.26
2021;5;1;13;17.32;5.04;6.13;172.61
2021;5;1;14;16.98;4.97;6.1;167.28
2021;5;1;15;16.26;5.15;6.71;167.65
2021;5;1;16;15.16;5.55;7.35;165.83
2021;5;1;17;14.06;5.39;6.83;169.9
2021;5;1;18;13.99;5.69;7.57;177.4
2021;5;1;19;13.89;6.55;8.72;182.05
2021;5;1;20;13.48;6.6;8.85;184.68
2021;5;1;21;13.1;6.3;8.68;185.55
2021;5;1;22;12.91;6.06;8.55;186.44
2021;5;1;23;12.93;5.83;8.47;186.7
2021;5;2;0;12.84;5.85;8.52;186.9
2021;5;2;1;12.62;5.93;8.45;186.35
2021;5;2;2;12.37;6.03;8.43;186.85
2021;5;2;3;12.2;5.98;8.3;186.83
2021;5;2;4;12.02;5.71;7.8;184.47
2021;5;2;5;12.12;5.62;7.43;183.03
2021;5;2;6;12.63;5.6;6.75;182.32
2021;5;2;7;13.37;5.81;6.79;188.35
2021;5;2;8;14.24;5.95;6.78;196.17
2021;5;2;9;15.78;5.9;6.52;198.7
2021;5;2;10;15.96;5.73;6.33;203.98
2021;5;2;11;15.76;5.49;6.14;212.51
2021;5;2;12;16.19;4.88;5.42;217.97
2021;5;2;13;17.31;4.61;5.07;224.52
2021;5;2;14;17;4.83;5.4;231.11
2021;5;2;15;16.8;4.79;5.39;237.79
2021;5;2;16;16.17;4.3;4.99;240.5
2021;5;2;17;14.99;3.11;4.22;240.02
2021;5;2;18;12.23;2.17;3.78;236.6
2021;5;2;19;10.47;2.07;3.08;233.13
2021;5;2;20;10.37;1.48;2.07;224.14
2021;5;2;21;9.98;1.1;1.49;203.84
2021;5;2;22;10.27;0.64;0.83;182.79
2021;5;2;23;9.9;0.35;0.4;37.65
2021;5;3;0;9.09;0.93;1.23;350.3
2021;5;3;1;8.74;1.31;1.85;327.16
2021;5;3;2;8.44;1.51;2.16;319.82
2021;5;3;3;7.76;1.65;2.3;317.31
2021;5;3;4;7.37;1.4;1.94;320.44
