0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,3197274519999995
6,905719074
5,098344384
3,7660759859999997
3,7627590960000004
3,799257888
2,469904608
1,13538147
0,15884421
0,00419688
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,37649375399999996
12,593786514
15,879368741999999
13,532621441999998
4,218424758
2,525430456
1,354893594
0,21686808000000002
0,049525019999999996
0,0014826
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,13650207
2,264253942
3,300967404
4,29175605
4,1700334980000004
3,271523358
2,482528242
3,83640417
0,840672462
0,0255345
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,33557835599999997
1,7755265219999998
2,301945456
2,5564809960000003
2,543558652
1,703346462
1,6379589359999998
0,6961006139999999
0,259406856
0,00305232
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,548413122
2,344020696
3,158955198
1,590587922
6,435184746
2,3609148659999994
3,9378948659999997
4,102396103999999
0,351825378
0,0077125200000000005
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,056301872
0,701610204
1,560218376
2,410002678
1,831527444
1,976657616
0,827913834
0,034066626
0,00178026
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,336672006
2,2942356900000003
4,270663949999999
12,491561238
4,803955739999999
4,706215577999999
3,3704655359999998
2,4001620900000002
0,8702115120000001
0,0182466
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,31065245999999996
0,7509406020000001
1,5732274019999999
1,6025476619999999
2,7031737659999995
1,278188736
0,33119902799999995
0,29793673800000003
0,00251292
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,5329337160000001
3,30957729
8,585081874
15,249362406
5,23845744
2,422191534
1,565319252
0,7023190079999999
0,187498818
0,0050570400000000005
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,936605862
0,8036553299999999
1,000144992
0,838685436
0,8002453919999999
1,3276744440000001
0,7669608000000001
0,179332656
0,00102576
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,017400968
2,6536443719999996
4,087037856
5,058691902
5,849807712
3,40080927
3,94094988
2,0728753440000003
